time,throughput_mbps,pkt_drop,pkt_total,loss
2024-05-27T11:13:01.349620,294,8726,21836,40
2024-05-27T11:13:01.349698,330,7345,22083,33
2024-05-27T11:13:01.349778,312,8042,21988,37
2024-05-27T11:13:01.349851,189,14788,23232,64
2024-05-27T11:13:01.349922,415,3353,21876,15
2024-05-27T11:13:01.349998,491,404,22323,1.8
2024-05-27T11:13:01.350070,468,1487,22366,6.6
2024-05-27T11:13:01.350138,341,6969,22185,31
2024-05-27T11:13:01.350205,387,5183,22447,23
2024-05-27T11:13:01.350274,474,1333,22486,5.9
2024-05-27T11:13:01.350343,420,3335,22070,15
2024-05-27T11:13:01.350413,368,5887,22300,26
2024-05-27T11:13:01.350485,419,3678,22362,16
2024-05-27T11:13:01.350555,447,2388,22361,11
2024-05-27T11:13:01.350623,452,2218,22397,9.9
2024-05-27T11:13:01.350693,452,2041,22236,9.2
2024-05-27T11:13:01.350917,468,1278,22255,5.7
2024-05-27T11:13:01.350997,449,2446,22390,11
2024-05-27T11:13:01.351066,411,3881,22237,17
2024-05-27T11:13:01.351313,430,3100,22285,14
2024-05-27T11:13:01.351753,455,2152,22448,9.6
2024-05-27T11:13:01.352195,457,1921,22339,8.6
2024-05-27T11:13:01.352637,403,4247,22218,19
2024-05-27T11:13:01.353079,420,3542,22315,16
2024-05-27T11:13:01.353324,385,5175,22364,23
2024-05-27T11:13:01.353401,372,5839,22429,26
2024-05-27T11:13:01.353479,443,2499,22281,11
2024-05-27T11:13:01.353555,379,5344,22264,24
2024-05-27T11:13:01.353630,375,5506,22256,25
2024-05-27T11:13:01.353708,429,3257,22396,15
2024-05-27T11:13:01.353784,464,1699,22399,7.6
2024-05-27T11:13:01.353860,464,1524,22234,6.9
2024-05-27T11:13:01.353940,465,1653,22432,7.4
2024-05-27T11:13:01.354062,419,3386,22105,15
2024-05-27T11:13:01.354145,412,3808,22210,17
2024-05-27T11:13:01.354224,437,3111,22598,14
2024-05-27T11:13:01.354298,445,2365,22245,11
2024-05-27T11:13:01.354372,284,8260,21037,39
2024-05-27T11:13:01.354448,195,14910,23569,63
2024-05-27T11:13:01.354524,329,7726,22393,35
2024-05-27T11:13:01.354598,382,5203,22273,23
2024-05-27T11:13:01.354676,385,5172,22339,23
2024-05-27T11:13:01.354818,334,7370,22290,33
2024-05-27T11:13:01.354908,312,8404,22347,38
2024-05-27T11:13:01.354992,283,9678,22293,43
2024-05-27T11:13:01.355071,318,8071,22268,36
2024-05-27T11:13:25.848275,248,11289,22332,51
2024-05-27T11:13:25.848686,264,10574,22379,47
2024-05-27T11:13:25.848794,323,7861,22285,35
2024-05-27T11:13:25.848881,330,7625,22368,34
2024-05-27T11:13:25.848967,285,9606,22311,43
2024-05-27T11:13:25.849047,308,8514,22273,38
2024-05-27T11:13:25.849126,393,4829,22381,22
2024-05-27T11:13:25.849206,367,5921,22324,27
2024-05-27T11:13:25.849285,349,6747,22310,30
2024-05-27T11:13:25.849363,322,7753,22140,35
2024-05-27T11:13:25.849439,323,8014,22452,36
2024-05-27T11:13:25.849514,320,8055,22323,36
2024-05-27T11:13:25.849591,319,8065,22292,36
2024-05-27T11:13:25.849666,264,10609,22394,47
2024-05-27T11:13:25.849745,331,7536,22295,34
2024-05-27T11:13:25.849821,307,8653,22342,39
2024-05-27T11:13:25.849896,336,7313,22321,33
2024-05-27T11:13:25.849973,366,5998,22354,27
2024-05-27T11:13:25.850051,393,4757,22301,21
2024-05-27T11:13:25.850126,431,3091,22341,14
2024-05-27T11:13:25.850200,354,6442,22237,29
2024-05-27T11:13:25.850278,213,12743,22241,57
2024-05-27T11:13:25.850353,297,9120,22381,41
2024-05-27T11:13:25.850428,368,5998,22435,27
2024-05-27T11:13:25.850547,236,11872,22425,53
2024-05-27T11:13:25.850627,284,9635,22303,43
2024-05-27T11:13:25.850701,316,7984,22088,36
2024-05-27T11:13:25.850910,345,7040,22463,31
2024-05-27T11:13:25.850996,338,7057,22151,32
2024-05-27T11:13:25.851075,296,8693,21898,40
2024-05-27T11:13:25.851151,320,8767,23053,38
2024-05-27T11:13:25.851227,295,9036,22196,41
2024-05-27T11:13:25.851301,370,5931,22464,26
2024-05-27T11:13:25.851375,273,9884,22072,45
2024-05-27T11:13:25.851447,272,10194,22364,46
2024-05-27T11:13:25.851519,374,5537,22225,25
2024-05-27T11:13:25.851593,371,5474,22042,25
2024-05-27T11:13:25.851664,317,8753,22899,38
2024-05-27T11:13:25.851736,314,8067,22085,37
2024-05-27T11:13:25.851808,344,6591,21968,30
2024-05-27T11:13:25.851884,369,6422,22894,28
2024-05-27T11:13:25.851958,330,7611,22332,34
2024-05-27T11:13:25.852078,242,11510,22320,52
2024-05-27T11:13:25.852152,234,11579,22037,53
2024-05-27T11:13:25.852224,301,8975,22410,40
2024-05-27T11:13:25.852296,308,7733,21473,36
2024-05-27T11:13:25.852369,352,7634,23346,33
2024-05-27T11:13:25.852442,354,6380,22185,29
2024-05-27T11:13:25.852519,313,8411,22395,38
2024-05-27T11:13:50.348129,296,9176,22405,41
2024-05-27T11:13:50.348597,315,8025,22105,36
2024-05-27T11:13:50.348710,229,12188,22411,54
2024-05-27T11:13:50.348794,237,11803,22369,53
2024-05-27T11:13:50.348873,261,10699,22334,48
2024-05-27T11:13:50.348950,249,11109,22244,50
2024-05-27T11:13:50.349026,247,11372,22385,51
2024-05-27T11:13:50.349100,265,10438,22273,47
2024-05-27T11:13:50.349174,260,10603,22190,48
2024-05-27T11:13:50.349247,263,10764,22514,48
2024-05-27T11:13:50.349323,260,10641,22252,48
2024-05-27T11:13:50.349440,286,9581,22369,43
2024-05-27T11:13:50.349522,264,10368,22159,47
2024-05-27T11:13:50.349597,274,10243,22484,46
2024-05-27T11:13:50.349672,155,15392,22317,69
2024-05-27T11:13:50.349750,228,12162,22337,54
2024-05-27T11:13:50.349825,275,9835,22131,44
2024-05-27T11:13:50.349900,293,9377,22474,42
2024-05-27T11:13:50.349972,279,9891,22346,44
2024-05-27T11:13:50.350045,289,9408,22319,42
2024-05-27T11:13:50.350117,284,9356,22050,42
2024-05-27T11:13:50.350196,267,10500,22438,47
2024-05-27T11:13:50.350272,259,10889,22434,49
2024-05-27T11:13:50.350346,253,11071,22371,49
2024-05-27T11:13:50.350425,256,10668,22109,48
2024-05-27T11:13:50.350498,241,11763,22518,52
2024-05-27T11:13:50.350571,221,12443,22291,56
2024-05-27T11:13:50.350642,175,14539,22369,65
2024-05-27T11:13:50.350844,247,11090,22114,50
2024-05-27T11:13:50.350934,257,10971,22454,49
2024-05-27T11:13:50.351011,247,11287,22334,51
2024-05-27T11:13:50.351085,263,10643,22369,48
2024-05-27T11:13:50.351180,203,12364,21431,58
2024-05-27T11:13:50.351253,320,8859,23133,38
2024-05-27T11:13:50.351325,356,6894,22775,30
2024-05-27T11:13:50.351396,468,1102,22001,5
2024-05-27T11:13:50.351467,454,1834,22100,8.3
2024-05-27T11:13:50.351537,498,1452,23699,6.1
2024-05-27T11:13:50.351607,482,686,22223,3.1
2024-05-27T11:13:50.351678,467,768,21561,3.6
2024-05-27T11:13:50.351758,501,765,23146,3.3
2024-05-27T11:13:50.351833,479,909,22287,4.1
2024-05-27T11:13:50.351907,482,827,22359,3.7
2024-05-27T11:13:50.351978,465,946,21701,4.4
2024-05-27T11:13:50.352048,463,1473,22158,6.6
2024-05-27T11:13:50.352119,476,727,21997,3.3
2024-05-27T11:13:50.352203,439,2567,22161,12
2024-05-27T11:13:50.352415,402,4372,22298,20
2024-05-27T11:13:50.352565,366,6042,22391,27
2024-05-27T11:14:15.347754,434,2975,22333,13
2024-05-27T11:14:15.348273,313,524,14556,3.6
2024-05-27T11:14:15.348379,0.00,0,0,0
2024-05-27T11:14:15.348454,565,27855,52972,53
2024-05-27T11:14:15.348526,176,396,8280,4.8
2024-05-27T11:14:15.348591,0.00,0,0,0
2024-05-27T11:14:15.348657,0.00,0,0,0
2024-05-27T11:14:15.348723,0.00,0,0,0
2024-05-27T11:14:15.348788,0.00,0,0,0
2024-05-27T11:14:15.348854,0.00,0,0,0
2024-05-27T11:14:15.348922,0.00,0,0,0
2024-05-27T11:14:15.348991,0.00,0,0,0
2024-05-27T11:14:15.349059,0.00,0,0,0
2024-05-27T11:14:15.349128,32.8,213084,214545,99
2024-05-27T11:14:15.349196,356,6334,22234,28
2024-05-27T11:14:15.349266,372,5816,22403,26
2024-05-27T11:14:15.349334,315,8218,22269,37
2024-05-27T11:14:15.349401,375,5612,22363,25
2024-05-27T11:14:15.349465,373,5587,22246,25
2024-05-27T11:14:15.349533,387,5122,22410,23
2024-05-27T11:14:15.349600,361,6167,22289,28
2024-05-27T11:14:15.349666,383,5237,22347,23
2024-05-27T11:14:15.349738,335,7186,22157,32
2024-05-27T11:14:15.349807,288,9519,22391,43
2024-05-27T11:14:15.349879,350,6797,22405,30
2024-05-27T11:14:15.349950,382,5287,22324,24
2024-05-27T11:14:15.350020,297,8967,22245,40
2024-05-27T11:14:15.350088,377,5582,22398,25
2024-05-27T11:14:15.350156,371,5695,22251,26
2024-05-27T11:14:15.350224,348,6857,22389,31
2024-05-27T11:14:15.350289,351,6580,22238,30
2024-05-27T11:14:15.350354,326,7858,22400,35
2024-05-27T11:14:15.350421,304,8764,22315,39
