Start time: 1716824133396
[2024-05-27 11:35:34.283754] nuttcp-t: v8.1.4: socket
[2024-05-27 11:35:34.284547] nuttcp-t: buflen=65536, nstream=1, port=5003 tcp -> 35.245.244.238
[2024-05-27 11:35:34.284633] nuttcp-t: time limit = 120.00 seconds
[2024-05-27 11:35:34.284687] nuttcp-t: connect to 35.245.244.238 with mss=1408, RTT=39.723 ms af=inet
[2024-05-27 11:35:34.284742] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-05-27 11:35:34.284793] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-05-27 11:35:34.284839] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-27 11:35:34.284886] nuttcp-r: v8.1.4: socket
[2024-05-27 11:35:34.284936] nuttcp-r: buflen=65536, nstream=1, port=5003 tcp
[2024-05-27 11:35:34.284983] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-27 11:35:34.285031] nuttcp-r: accept from 98.97.21.66 with af=inet
[2024-05-27 11:35:34.285078] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-27 11:35:34.285125] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-27 11:35:34.285189]     1.1250 MB /   0.50 sec =   18.8721 Mbps    14 retrans    123 KB-cwnd
[2024-05-27 11:35:34.944674]     1.3750 MB /   0.50 sec =   23.0688 Mbps     3 retrans     68 KB-cwnd
[2024-05-27 11:35:35.352965]     0.6875 MB /   0.50 sec =   11.5343 Mbps     0 retrans     74 KB-cwnd
[2024-05-27 11:35:35.713164]     0.8750 MB /   0.50 sec =   14.6804 Mbps     0 retrans     78 KB-cwnd
[2024-05-27 11:35:36.415373]     0.9375 MB /   0.50 sec =   15.7283 Mbps     3 retrans     66 KB-cwnd
[2024-05-27 11:35:36.815143]     0.8750 MB /   0.50 sec =   14.6798 Mbps     0 retrans     70 KB-cwnd
[2024-05-27 11:35:37.192970]     0.8125 MB /   0.50 sec =   13.6317 Mbps     0 retrans     75 KB-cwnd
[2024-05-27 11:35:37.980906]     0.8125 MB /   0.50 sec =   13.6315 Mbps     4 retrans     61 KB-cwnd
[2024-05-27 11:35:38.427900]     0.6875 MB /   0.50 sec =   11.5346 Mbps     0 retrans     67 KB-cwnd
[2024-05-27 11:35:38.860140]     0.7500 MB /   0.50 sec =   12.5827 Mbps     0 retrans    119 KB-cwnd
[2024-05-27 11:35:39.365410]     1.1875 MB /   0.50 sec =   19.9228 Mbps     4 retrans     81 KB-cwnd
[2024-05-27 11:35:39.795077]     0.8750 MB /   0.50 sec =   14.6793 Mbps     1 retrans     67 KB-cwnd
[2024-05-27 11:35:40.234061]     0.7500 MB /   0.50 sec =   12.5835 Mbps     0 retrans     72 KB-cwnd
[2024-05-27 11:35:40.943778]     0.7500 MB /   0.50 sec =   12.5828 Mbps     2 retrans     99 KB-cwnd
[2024-05-27 11:35:41.271177]     1.0625 MB /   0.50 sec =   17.8269 Mbps     1 retrans     81 KB-cwnd
[2024-05-27 11:35:41.968732]     0.9375 MB /   0.50 sec =   15.7270 Mbps     0 retrans     89 KB-cwnd
[2024-05-27 11:35:42.289077]     0.8750 MB /   0.50 sec =   14.6812 Mbps     1 retrans     77 KB-cwnd
[2024-05-27 11:35:43.007168]     0.9375 MB /   0.50 sec =   15.7281 Mbps     0 retrans     90 KB-cwnd
[2024-05-27 11:35:43.339000]     0.9375 MB /   0.50 sec =   15.7281 Mbps     1 retrans     78 KB-cwnd
[2024-05-27 11:35:43.970927]     1.0000 MB /   0.50 sec =   16.7779 Mbps     0 retrans     92 KB-cwnd
[2024-05-27 11:35:44.326648]     1.0625 MB /   0.50 sec =   17.8259 Mbps     0 retrans     97 KB-cwnd
[2024-05-27 11:35:44.819882]     0.8125 MB /   0.50 sec =   13.6309 Mbps     4 retrans     71 KB-cwnd
[2024-05-27 11:35:45.313998]     0.6250 MB /   0.50 sec =   10.4864 Mbps     0 retrans     77 KB-cwnd
[2024-05-27 11:35:45.805842]     0.7500 MB /   0.50 sec =   12.5826 Mbps     0 retrans     83 KB-cwnd
[2024-05-27 11:35:46.254025]     0.7500 MB /   0.50 sec =   12.5829 Mbps     2 retrans    147 KB-cwnd
[2024-05-27 11:35:46.995409]     1.0625 MB /   0.50 sec =   17.8256 Mbps     5 retrans     93 KB-cwnd
[2024-05-27 11:35:47.434655]     0.7500 MB /   0.50 sec =   12.5831 Mbps     4 retrans     77 KB-cwnd
[2024-05-27 11:35:47.836091]     0.7500 MB /   0.50 sec =   12.5831 Mbps     0 retrans     83 KB-cwnd
[2024-05-27 11:35:48.270910]     0.8125 MB /   0.50 sec =   13.6313 Mbps     2 retrans     71 KB-cwnd
[2024-05-27 11:35:48.681835]     0.8125 MB /   0.50 sec =   13.6318 Mbps     0 retrans     77 KB-cwnd
[2024-05-27 11:35:49.299531]     0.9375 MB /   0.50 sec =   15.7280 Mbps     3 retrans     92 KB-cwnd
[2024-05-27 11:35:49.957428]     1.0625 MB /   0.50 sec =   17.8261 Mbps     0 retrans    101 KB-cwnd
[2024-05-27 11:35:50.277903]     1.0625 MB /   0.50 sec =   17.8262 Mbps     2 retrans     75 KB-cwnd
[2024-05-27 11:35:50.824799]     0.6875 MB /   0.50 sec =   11.5339 Mbps     1 retrans     64 KB-cwnd
[2024-05-27 11:35:51.332473]     0.6250 MB /   0.50 sec =   10.4857 Mbps     0 retrans     71 KB-cwnd
[2024-05-27 11:35:51.738647]     0.6875 MB /   0.50 sec =   11.5342 Mbps     2 retrans    121 KB-cwnd
[2024-05-27 11:35:52.388545]     1.0625 MB /   0.50 sec =   17.8265 Mbps     2 retrans    108 KB-cwnd
[2024-05-27 11:35:52.922099]     0.7500 MB /   0.50 sec =   12.5831 Mbps     2 retrans     90 KB-cwnd
[2024-05-27 11:35:53.402611]     0.6250 MB /   0.50 sec =   10.4857 Mbps     0 retrans     96 KB-cwnd
[2024-05-27 11:35:53.731032]     0.8125 MB /   0.50 sec =   13.6309 Mbps     1 retrans     78 KB-cwnd
[2024-05-27 11:35:54.433456]     0.8750 MB /   0.50 sec =   14.6806 Mbps     0 retrans     89 KB-cwnd
[2024-05-27 11:35:54.703781]     1.0625 MB /   0.50 sec =   17.8248 Mbps     1 retrans    119 KB-cwnd
[2024-05-27 11:35:55.328532]     1.1250 MB /   0.50 sec =   18.8755 Mbps     1 retrans    104 KB-cwnd
[2024-05-27 11:35:55.933133]     1.0625 MB /   0.50 sec =   17.8250 Mbps     1 retrans     93 KB-cwnd
[2024-05-27 11:35:56.222215]     1.0625 MB /   0.50 sec =   17.8268 Mbps     1 retrans     83 KB-cwnd
[2024-05-27 11:35:56.739947]     0.8125 MB /   0.50 sec =   13.6311 Mbps     0 retrans     88 KB-cwnd
[2024-05-27 11:35:57.287522]     0.5625 MB /   0.50 sec =    9.4372 Mbps     5 retrans     44 KB-cwnd
[2024-05-27 11:35:58.230788]     0.3750 MB /   0.50 sec =    6.2910 Mbps    10 retrans     27 KB-cwnd
[2024-05-27 11:35:58.231219]     0.3750 MB /   0.50 sec =    6.2922 Mbps     0 retrans     27 KB-cwnd
[2024-05-27 11:35:59.220185]     0.2500 MB /   0.50 sec =    4.1942 Mbps     0 retrans     38 KB-cwnd
[2024-05-27 11:35:59.220761]     0.3750 MB /   0.50 sec =    6.2915 Mbps     0 retrans     38 KB-cwnd
[2024-05-27 11:36:01.039743]     0.0625 MB /   0.50 sec =    1.0485 Mbps    31 retrans    170 KB-cwnd
[2024-05-27 11:36:01.039964]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    170 KB-cwnd
[2024-05-27 11:36:01.040000]     0.1250 MB /   0.50 sec =    2.0970 Mbps     0 retrans    170 KB-cwnd
[2024-05-27 11:36:02.363044]     0.6875 MB /   0.50 sec =   11.5350 Mbps    28 retrans    152 KB-cwnd
[2024-05-27 11:36:02.363573]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    152 KB-cwnd
[2024-05-27 11:36:02.363689]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    152 KB-cwnd
[2024-05-27 11:36:02.714536]     0.9375 MB /   0.50 sec =   15.7281 Mbps    11 retrans     96 KB-cwnd
[2024-05-27 11:36:03.699230]     0.8750 MB /   0.50 sec =   14.6803 Mbps     4 retrans     53 KB-cwnd
[2024-05-27 11:36:03.699520]     0.6250 MB /   0.50 sec =   10.4861 Mbps     0 retrans     53 KB-cwnd
[2024-05-27 11:36:04.270225]     0.5000 MB /   0.50 sec =    8.3885 Mbps     0 retrans     60 KB-cwnd
[2024-05-27 11:36:04.832372]     0.5625 MB /   0.50 sec =    9.4370 Mbps     1 retrans     59 KB-cwnd
[2024-05-27 11:36:05.342420]     0.6250 MB /   0.50 sec =   10.4859 Mbps     0 retrans     64 KB-cwnd
[2024-05-27 11:36:05.942527]     0.5625 MB /   0.50 sec =    9.4370 Mbps    12 retrans     59 KB-cwnd
[2024-05-27 11:36:06.511395]     0.5625 MB /   0.50 sec =    9.4372 Mbps     1 retrans     53 KB-cwnd
[2024-05-27 11:36:07.117631]     0.5625 MB /   0.50 sec =    9.4375 Mbps     0 retrans     60 KB-cwnd
[2024-05-27 11:36:07.664312]     0.5625 MB /   0.50 sec =    9.4372 Mbps     0 retrans     68 KB-cwnd
[2024-05-27 11:36:08.036502]     0.6250 MB /   0.50 sec =   10.4860 Mbps     6 retrans     82 KB-cwnd
[2024-05-27 11:36:08.478119]     0.8750 MB /   0.50 sec =   14.6793 Mbps     0 retrans     68 KB-cwnd
[2024-05-27 11:36:08.943993]     0.6875 MB /   0.50 sec =   11.5345 Mbps     0 retrans     74 KB-cwnd
[2024-05-27 11:36:09.344257]     0.8125 MB /   0.50 sec =   13.6317 Mbps     0 retrans    105 KB-cwnd
[2024-05-27 11:36:09.674177]     0.8125 MB /   0.50 sec =   13.6312 Mbps     2 retrans     81 KB-cwnd
[2024-05-27 11:36:10.510579]     1.0000 MB /   0.50 sec =   16.7775 Mbps     3 retrans     56 KB-cwnd
[2024-05-27 11:36:11.022519]     0.5625 MB /   0.50 sec =    9.4373 Mbps     0 retrans     64 KB-cwnd
[2024-05-27 11:36:11.481867]     0.5625 MB /   0.50 sec =    9.4370 Mbps     6 retrans    108 KB-cwnd
[2024-05-27 11:36:12.017664]     0.8750 MB /   0.50 sec =   14.6799 Mbps     1 retrans     92 KB-cwnd
[2024-05-27 11:36:12.558926]     0.5000 MB /   0.50 sec =    8.3887 Mbps     3 retrans     59 KB-cwnd
[2024-05-27 11:36:13.262377]     0.5625 MB /   0.50 sec =    9.4369 Mbps     0 retrans     67 KB-cwnd
[2024-05-27 11:36:13.262952]     0.4375 MB /   0.50 sec =    7.3404 Mbps     0 retrans     67 KB-cwnd
[2024-05-27 11:36:14.297574]     0.4375 MB /   0.50 sec =    7.3398 Mbps     4 retrans     41 KB-cwnd
[2024-05-27 11:36:14.297886]     0.3125 MB /   0.50 sec =    5.2430 Mbps     0 retrans     41 KB-cwnd
[2024-05-27 11:36:15.033328]     0.2500 MB /   0.50 sec =    4.1944 Mbps     3 retrans     85 KB-cwnd
[2024-05-27 11:36:15.521997]     0.6875 MB /   0.50 sec =   11.5340 Mbps     3 retrans     57 KB-cwnd
[2024-05-27 11:36:16.021202]     0.6250 MB /   0.50 sec =   10.4861 Mbps     0 retrans     66 KB-cwnd
[2024-05-27 11:36:16.479153]     0.6250 MB /   0.50 sec =   10.4856 Mbps     1 retrans     78 KB-cwnd
[2024-05-27 11:36:16.856625]     0.7500 MB /   0.50 sec =   12.5827 Mbps     0 retrans     85 KB-cwnd
[2024-05-27 11:36:17.304654]     0.8125 MB /   0.50 sec =   13.6315 Mbps     2 retrans     63 KB-cwnd
[2024-05-27 11:36:17.978354]     0.6250 MB /   0.50 sec =   10.4859 Mbps     1 retrans     67 KB-cwnd
[2024-05-27 11:36:18.726927]     0.4375 MB /   0.50 sec =    7.3402 Mbps     1 retrans     53 KB-cwnd
[2024-05-27 11:36:18.727342]     0.3750 MB /   0.50 sec =    6.2912 Mbps     0 retrans     53 KB-cwnd
[2024-05-27 11:36:19.507828]     0.4375 MB /   0.50 sec =    7.3401 Mbps     0 retrans     77 KB-cwnd
[2024-05-27 11:36:19.957226]     0.5000 MB /   0.50 sec =    8.3888 Mbps     5 retrans    129 KB-cwnd
[2024-05-27 11:36:20.450216]     0.7500 MB /   0.50 sec =   12.5825 Mbps     6 retrans     88 KB-cwnd
[2024-05-27 11:36:20.910877]     0.7500 MB /   0.50 sec =   12.5830 Mbps     2 retrans     57 KB-cwnd
[2024-05-27 11:36:21.919420]     0.5000 MB /   0.50 sec =    8.3887 Mbps    25 retrans     72 KB-cwnd
[2024-05-27 11:36:21.919914]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans     72 KB-cwnd
[2024-05-27 11:36:22.548753]     0.5000 MB /   0.50 sec =    8.3886 Mbps     6 retrans     63 KB-cwnd
[2024-05-27 11:36:23.278378]     0.5000 MB /   0.50 sec =    8.3886 Mbps     9 retrans     44 KB-cwnd
[2024-05-27 11:36:23.279009]     0.3750 MB /   0.50 sec =    6.2914 Mbps     0 retrans     44 KB-cwnd
[2024-05-27 11:36:24.186824]     0.4375 MB /   0.50 sec =    7.3399 Mbps     6 retrans     49 KB-cwnd
[2024-05-27 11:36:24.187356]     0.3125 MB /   0.50 sec =    5.2428 Mbps     0 retrans     49 KB-cwnd
[2024-05-27 11:36:25.374146]     0.3125 MB /   0.50 sec =    5.2429 Mbps     3 retrans     39 KB-cwnd
[2024-05-27 11:36:25.374636]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans     39 KB-cwnd
[2024-05-27 11:36:25.916314]     0.3750 MB /   0.50 sec =    6.2915 Mbps     6 retrans     74 KB-cwnd
[2024-05-27 11:36:26.801774]     0.7500 MB /   0.50 sec =   12.5836 Mbps     5 retrans     64 KB-cwnd
[2024-05-27 11:36:26.802136]     0.3125 MB /   0.50 sec =    5.2427 Mbps     0 retrans     64 KB-cwnd
[2024-05-27 11:36:27.313642]     0.4375 MB /   0.50 sec =    7.3401 Mbps     0 retrans     72 KB-cwnd
[2024-05-27 11:36:27.981120]     0.8750 MB /   0.50 sec =   14.6801 Mbps     4 retrans    114 KB-cwnd
[2024-05-27 11:36:28.243716]     1.0625 MB /   0.50 sec =   17.8260 Mbps     0 retrans    118 KB-cwnd
[2024-05-27 11:36:28.966421]     1.0000 MB /   0.50 sec =   16.7769 Mbps     1 retrans    105 KB-cwnd
