time,rtt_ms,operator
2024-06-22T21:21:06.357041-04:00,267,tmobile
2024-06-22T21:21:06.527168-04:00,230,tmobile
2024-06-22T21:21:06.716125-04:00,218,tmobile
2024-06-22T21:21:06.916626-04:00,218,tmobile
2024-06-22T21:21:07.113772-04:00,215,tmobile
2024-06-22T21:21:07.327958-04:00,228,tmobile
2024-06-22T21:21:07.529616-04:00,228,tmobile
2024-06-22T21:21:07.725818-04:00,223,tmobile
2024-06-22T21:21:07.914428-04:00,210,tmobile
2024-06-22T21:21:08.106505-04:00,202,tmobile
2024-06-22T21:21:08.316570-04:00,211,tmobile
2024-06-22T21:21:08.519795-04:00,212,tmobile
2024-06-22T21:21:08.713523-04:00,206,tmobile
2024-06-22T21:21:08.925457-04:00,216,tmobile
2024-06-22T21:21:09.113544-04:00,203,tmobile
2024-06-22T21:21:09.315439-04:00,204,tmobile
2024-06-22T21:21:09.524627-04:00,211,tmobile
2024-06-22T21:21:09.732858-04:00,219,tmobile
2024-06-22T21:21:09.909749-04:00,193,tmobile
2024-06-22T21:21:10.107673-04:00,192,tmobile
2024-06-22T21:21:10.307974-04:00,193,tmobile
2024-06-22T21:21:10.526994-04:00,212,tmobile
2024-06-22T21:21:10.725987-04:00,202,tmobile
2024-06-22T21:21:10.928416-04:00,204,tmobile
2024-06-22T21:21:11.126168-04:00,200,tmobile
2024-06-22T21:21:11.333724-04:00,206,tmobile
2024-06-22T21:21:11.538813-04:00,205,tmobile
2024-06-22T21:21:11.744608-04:00,204,tmobile
2024-06-22T21:21:11.950316-04:00,204,tmobile
2024-06-22T21:21:12.149970-04:00,197,tmobile
2024-06-22T21:21:12.348637-04:00,197,tmobile
2024-06-22T21:21:12.555738-04:00,204,tmobile
2024-06-22T21:21:12.751811-04:00,193,tmobile
2024-06-22T21:21:12.964698-04:00,208,tmobile
2024-06-22T21:21:13.168657-04:00,203,tmobile
2024-06-22T21:21:13.367525-04:00,203,tmobile
2024-06-22T21:21:13.560238-04:00,193,tmobile
2024-06-22T21:21:13.773883-04:00,207,tmobile
2024-06-22T21:21:13.975879-04:00,202,tmobile
2024-06-22T21:21:14.177772-04:00,200,tmobile
2024-06-22T21:21:14.382848-04:00,206,tmobile
2024-06-22T21:21:14.578966-04:00,201,tmobile
2024-06-22T21:21:14.796627-04:00,216,tmobile
2024-06-22T21:21:14.997269-04:00,207,tmobile
2024-06-22T21:21:15.188861-04:00,196,tmobile
2024-06-22T21:21:15.388778-04:00,198,tmobile
2024-06-22T21:21:15.598827-04:00,208,tmobile
2024-06-22T21:21:15.822801-04:00,221,tmobile
2024-06-22T21:21:16.006908-04:00,195,tmobile
2024-06-22T21:21:16.207151-04:00,197,tmobile
2024-06-22T21:21:16.397757-04:00,188,tmobile
2024-06-22T21:21:16.608317-04:00,197,tmobile
2024-06-22T21:21:16.814847-04:00,205,tmobile
2024-06-22T21:21:17.009614-04:00,192,tmobile
2024-06-22T21:21:17.209013-04:00,192,tmobile
2024-06-22T21:21:17.407790-04:00,192,tmobile
2024-06-22T21:21:17.607705-04:00,192,tmobile
2024-06-22T21:21:17.816194-04:00,200,tmobile
2024-06-22T21:21:18.023712-04:00,207,tmobile
2024-06-22T21:21:18.218059-04:00,200,tmobile
2024-06-22T21:21:18.422584-04:00,204,tmobile
2024-06-22T21:21:18.619888-04:00,195,tmobile
2024-06-22T21:21:18.819882-04:00,195,tmobile
2024-06-22T21:21:19.025593-04:00,202,tmobile
2024-06-22T21:21:19.219662-04:00,195,tmobile
2024-06-22T21:21:19.417625-04:00,194,tmobile
2024-06-22T21:21:19.622058-04:00,197,tmobile
2024-06-22T21:21:19.818957-04:00,194,tmobile
2024-06-22T21:21:20.030878-04:00,207,tmobile
2024-06-22T21:21:20.228171-04:00,203,tmobile
2024-06-22T21:21:20.417640-04:00,192,tmobile
2024-06-22T21:21:20.620399-04:00,193,tmobile
2024-06-22T21:21:20.818830-04:00,192,tmobile
2024-06-22T21:21:21.024042-04:00,197,tmobile
2024-06-22T21:21:21.217718-04:00,193,tmobile
2024-06-22T21:21:21.425668-04:00,201,tmobile
2024-06-22T21:21:21.618657-04:00,191,tmobile
2024-06-22T21:21:21.820537-04:00,192,tmobile
2024-06-22T21:21:22.031707-04:00,205,tmobile
2024-06-22T21:21:22.229240-04:00,197,tmobile
2024-06-22T21:21:22.428650-04:00,196,tmobile
2024-06-22T21:21:22.629491-04:00,197,tmobile
2024-06-22T21:21:22.829031-04:00,196,tmobile
2024-06-22T21:21:23.028025-04:00,195,tmobile
2024-06-22T21:21:23.228206-04:00,197,tmobile
2024-06-22T21:21:23.428560-04:00,197,tmobile
2024-06-22T21:21:23.629692-04:00,199,tmobile
2024-06-22T21:21:23.827760-04:00,197,tmobile
2024-06-22T21:21:24.028393-04:00,197,tmobile
2024-06-22T21:21:24.228657-04:00,198,tmobile
2024-06-22T21:21:24.434461-04:00,204,tmobile
2024-06-22T21:21:24.636675-04:00,201,tmobile
2024-06-22T21:21:24.843999-04:00,206,tmobile
2024-06-22T21:21:25.038115-04:00,192,tmobile
2024-06-22T21:21:25.240301-04:00,195,tmobile
2024-06-22T21:21:25.438682-04:00,194,tmobile
2024-06-22T21:21:25.640226-04:00,195,tmobile
2024-06-22T21:21:25.839311-04:00,193,tmobile
2024-06-22T21:21:26.040421-04:00,195,tmobile
2024-06-22T21:21:26.240259-04:00,195,tmobile
