Start time: 1716919535876
[2024-05-28 14:06:07.684935] Connecting to host 35.245.244.238, port 5201
[2024-05-28 14:06:07.686094] Reverse mode, remote host 35.245.244.238 is sending
[2024-05-28 14:06:07.686204] [  5] local 100.126.199.130 port 34880 connected to 35.245.244.238 port 5201
[2024-05-28 14:06:07.686294] [ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[2024-05-28 14:06:07.686390] [  5]   0.00-0.50   sec   238 KBytes  3.90 Mbits/sec  8.784 ms  719/893 (81%)  
[2024-05-28 14:06:07.686470] [  5]   0.50-1.00   sec   133 KBytes  2.17 Mbits/sec  3.170 ms  0/97 (0%)  
[2024-05-28 14:06:07.686548] [  5]   1.00-1.50   sec   111 KBytes  1.81 Mbits/sec  5.944 ms  0/81 (0%)  
[2024-05-28 14:06:07.686626] [  5]   1.50-2.00   sec  54.7 KBytes   896 Kbits/sec  10.584 ms  0/40 (0%)  
[2024-05-28 14:06:07.686702] [  5]   2.00-2.50   sec  58.8 KBytes   963 Kbits/sec  9.923 ms  0/43 (0%)  
[2024-05-28 14:06:07.686783] [  5]   2.50-3.00   sec  68.4 KBytes  1.12 Mbits/sec  7.624 ms  0/50 (0%)  
[2024-05-28 14:06:07.686858] [  5]   3.00-3.50   sec  83.4 KBytes  1.37 Mbits/sec  6.332 ms  0/61 (0%)  
[2024-05-28 14:06:07.686932] [  5]   3.50-4.00   sec   148 KBytes  2.42 Mbits/sec  5.531 ms  0/108 (0%)  
[2024-05-28 14:06:07.687011] [  5]   4.00-4.50   sec   154 KBytes  2.53 Mbits/sec  4.776 ms  0/113 (0%)  
[2024-05-28 14:06:07.687085] [  5]   4.50-5.00   sec   193 KBytes  3.16 Mbits/sec  3.856 ms  0/141 (0%)  
[2024-05-28 14:06:07.687164] [  5]   5.00-5.50   sec   129 KBytes  2.11 Mbits/sec  4.669 ms  0/94 (0%)  
[2024-05-28 14:06:07.687240] [  5]   5.50-6.00   sec   206 KBytes  3.38 Mbits/sec  3.604 ms  0/151 (0%)  
[2024-05-28 14:06:07.687316] [  5]   6.00-6.50   sec   101 KBytes  1.66 Mbits/sec  8.132 ms  0/74 (0%)  
[2024-05-28 14:06:07.687391] [  5]   6.50-7.00   sec  94.3 KBytes  1.55 Mbits/sec  7.062 ms  0/69 (0%)  
[2024-05-28 14:06:07.687467] [  5]   7.00-7.50   sec   157 KBytes  2.58 Mbits/sec  2.792 ms  0/115 (0%)  
[2024-05-28 14:06:07.687541] [  5]   7.50-8.00   sec   160 KBytes  2.62 Mbits/sec  5.107 ms  0/117 (0%)  
[2024-05-28 14:06:07.687616] [  5]   8.00-8.50   sec   122 KBytes  1.99 Mbits/sec  6.142 ms  0/89 (0%)  
[2024-05-28 14:06:07.687691] [  5]   8.50-9.00   sec   112 KBytes  1.84 Mbits/sec  4.696 ms  0/82 (0%)  
[2024-05-28 14:06:07.687765] [  5]   9.00-9.50   sec  68.4 KBytes  1.12 Mbits/sec  5.765 ms  0/50 (0%)  
[2024-05-28 14:06:07.687840] [  5]   9.50-10.00  sec  80.7 KBytes  1.32 Mbits/sec  9.707 ms  0/59 (0%)  
[2024-05-28 14:06:07.687916] [  5]  10.00-10.50  sec  10.9 KBytes   179 Kbits/sec  28.576 ms  0/8 (0%)  
[2024-05-28 14:06:07.687990] [  5]  10.50-11.00  sec  36.9 KBytes   603 Kbits/sec  20.660 ms  0/27 (0%)  
[2024-05-28 14:06:07.688068] [  5]  11.00-11.50  sec  47.9 KBytes   786 Kbits/sec  14.551 ms  0/35 (0%)  
[2024-05-28 14:06:07.688142] [  5]  11.50-12.00  sec  41.0 KBytes   672 Kbits/sec  13.190 ms  0/30 (0%)  
[2024-05-28 14:06:07.688217] [  5]  12.00-12.50  sec  54.7 KBytes   896 Kbits/sec  8.430 ms  0/40 (0%)  
[2024-05-28 14:06:07.688293] [  5]  12.50-13.00  sec  61.5 KBytes  1.01 Mbits/sec  7.694 ms  0/45 (0%)  
[2024-05-28 14:06:07.688366] [  5]  13.00-13.50  sec  71.1 KBytes  1.17 Mbits/sec  13.581 ms  0/52 (0%)  
[2024-05-28 14:06:07.688440] [  5]  13.50-14.00  sec  56.1 KBytes   918 Kbits/sec  11.110 ms  0/41 (0%)  
[2024-05-28 14:06:07.688515] [  5]  14.00-14.50  sec  67.0 KBytes  1.10 Mbits/sec  8.780 ms  0/49 (0%)  
[2024-05-28 14:06:07.688587] [  5]  14.50-15.00  sec  76.6 KBytes  1.25 Mbits/sec  5.612 ms  0/56 (0%)  
[2024-05-28 14:06:07.688662] [  5]  15.00-15.50  sec   113 KBytes  1.86 Mbits/sec  4.961 ms  0/83 (0%)  
[2024-05-28 14:06:07.688737] [  5]  15.50-16.00  sec   127 KBytes  2.08 Mbits/sec  4.286 ms  0/93 (0%)  
[2024-05-28 14:06:07.688811] [  5]  16.00-16.50  sec   113 KBytes  1.86 Mbits/sec  6.232 ms  0/83 (0%)  
[2024-05-28 14:06:07.688883] [  5]  16.50-17.00  sec   167 KBytes  2.73 Mbits/sec  3.086 ms  0/122 (0%)  
[2024-05-28 14:06:07.688956] [  5]  17.00-17.50  sec   202 KBytes  3.32 Mbits/sec  3.377 ms  0/148 (0%)  
[2024-05-28 14:06:07.689029] [  5]  17.50-18.00  sec   146 KBytes  2.39 Mbits/sec  4.590 ms  0/107 (0%)  
[2024-05-28 14:06:07.689142] [  5]  18.00-18.50  sec  58.8 KBytes   964 Kbits/sec  11.157 ms  0/43 (0%)  
[2024-05-28 14:06:07.689221] [  5]  18.50-19.00  sec   216 KBytes  3.53 Mbits/sec  2.040 ms  0/158 (0%)  
[2024-05-28 14:06:07.689294] [  5]  19.00-19.50  sec   145 KBytes  2.38 Mbits/sec  12.433 ms  0/106 (0%)  
[2024-05-28 14:06:07.689368] [  5]  19.50-20.00  sec  57.4 KBytes   941 Kbits/sec  11.358 ms  0/42 (0%)  
[2024-05-28 14:06:07.689443] [  5]  20.00-20.50  sec  42.4 KBytes   694 Kbits/sec  17.399 ms  0/31 (0%)  
[2024-05-28 14:06:07.689516] [  5]  20.50-21.00  sec  21.9 KBytes   358 Kbits/sec  31.854 ms  0/16 (0%)  
[2024-05-28 14:06:07.689588] [  5]  21.00-21.50  sec  43.8 KBytes   717 Kbits/sec  17.102 ms  0/32 (0%)  
[2024-05-28 14:06:07.689801] [  5]  21.50-22.00  sec  38.3 KBytes   627 Kbits/sec  20.540 ms  0/28 (0%)  
[2024-05-28 14:06:07.689890] [  5]  22.00-22.50  sec  27.3 KBytes   448 Kbits/sec  20.210 ms  0/20 (0%)  
[2024-05-28 14:06:07.689949] [  5]  22.50-23.00  sec  21.9 KBytes   358 Kbits/sec  20.340 ms  0/16 (0%)  
[2024-05-28 14:06:07.689988] [  5]  23.00-23.50  sec  21.9 KBytes   359 Kbits/sec  30.797 ms  0/16 (0%)  
[2024-05-28 14:06:07.690026] [  5]  23.50-24.00  sec  8.20 KBytes   134 Kbits/sec  30.586 ms  0/6 (0%)  
[2024-05-28 14:06:07.690064] [  5]  24.00-24.50  sec  6.84 KBytes   112 Kbits/sec  59.919 ms  0/5 (0%)  
[2024-05-28 14:06:07.690103] [  5]  24.50-25.00  sec  1.37 KBytes  22.3 Kbits/sec  82.601 ms  0/1 (0%)  
[2024-05-28 14:06:34.186617] [  5]  25.00-25.50  sec  4.10 KBytes  67.4 Kbits/sec  104.603 ms  6/9 (67%)  
[2024-05-28 14:06:34.187154] [  5]  25.50-26.00  sec  2.73 KBytes  44.7 Kbits/sec  110.386 ms  0/2 (0%)  
[2024-05-28 14:06:34.187270] [  5]  26.00-26.50  sec  1.37 KBytes  22.5 Kbits/sec  142.108 ms  0/1 (0%)  
[2024-05-28 14:06:34.187359] [  5]  26.50-27.00  sec  0.00 Bytes  0.00 bits/sec  142.108 ms  0/0 (0%)  
[2024-05-28 14:06:34.187441] [  5]  27.00-27.50  sec  1.37 KBytes  22.4 Kbits/sec  179.734 ms  0/1 (0%)  
[2024-05-28 14:06:34.187522] [  5]  27.50-28.00  sec  2.73 KBytes  44.8 Kbits/sec  186.674 ms  0/2 (0%)  
[2024-05-28 14:06:34.187605] [  5]  28.00-28.50  sec  4.10 KBytes  67.2 Kbits/sec  189.123 ms  0/3 (0%)  
[2024-05-28 14:06:34.187687] [  5]  28.50-29.00  sec  1.37 KBytes  22.4 Kbits/sec  210.293 ms  0/1 (0%)  
[2024-05-28 14:06:34.187768] [  5]  29.00-29.50  sec  6.84 KBytes   112 Kbits/sec  181.680 ms  0/5 (0%)  
[2024-05-28 14:06:34.187852] [  5]  29.50-30.00  sec  10.9 KBytes   179 Kbits/sec  139.613 ms  22/30 (73%)  
[2024-05-28 14:06:34.187934] [  5]  30.00-30.50  sec  58.8 KBytes   965 Kbits/sec  16.402 ms  0/43 (0%)  
[2024-05-28 14:06:34.188017] [  5]  30.50-31.00  sec   458 KBytes  7.50 Mbits/sec  2.983 ms  0/335 (0%)  
[2024-05-28 14:06:34.188098] [  5]  31.00-31.50  sec   388 KBytes  6.36 Mbits/sec  1.512 ms  0/284 (0%)  
[2024-05-28 14:06:34.188181] [  5]  31.50-32.00  sec   237 KBytes  3.88 Mbits/sec  2.325 ms  0/173 (0%)  
[2024-05-28 14:06:34.188262] [  5]  32.00-32.50  sec   253 KBytes  4.14 Mbits/sec  4.472 ms  0/185 (0%)  
[2024-05-28 14:06:34.188346] [  5]  32.50-33.00  sec   427 KBytes  6.99 Mbits/sec  1.430 ms  0/312 (0%)  
[2024-05-28 14:06:34.188427] [  5]  33.00-33.50  sec   268 KBytes  4.39 Mbits/sec  2.510 ms  0/196 (0%)  
[2024-05-28 14:06:34.188507] [  5]  33.50-34.00  sec  62.9 KBytes  1.03 Mbits/sec  11.795 ms  0/46 (0%)  
[2024-05-28 14:06:34.188588] [  5]  34.00-34.50  sec  62.9 KBytes  1.03 Mbits/sec  9.071 ms  0/46 (0%)  
[2024-05-28 14:06:34.188670] [  5]  34.50-35.00  sec  45.1 KBytes   739 Kbits/sec  15.038 ms  0/33 (0%)  
[2024-05-28 14:06:34.188751] [  5]  35.00-35.50  sec  31.4 KBytes   515 Kbits/sec  15.839 ms  0/23 (0%)  
[2024-05-28 14:06:34.188836] [  5]  35.50-36.00  sec  38.3 KBytes   627 Kbits/sec  17.277 ms  0/28 (0%)  
[2024-05-28 14:06:34.188919] [  5]  36.00-36.50  sec  8.20 KBytes   134 Kbits/sec  39.706 ms  0/6 (0%)  
[2024-05-28 14:06:34.189001] [  5]  36.50-37.00  sec  49.2 KBytes   806 Kbits/sec  14.240 ms  0/36 (0%)  
[2024-05-28 14:06:34.189135] [  5]  37.00-37.50  sec  56.1 KBytes   918 Kbits/sec  15.356 ms  0/41 (0%)  
[2024-05-28 14:06:34.189221] [  5]  37.50-38.00  sec  36.9 KBytes   603 Kbits/sec  16.966 ms  0/27 (0%)  
[2024-05-28 14:06:34.189303] [  5]  38.00-38.50  sec  45.1 KBytes   741 Kbits/sec  13.753 ms  0/33 (0%)  
[2024-05-28 14:06:34.189383] [  5]  38.50-39.00  sec  9.57 KBytes   157 Kbits/sec  18.444 ms  0/7 (0%)  
[2024-05-28 14:06:34.189465] [  5]  39.00-39.50  sec  2.73 KBytes  44.8 Kbits/sec  45.378 ms  0/2 (0%)  
[2024-05-28 14:06:34.189550] [  5]  39.50-40.00  sec  26.0 KBytes   426 Kbits/sec  37.743 ms  0/19 (0%)  
[2024-05-28 14:06:34.189737] [  5]  40.00-40.50  sec  45.1 KBytes   739 Kbits/sec  13.932 ms  0/33 (0%)  
[2024-05-28 14:06:34.189829] [  5]  40.50-41.00  sec  20.5 KBytes   336 Kbits/sec  28.750 ms  0/15 (0%)  
[2024-05-28 14:06:34.189911] [  5]  41.00-41.50  sec  2.73 KBytes  44.8 Kbits/sec  51.226 ms  0/2 (0%)  
[2024-05-28 14:06:34.189991] [  5]  41.50-42.00  sec  4.10 KBytes  67.3 Kbits/sec  76.154 ms  0/3 (0%)  
[2024-05-28 14:06:34.190072] [  5]  42.00-42.50  sec  4.10 KBytes  67.1 Kbits/sec  70.750 ms  0/3 (0%)  
[2024-05-28 14:06:34.190153] [  5]  42.50-43.00  sec  1.37 KBytes  22.4 Kbits/sec  107.169 ms  0/1 (0%)  
[2024-05-28 14:06:34.190234] [  5]  43.00-43.50  sec  24.6 KBytes   403 Kbits/sec  60.004 ms  10/28 (36%)  
[2024-05-28 14:06:34.190313] [  5]  43.50-44.00  sec  0.00 Bytes  0.00 bits/sec  60.004 ms  0/0 (0%)  
[2024-05-28 14:06:34.190396] [  5]  44.00-44.50  sec  80.7 KBytes  1.32 Mbits/sec  5.934 ms  0/59 (0%)  
[2024-05-28 14:06:34.190473] [  5]  44.50-45.00  sec  1.94 MBytes  32.6 Mbits/sec  0.061 ms  1042/2498 (42%)  
[2024-05-28 14:06:34.190550] [  5]  45.00-45.50  sec  1001 KBytes  16.4 Mbits/sec  2.363 ms  735/1467 (50%)  
[2024-05-28 14:06:34.190632] [  5]  45.50-46.00  sec   294 KBytes  4.81 Mbits/sec  0.101 ms  207/422 (49%)  
[2024-05-28 14:06:34.190710] [  5]  46.00-46.50  sec  0.00 Bytes  0.00 bits/sec  0.101 ms  0/0 (0%)  
[2024-05-28 14:06:34.190788] [  5]  46.50-47.00  sec  17.8 KBytes   291 Kbits/sec  28.995 ms  21/34 (62%)  
[2024-05-28 14:06:34.190865] [  5]  47.00-47.50  sec  0.00 Bytes  0.00 bits/sec  28.995 ms  0/0 (0%)  
[2024-05-28 14:06:34.190942] [  5]  47.50-48.00  sec  0.00 Bytes  0.00 bits/sec  28.995 ms  0/0 (0%)  
[2024-05-28 14:06:34.191021] [  5]  48.00-48.50  sec  0.00 Bytes  0.00 bits/sec  28.995 ms  0/0 (0%)  
[2024-05-28 14:06:34.191096] [  5]  48.50-49.00  sec  0.00 Bytes  0.00 bits/sec  28.995 ms  0/0 (0%)  
[2024-05-28 14:06:34.191173] [  5]  49.00-49.50  sec  43.8 KBytes   719 Kbits/sec  33.228 ms  31/63 (49%)  
[2024-05-28 14:06:34.191254] [  5]  49.50-50.00  sec  72.5 KBytes  1.19 Mbits/sec  8.477 ms  49/102 (48%)  
[2024-05-28 14:06:34.191334] [  5]  50.00-50.50  sec  73.8 KBytes  1.21 Mbits/sec  9.056 ms  47/101 (47%)  
[2024-05-28 14:06:34.191409] [  5]  50.50-51.00  sec   435 KBytes  7.12 Mbits/sec  0.888 ms  316/634 (50%)  
[2024-05-28 14:06:34.191486] [  5]  51.00-51.50  sec   241 KBytes  3.94 Mbits/sec  1.406 ms  172/348 (49%)  
[2024-05-28 14:07:01.185339] [  5]  51.50-52.00  sec  0.00 Bytes  0.00 bits/sec  1.406 ms  0/0 (0%)  
[2024-05-28 14:07:01.185868] [  5]  52.00-52.50  sec  0.00 Bytes  0.00 bits/sec  1.406 ms  0/0 (0%)  
[2024-05-28 14:07:01.185987] [  5]  52.50-53.00  sec  0.00 Bytes  0.00 bits/sec  1.406 ms  0/0 (0%)  
[2024-05-28 14:07:01.186075] [  5]  53.00-53.50  sec  0.00 Bytes  0.00 bits/sec  1.406 ms  0/0 (0%)  
[2024-05-28 14:07:01.186155] [  5]  53.50-54.00  sec  0.00 Bytes  0.00 bits/sec  1.406 ms  0/0 (0%)  
[2024-05-28 14:07:01.186234] [  5]  54.00-54.50  sec  0.00 Bytes  0.00 bits/sec  1.406 ms  0/0 (0%)  
[2024-05-28 14:07:01.186314] [  5]  54.50-55.00  sec  0.00 Bytes  0.00 bits/sec  1.406 ms  0/0 (0%)  
[2024-05-28 14:07:01.186389] [  5]  55.00-55.50  sec  0.00 Bytes  0.00 bits/sec  1.406 ms  0/0 (0%)  
