Start time: 1717000001153
[2024-05-29 12:26:42.529112] nuttcp-t: v8.1.4: socket
[2024-05-29 12:26:42.529864] nuttcp-t: buflen=65536, nstream=1, port=5002 tcp -> 35.245.244.238
[2024-05-29 12:26:42.529942] nuttcp-t: time limit = 120.00 seconds
[2024-05-29 12:26:42.530002] nuttcp-t: connect to 35.245.244.238 with mss=1378, RTT=81.253 ms af=inet
[2024-05-29 12:26:42.530059] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-05-29 12:26:42.530161] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-05-29 12:26:42.530222] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-29 12:26:42.530277] nuttcp-r: v8.1.4: socket
[2024-05-29 12:26:42.530332] nuttcp-r: buflen=65536, nstream=1, port=5002 tcp
[2024-05-29 12:26:42.530386] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-29 12:26:42.530443] nuttcp-r: accept from 107.122.244.178 with af=inet
[2024-05-29 12:26:42.530497] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-29 12:26:42.530562] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-29 12:26:42.530630]     0.1875 MB /   0.50 sec =    3.1453 Mbps     0 retrans    436 KB-cwnd
[2024-05-29 12:26:42.841101]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans    613 KB-cwnd
[2024-05-29 12:26:43.172046]     0.3125 MB /   0.50 sec =    5.2430 Mbps     0 retrans    862 KB-cwnd
[2024-05-29 12:26:43.841232]     0.3750 MB /   0.50 sec =    6.2913 Mbps     0 retrans   1181 KB-cwnd
[2024-05-29 12:27:03.028274]     0.3125 MB /   0.50 sec =    5.2428 Mbps   666 retrans    192 KB-cwnd
[2024-05-29 12:27:03.028744]     0.2500 MB /   0.50 sec =    4.1946 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.028915]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.029037]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.029147]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.029254]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.029359]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.029465]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.029569]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.029673]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.029774]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.029881]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.029984]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.030358]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.030477]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.030587]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.030690]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.030793]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.030895]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.030998]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.031100]     0.3125 MB /   0.50 sec =    5.2429 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.031204]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.031307]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.031416]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.031519]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.031620]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.031778]     0.2500 MB /   0.50 sec =    4.1944 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.031887]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.031992]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.032096]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.032199]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.032299]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.032403]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.032507]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.032611]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.032711]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.032814]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:03.032920]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    192 KB-cwnd
[2024-05-29 12:27:13.792614]     0.5625 MB /   0.50 sec =    9.4374 Mbps   403 retrans    364 KB-cwnd
[2024-05-29 12:27:13.793110]     0.3125 MB /   0.50 sec =    5.2430 Mbps     0 retrans    364 KB-cwnd
[2024-05-29 12:27:13.793278]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans    364 KB-cwnd
