Start time: 1716825755166
[2024-05-27 12:02:36.129778] nuttcp-t: v8.1.4: socket
[2024-05-27 12:02:36.130551] nuttcp-t: buflen=65536, nstream=1, port=5003 tcp -> 35.245.244.238
[2024-05-27 12:02:36.130617] nuttcp-t: time limit = 120.00 seconds
[2024-05-27 12:02:36.130659] nuttcp-t: connect to 35.245.244.238 with mss=1408, RTT=51.522 ms af=inet
[2024-05-27 12:02:36.130696] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-05-27 12:02:36.130841] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-05-27 12:02:36.130885] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-27 12:02:36.130924] nuttcp-r: v8.1.4: socket
[2024-05-27 12:02:36.130959] nuttcp-r: buflen=65536, nstream=1, port=5003 tcp
[2024-05-27 12:02:36.130993] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-27 12:02:36.131027] nuttcp-r: accept from 98.97.21.66 with af=inet
[2024-05-27 12:02:36.131059] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-27 12:02:36.131092] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-27 12:02:36.131128]     1.0625 MB /   0.50 sec =   17.8240 Mbps    14 retrans    328 KB-cwnd
[2024-05-27 12:02:36.672794]     2.3125 MB /   0.50 sec =   38.7972 Mbps    16 retrans    110 KB-cwnd
[2024-05-27 12:02:37.372283]     1.0625 MB /   0.50 sec =   17.8256 Mbps     7 retrans     77 KB-cwnd
[2024-05-27 12:02:38.144392]     0.6875 MB /   0.50 sec =   11.5343 Mbps     0 retrans     85 KB-cwnd
[2024-05-27 12:02:38.144902]     0.6875 MB /   0.50 sec =   11.5345 Mbps     0 retrans     85 KB-cwnd
[2024-05-27 12:02:39.017340]     0.6875 MB /   0.50 sec =   11.5344 Mbps     1 retrans    107 KB-cwnd
[2024-05-27 12:02:39.017682]     0.6875 MB /   0.50 sec =   11.5341 Mbps     0 retrans    107 KB-cwnd
[2024-05-27 12:02:39.882991]     0.5625 MB /   0.50 sec =    9.4373 Mbps     4 retrans     96 KB-cwnd
[2024-05-27 12:02:40.491217]     0.6875 MB /   0.50 sec =   11.5342 Mbps     0 retrans    104 KB-cwnd
[2024-05-27 12:02:41.000865]     0.8750 MB /   0.50 sec =   14.6804 Mbps     2 retrans    110 KB-cwnd
[2024-05-27 12:02:41.001572]     1.0000 MB /   0.50 sec =   16.7771 Mbps     0 retrans    110 KB-cwnd
[2024-05-27 12:02:41.914021]     0.8125 MB /   0.50 sec =   13.6314 Mbps     1 retrans     96 KB-cwnd
[2024-05-27 12:02:42.670878]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans    121 KB-cwnd
[2024-05-27 12:02:42.671257]     0.6875 MB /   0.50 sec =   11.5342 Mbps     0 retrans    121 KB-cwnd
[2024-05-27 12:02:43.296487]     0.7500 MB /   0.50 sec =   12.5831 Mbps     3 retrans    103 KB-cwnd
[2024-05-27 12:02:44.065068]     0.8125 MB /   0.50 sec =   13.6318 Mbps     1 retrans    104 KB-cwnd
[2024-05-27 12:02:44.065525]     0.7500 MB /   0.50 sec =   12.5823 Mbps     0 retrans    104 KB-cwnd
[2024-05-27 12:02:44.944740]     0.5625 MB /   0.50 sec =    9.4371 Mbps     0 retrans    110 KB-cwnd
[2024-05-27 12:02:45.903785]     0.5625 MB /   0.50 sec =    9.4373 Mbps     3 retrans     77 KB-cwnd
[2024-05-27 12:02:45.904161]     0.5000 MB /   0.50 sec =    8.3889 Mbps     0 retrans     77 KB-cwnd
[2024-05-27 12:02:46.899176]     0.5625 MB /   0.50 sec =    9.4370 Mbps     0 retrans     85 KB-cwnd
[2024-05-27 12:02:46.899581]     0.5000 MB /   0.50 sec =    8.3881 Mbps     0 retrans     85 KB-cwnd
[2024-05-27 12:02:47.802552]     0.6250 MB /   0.50 sec =   10.4866 Mbps     6 retrans    215 KB-cwnd
[2024-05-27 12:02:47.803114]     0.5625 MB /   0.50 sec =    9.4371 Mbps     0 retrans    215 KB-cwnd
[2024-05-27 12:02:48.440562]     1.1250 MB /   0.50 sec =   18.8739 Mbps     4 retrans    125 KB-cwnd
[2024-05-27 12:02:49.184398]     0.8125 MB /   0.50 sec =   13.6324 Mbps     0 retrans    134 KB-cwnd
[2024-05-27 12:02:49.184937]     0.6875 MB /   0.50 sec =   11.5338 Mbps     0 retrans    134 KB-cwnd
[2024-05-27 12:02:50.189189]     0.6250 MB /   0.50 sec =   10.4857 Mbps    38 retrans     90 KB-cwnd
[2024-05-27 12:02:50.189488]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans     90 KB-cwnd
[2024-05-27 12:02:51.034506]     0.5625 MB /   0.50 sec =    9.4369 Mbps     0 retrans     99 KB-cwnd
[2024-05-27 12:02:51.035276]     0.6875 MB /   0.50 sec =   11.5349 Mbps     0 retrans     99 KB-cwnd
[2024-05-27 12:02:51.857583]     0.6875 MB /   0.50 sec =   11.5335 Mbps     1 retrans     94 KB-cwnd
[2024-05-27 12:02:52.616490]     0.5625 MB /   0.50 sec =    9.4376 Mbps     0 retrans    101 KB-cwnd
[2024-05-27 12:02:52.616963]     0.7500 MB /   0.50 sec =   12.5829 Mbps     0 retrans    101 KB-cwnd
[2024-05-27 12:02:53.723078]     0.6875 MB /   0.50 sec =   11.5343 Mbps     2 retrans    148 KB-cwnd
[2024-05-27 12:02:53.723593]     0.4375 MB /   0.50 sec =    7.3403 Mbps     0 retrans    148 KB-cwnd
[2024-05-27 12:02:54.462112]     0.6875 MB /   0.50 sec =   11.5350 Mbps     2 retrans    130 KB-cwnd
[2024-05-27 12:02:55.393960]     0.8125 MB /   0.50 sec =   13.6317 Mbps     2 retrans    111 KB-cwnd
[2024-05-27 12:02:55.394236]     0.5000 MB /   0.50 sec =    8.3876 Mbps     0 retrans    111 KB-cwnd
[2024-05-27 12:02:56.328932]     0.5625 MB /   0.50 sec =    9.4377 Mbps     2 retrans     94 KB-cwnd
[2024-05-27 12:02:56.329503]     0.6250 MB /   0.50 sec =   10.4852 Mbps     0 retrans     94 KB-cwnd
[2024-05-27 12:02:57.124885]     0.5625 MB /   0.50 sec =    9.4376 Mbps     0 retrans    104 KB-cwnd
[2024-05-27 12:02:57.125496]     0.5625 MB /   0.50 sec =    9.4371 Mbps     0 retrans    104 KB-cwnd
[2024-05-27 12:02:57.725825]     0.8750 MB /   0.50 sec =   14.6798 Mbps     1 retrans     99 KB-cwnd
[2024-05-27 12:02:58.343385]     0.9375 MB /   0.50 sec =   15.7294 Mbps     1 retrans     82 KB-cwnd
[2024-05-27 12:02:59.073627]     0.6875 MB /   0.50 sec =   11.5340 Mbps     0 retrans     90 KB-cwnd
[2024-05-27 12:02:59.073979]     0.7500 MB /   0.50 sec =   12.5826 Mbps     0 retrans     90 KB-cwnd
[2024-05-27 12:02:59.922009]     0.6875 MB /   0.50 sec =   11.5348 Mbps     0 retrans    122 KB-cwnd
[2024-05-27 12:03:00.604093]     0.6875 MB /   0.50 sec =   11.5342 Mbps     4 retrans    121 KB-cwnd
[2024-05-27 12:03:00.604599]     0.8125 MB /   0.50 sec =   13.6312 Mbps     0 retrans    121 KB-cwnd
[2024-05-27 12:03:01.351535]     0.6875 MB /   0.50 sec =   11.5346 Mbps     4 retrans     81 KB-cwnd
[2024-05-27 12:03:02.361477]     0.6875 MB /   0.50 sec =   11.5343 Mbps     1 retrans     68 KB-cwnd
[2024-05-27 12:03:02.362009]     0.5000 MB /   0.50 sec =    8.3879 Mbps     0 retrans     68 KB-cwnd
[2024-05-27 12:03:03.194020]     0.5625 MB /   0.50 sec =    9.4381 Mbps     0 retrans     77 KB-cwnd
[2024-05-27 12:03:03.194439]     0.6250 MB /   0.50 sec =   10.4853 Mbps     0 retrans     77 KB-cwnd
[2024-05-27 12:03:03.908689]     0.6250 MB /   0.50 sec =   10.4863 Mbps     0 retrans    136 KB-cwnd
[2024-05-27 12:03:04.339604]     0.7500 MB /   0.50 sec =   12.5828 Mbps     4 retrans     97 KB-cwnd
[2024-05-27 12:03:04.974574]     1.2500 MB /   0.50 sec =   20.9712 Mbps     1 retrans     81 KB-cwnd
[2024-05-27 12:03:05.920497]     0.7500 MB /   0.50 sec =   12.5830 Mbps     0 retrans     88 KB-cwnd
[2024-05-27 12:03:05.920973]     0.6250 MB /   0.50 sec =   10.4859 Mbps     0 retrans     88 KB-cwnd
[2024-05-27 12:03:06.867782]     0.5625 MB /   0.50 sec =    9.4371 Mbps     4 retrans    123 KB-cwnd
[2024-05-27 12:03:06.868305]     0.6250 MB /   0.50 sec =   10.4855 Mbps     0 retrans    123 KB-cwnd
[2024-05-27 12:03:07.661809]     0.6875 MB /   0.50 sec =   11.5346 Mbps     3 retrans     82 KB-cwnd
[2024-05-27 12:03:07.662059]     0.5625 MB /   0.50 sec =    9.4370 Mbps     0 retrans     82 KB-cwnd
[2024-05-27 12:03:08.515265]     0.5625 MB /   0.50 sec =    9.4374 Mbps     0 retrans     89 KB-cwnd
[2024-05-27 12:03:08.515786]     0.6875 MB /   0.50 sec =   11.5347 Mbps     0 retrans     89 KB-cwnd
[2024-05-27 12:03:09.180614]     0.8125 MB /   0.50 sec =   13.6310 Mbps     1 retrans     86 KB-cwnd
[2024-05-27 12:03:09.790476]     0.8750 MB /   0.50 sec =   14.6803 Mbps     1 retrans     83 KB-cwnd
[2024-05-27 12:03:10.436015]     0.8125 MB /   0.50 sec =   13.6318 Mbps     0 retrans     90 KB-cwnd
[2024-05-27 12:03:11.091296]     0.8750 MB /   0.50 sec =   14.6797 Mbps     1 retrans     83 KB-cwnd
[2024-05-27 12:03:11.091847]     0.8125 MB /   0.50 sec =   13.6313 Mbps     0 retrans     83 KB-cwnd
[2024-05-27 12:03:12.218940]     0.1875 MB /   0.50 sec =    3.1457 Mbps     2 retrans     74 KB-cwnd
[2024-05-27 12:03:12.219551]     0.6875 MB /   0.50 sec =   11.5345 Mbps     0 retrans     74 KB-cwnd
[2024-05-27 12:03:12.900154]     0.7500 MB /   0.50 sec =   12.5828 Mbps     0 retrans    122 KB-cwnd
[2024-05-27 12:03:13.380127]     0.8750 MB /   0.50 sec =   14.6810 Mbps     3 retrans    108 KB-cwnd
[2024-05-27 12:03:13.895104]     1.1250 MB /   0.50 sec =   18.8730 Mbps     1 retrans     96 KB-cwnd
[2024-05-27 12:03:14.496574]     1.0625 MB /   0.50 sec =   17.8253 Mbps     1 retrans     92 KB-cwnd
[2024-05-27 12:03:14.497144]     0.8750 MB /   0.50 sec =   14.6811 Mbps     0 retrans     92 KB-cwnd
[2024-05-27 12:03:15.087856]     0.8750 MB /   0.50 sec =   14.6797 Mbps     0 retrans    107 KB-cwnd
[2024-05-27 12:03:15.499696]     1.1875 MB /   0.50 sec =   19.9231 Mbps     4 retrans    103 KB-cwnd
[2024-05-27 12:03:16.007927]     1.0000 MB /   0.50 sec =   16.7772 Mbps     0 retrans    112 KB-cwnd
[2024-05-27 12:03:16.509150]     1.0625 MB /   0.50 sec =   17.8255 Mbps     1 retrans    130 KB-cwnd
[2024-05-27 12:03:17.691655]     1.1875 MB /   0.50 sec =   19.9221 Mbps     3 retrans    100 KB-cwnd
[2024-05-27 12:03:17.692162]     0.7500 MB /   0.50 sec =   12.5838 Mbps     0 retrans    100 KB-cwnd
[2024-05-27 12:03:18.337333]     0.8125 MB /   0.50 sec =   13.6314 Mbps     2 retrans    203 KB-cwnd
[2024-05-27 12:03:18.783193]     1.1250 MB /   0.50 sec =   18.8740 Mbps     3 retrans    118 KB-cwnd
[2024-05-27 12:03:19.326470]     1.1250 MB /   0.50 sec =   18.8745 Mbps     0 retrans    125 KB-cwnd
[2024-05-27 12:03:19.924933]     0.8750 MB /   0.50 sec =   14.6798 Mbps     1 retrans    121 KB-cwnd
[2024-05-27 12:03:20.563045]     1.0000 MB /   0.50 sec =   16.7775 Mbps     1 retrans    105 KB-cwnd
[2024-05-27 12:03:20.563363]     0.7500 MB /   0.50 sec =   12.5829 Mbps     0 retrans    105 KB-cwnd
[2024-05-27 12:03:21.108487]     1.0000 MB /   0.50 sec =   16.7775 Mbps     1 retrans     94 KB-cwnd
[2024-05-27 12:03:21.676677]     1.0625 MB /   0.50 sec =   17.8251 Mbps     0 retrans    111 KB-cwnd
[2024-05-27 12:03:22.187513]     1.0625 MB /   0.50 sec =   17.8266 Mbps     1 retrans    107 KB-cwnd
[2024-05-27 12:03:22.790536]     0.9375 MB /   0.50 sec =   15.7285 Mbps     1 retrans     93 KB-cwnd
[2024-05-27 12:03:23.371780]     0.9375 MB /   0.50 sec =   15.7293 Mbps     0 retrans    103 KB-cwnd
[2024-05-27 12:03:23.914690]     0.7500 MB /   0.50 sec =   12.5821 Mbps     3 retrans    134 KB-cwnd
[2024-05-27 12:03:24.460423]     1.0000 MB /   0.50 sec =   16.7777 Mbps     1 retrans    116 KB-cwnd
[2024-05-27 12:03:24.968890]     1.0000 MB /   0.50 sec =   16.7766 Mbps     0 retrans    123 KB-cwnd
[2024-05-27 12:03:25.516133]     1.0000 MB /   0.50 sec =   16.7778 Mbps     3 retrans    108 KB-cwnd
[2024-05-27 12:03:25.516738]     1.0000 MB /   0.50 sec =   16.7777 Mbps     0 retrans    108 KB-cwnd
[2024-05-27 12:03:26.110170]     0.8750 MB /   0.50 sec =   14.6797 Mbps     0 retrans    116 KB-cwnd
[2024-05-27 12:03:26.616815]     1.0625 MB /   0.50 sec =   17.8263 Mbps     1 retrans    112 KB-cwnd
[2024-05-27 12:03:27.187014]     0.9375 MB /   0.50 sec =   15.7286 Mbps     1 retrans    100 KB-cwnd
[2024-05-27 12:03:27.779372]     0.9375 MB /   0.50 sec =   15.7292 Mbps     1 retrans     92 KB-cwnd
[2024-05-27 12:03:28.351733]     0.8750 MB /   0.50 sec =   14.6789 Mbps     3 retrans     90 KB-cwnd
[2024-05-27 12:03:29.011560]     0.8750 MB /   0.50 sec =   14.6801 Mbps     1 retrans     81 KB-cwnd
[2024-05-27 12:03:29.012059]     0.8125 MB /   0.50 sec =   13.6312 Mbps     0 retrans     81 KB-cwnd
[2024-05-27 12:03:29.709845]     0.7500 MB /   0.50 sec =   12.5835 Mbps     4 retrans    125 KB-cwnd
[2024-05-27 12:03:30.397736]     0.8750 MB /   0.50 sec =   14.6797 Mbps     3 retrans     90 KB-cwnd
[2024-05-27 12:03:31.092995]     0.7500 MB /   0.50 sec =   12.5834 Mbps     0 retrans    103 KB-cwnd
[2024-05-27 12:03:31.093235]     0.8125 MB /   0.50 sec =   13.6323 Mbps     0 retrans    103 KB-cwnd
[2024-05-27 12:03:31.791666]     0.7500 MB /   0.50 sec =   12.5824 Mbps     2 retrans     90 KB-cwnd
[2024-05-27 12:03:32.484473]     0.7500 MB /   0.50 sec =   12.5832 Mbps     0 retrans    105 KB-cwnd
[2024-05-27 12:03:33.017850]     0.8125 MB /   0.50 sec =   13.6301 Mbps     2 retrans     89 KB-cwnd
[2024-05-27 12:03:33.018312]     0.9375 MB /   0.50 sec =   15.7292 Mbps     0 retrans     89 KB-cwnd
[2024-05-27 12:03:33.594073]     0.9375 MB /   0.50 sec =   15.7287 Mbps     0 retrans     99 KB-cwnd
[2024-05-27 12:03:34.078900]     1.0625 MB /   0.50 sec =   17.8266 Mbps     2 retrans    101 KB-cwnd
[2024-05-27 12:03:34.619051]     1.0000 MB /   0.50 sec =   16.7762 Mbps     1 retrans     88 KB-cwnd
[2024-05-27 12:03:35.224703]     0.9375 MB /   0.50 sec =   15.7289 Mbps     0 retrans     97 KB-cwnd
[2024-05-27 12:03:35.974701]     0.6875 MB /   0.50 sec =   11.5341 Mbps     1 retrans     94 KB-cwnd
