time,throughput_mbps,pkt_drop,pkt_total,loss
2024-05-28T15:09:16.130319,177,7071,14973,47
2024-05-28T15:09:16.130348,187,13412,21763,62
2024-05-28T15:09:16.130376,201,13556,22547,60
2024-05-28T15:09:16.130463,185,12612,20859,60
2024-05-28T15:09:16.130491,194,13619,22261,61
2024-05-28T15:09:16.130518,198,14736,23567,63
2024-05-28T15:09:16.130545,171,13877,21523,64
2024-05-28T15:09:16.130573,153,15918,22732,70
2024-05-28T15:09:16.130601,173,13839,21543,64
2024-05-28T15:09:16.130629,200,14212,23138,61
2024-05-28T15:09:16.130659,177,14673,22567,65
2024-05-28T15:09:16.130686,158,14879,21929,68
2024-05-28T15:09:16.130714,171,15158,22790,67
2024-05-28T15:09:16.130741,169,13063,20594,63
2024-05-28T15:09:16.130768,192,14424,23005,63
2024-05-28T15:09:16.130795,166,15842,23251,68
2024-05-28T15:09:16.130823,171,14783,22418,66
2024-05-28T15:09:16.130850,174,14040,21812,64
2024-05-28T15:09:16.130876,162,15350,22563,68
2024-05-28T15:09:16.130903,170,15005,22603,66
2024-05-28T15:09:16.130961,173,14893,22608,66
2024-05-28T15:09:16.130988,171,14341,21963,65
2024-05-28T15:09:16.131015,177,14793,22709,65
2024-05-28T15:09:16.131042,172,14400,22084,65
2024-05-28T15:09:16.131069,171,14704,22326,66
2024-05-28T15:09:16.131099,167,14784,22256,66
2024-05-28T15:09:16.131129,166,14916,22308,67
2024-05-28T15:09:16.131157,167,14887,22357,67
2024-05-28T15:09:16.131185,164,15134,22463,67
2024-05-28T15:09:16.131212,101,17187,21705,79
2024-05-28T15:09:16.131240,92.2,18882,22997,82
2024-05-28T15:09:16.131268,41.1,7175,9012,80
2024-05-28T15:09:16.131295,57.9,32749,35333,93
2024-05-28T15:09:16.131386,22.1,5015,6001,84
2024-05-28T15:09:16.131424,35.1,2416,3985,61
2024-05-28T15:09:16.131453,15.1,1018,1691,60
2024-05-28T15:09:16.131480,13.0,795,1375,58
2024-05-28T15:09:16.131507,23.3,28489,29530,96
2024-05-28T15:09:16.131536,17.9,9479,10276,92
2024-05-28T15:09:16.131563,9.27,6187,6601,94
2024-05-28T15:09:16.131589,5.04,2954,3179,93
2024-05-28T15:09:16.131615,6.00,46013,46281,99
2024-05-28T15:09:16.131643,3.05,17239,17375,99
2024-05-28T15:09:16.131710,1.64,2074,2147,97
2024-05-28T15:09:16.131737,18.9,85781,86626,99
2024-05-28T15:09:40.629641,35.8,18111,19710,92
2024-05-28T15:09:40.629990,47.0,7680,9779,79
2024-05-28T15:09:40.630116,49.2,70233,72432,97
2024-05-28T15:09:40.630225,61.3,26419,29155,91
2024-05-28T15:09:40.630328,103,34067,38665,88
2024-05-28T15:09:40.630430,96.5,15897,20206,79
2024-05-28T15:09:40.630526,114,19949,25042,80
2024-05-28T15:09:40.630625,94.9,16435,20672,80
2024-05-28T15:09:40.630721,111,19476,24411,80
2024-05-28T15:09:40.630816,91.8,13831,17927,77
2024-05-28T15:09:40.630909,110,21458,26375,81
2024-05-28T15:09:40.631004,118,18266,23550,78
2024-05-28T15:09:40.631098,126,17205,22840,75
2024-05-28T15:09:40.631194,117,15876,21099,75
2024-05-28T15:09:40.631290,116,16964,22157,77
2024-05-28T15:09:40.631530,104,15926,20569,77
2024-05-28T15:09:40.631638,109,17482,22344,78
2024-05-28T15:09:40.631737,122,19422,24849,78
2024-05-28T15:09:40.631834,107,16302,21094,77
2024-05-28T15:09:40.631930,112,16947,21939,77
2024-05-28T15:09:40.632025,105,18556,23247,80
2024-05-28T15:09:40.632121,116,16678,21863,76
2024-05-28T15:09:40.632214,110,17343,22263,78
2024-05-28T15:09:40.632313,101,15966,20478,78
2024-05-28T15:09:40.632409,107,18829,23614,80
2024-05-28T15:09:40.632538,118,18483,23737,78
2024-05-28T15:09:40.632636,105,15591,20274,77
2024-05-28T15:09:40.632732,88.2,15150,19087,79
2024-05-28T15:09:40.632826,59.0,10374,13008,80
2024-05-28T15:09:40.632920,92.8,27931,32075,87
2024-05-28T15:09:40.633015,101,20516,25007,82
2024-05-28T15:09:40.633109,96.8,18897,23217,81
2024-05-28T15:09:40.633205,118,17492,22753,77
2024-05-28T15:09:40.633301,117,17927,23141,77
2024-05-28T15:09:40.633394,118,18021,23276,77
2024-05-28T15:09:40.633489,98.2,13853,18238,76
2024-05-28T15:09:40.633585,92.8,17374,21517,81
2024-05-28T15:09:40.633680,94.6,17663,21885,81
2024-05-28T15:09:40.633775,111,21354,26312,81
2024-05-28T15:09:40.633874,111,17188,22148,78
2024-05-28T15:09:40.633970,115,16933,22082,77
2024-05-28T15:09:40.634065,105,17404,22094,79
2024-05-28T15:09:40.634164,85.4,14194,18006,79
2024-05-28T15:09:40.634260,52.5,9678,12022,81
2024-05-28T15:09:40.634354,42.3,10342,12232,85
2024-05-28T15:09:40.634448,61.6,25636,28384,90
2024-05-28T15:09:40.634543,87.2,31756,35650,89
2024-05-28T15:09:40.634637,102,22945,27492,83
2024-05-28T15:09:40.634731,67.2,9944,12942,77
2024-05-28T15:10:05.129579,69.3,16657,19753,84
2024-05-28T15:10:05.130004,49.1,13600,15793,86
2024-05-28T15:10:05.130131,50.9,18454,20725,89
2024-05-28T15:10:05.130238,35.9,12977,14581,89
2024-05-28T15:10:05.130338,6.74,2755,3056,90
2024-05-28T15:10:05.130436,3.85,2084,2256,92
2024-05-28T15:10:05.130536,106,85852,90591,95
2024-05-28T15:10:05.130634,123,16467,21972,75
2024-05-28T15:10:05.130729,114,17064,22170,77
2024-05-28T15:10:05.130824,115,17125,22274,77
2024-05-28T15:10:05.130918,104,15416,20038,77
2024-05-28T15:10:05.131014,101,17904,22410,80
2024-05-28T15:10:05.131142,97.5,18037,22388,81
2024-05-28T15:10:05.131246,80.8,13981,17590,79
2024-05-28T15:10:05.131342,43.0,11238,13158,85
2024-05-28T15:10:05.131498,28.2,3544,4804,74
2024-05-28T15:10:05.131597,29.5,11604,12922,90
2024-05-28T15:10:05.131694,25.5,9629,10768,89
2024-05-28T15:10:05.131793,37.8,26990,28677,94
2024-05-28T15:10:05.131887,41.9,30904,32774,94
2024-05-28T15:10:05.131982,63.7,39315,42157,93
2024-05-28T15:10:05.132076,74.9,27427,30771,89
2024-05-28T15:10:05.132172,19.6,4210,5087,83
2024-05-28T15:10:05.132265,54.7,9329,11770,79
2024-05-28T15:10:05.132359,62.7,39405,42202,93
2024-05-28T15:10:05.132454,81.8,29577,33227,89
2024-05-28T15:10:05.132548,69.4,14999,18095,83
2024-05-28T15:10:05.132642,74.7,20671,24007,86
2024-05-28T15:10:05.132735,59.6,15293,17952,85
2024-05-28T15:10:05.132829,48.2,12737,14887,86
2024-05-28T15:10:05.132924,37.5,12932,14605,89
2024-05-28T15:10:05.133023,41.8,17167,19031,90
2024-05-28T15:10:05.133117,40.2,20960,22753,92
2024-05-28T15:10:05.133211,81.0,40870,44486,92
2024-05-28T15:10:05.133303,73.5,19734,23014,86
2024-05-28T15:10:05.133396,57.8,12100,14682,82
2024-05-28T15:10:05.133490,85.6,28590,32413,88
2024-05-28T15:10:05.133583,74.9,16425,19767,83
2024-05-28T15:10:05.133675,75.9,17500,20890,84
2024-05-28T15:10:05.133769,78.8,22480,25998,86
2024-05-28T15:10:05.133864,45.2,10715,12734,84
2024-05-28T15:10:05.133961,41.9,8089,9958,81
2024-05-28T15:10:05.134056,28.7,11231,12514,90
2024-05-28T15:10:05.134150,34.8,15680,17234,91
2024-05-28T15:10:05.134245,65.5,41503,44426,93
2024-05-28T15:10:05.134341,65.6,29665,32592,91
2024-05-28T15:10:05.134436,72.8,18266,21517,85
2024-05-28T15:10:05.134529,63.6,18995,21832,87
2024-05-28T15:10:05.134636,54.3,14920,17345,86
2024-05-28T15:10:29.629581,64.9,22195,25091,88
2024-05-28T15:10:29.630033,68.2,20536,23581,87
2024-05-28T15:10:29.630171,82.8,24171,27867,87
2024-05-28T15:10:29.630282,69.5,15875,18977,84
2024-05-28T15:10:29.630386,92.7,25432,29569,86
2024-05-28T15:10:29.630490,78.9,16481,20004,82
2024-05-28T15:10:29.630588,71.7,15935,19138,83
2024-05-28T15:10:29.630687,77.3,19316,22765,85
