Start time: 1716845736162
[2024-05-27 17:35:37.083383] nuttcp-t: v8.1.4: socket
[2024-05-27 17:35:37.083948] nuttcp-t: buflen=65536, nstream=1, port=5003 tcp -> 35.245.244.238
[2024-05-27 17:35:37.084017] nuttcp-t: time limit = 120.00 seconds
[2024-05-27 17:35:37.084063] nuttcp-t: connect to 35.245.244.238 with mss=1408, RTT=41.841 ms af=inet
[2024-05-27 17:35:37.084105] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-05-27 17:35:37.084142] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-05-27 17:35:37.084173] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-27 17:35:37.084210] nuttcp-r: v8.1.4: socket
[2024-05-27 17:35:37.084236] nuttcp-r: buflen=65536, nstream=1, port=5003 tcp
[2024-05-27 17:35:37.084263] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-27 17:35:37.084290] nuttcp-r: accept from 98.97.16.43 with af=inet
[2024-05-27 17:35:37.084316] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-27 17:35:37.084344] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-27 17:35:37.084372]     1.8750 MB /   0.50 sec =   31.4533 Mbps     6 retrans    200 KB-cwnd
[2024-05-27 17:35:37.983774]     1.6875 MB /   0.50 sec =   28.3106 Mbps     6 retrans     93 KB-cwnd
[2024-05-27 17:35:37.984361]     0.7500 MB /   0.50 sec =   12.5832 Mbps     0 retrans     93 KB-cwnd
[2024-05-27 17:35:38.508028]     0.9375 MB /   0.50 sec =   15.7286 Mbps     0 retrans     99 KB-cwnd
[2024-05-27 17:35:39.024222]     0.8125 MB /   0.50 sec =   13.6322 Mbps     0 retrans    104 KB-cwnd
[2024-05-27 17:35:39.806483]     1.2500 MB /   0.50 sec =   20.9705 Mbps     4 retrans    110 KB-cwnd
[2024-05-27 17:35:40.240486]     1.0625 MB /   0.50 sec =   17.8250 Mbps     0 retrans    114 KB-cwnd
[2024-05-27 17:35:40.679739]     1.1250 MB /   0.50 sec =   18.8751 Mbps     1 retrans     93 KB-cwnd
[2024-05-27 17:35:41.095999]     1.0625 MB /   0.50 sec =   17.8262 Mbps     0 retrans    112 KB-cwnd
[2024-05-27 17:35:41.531165]     1.1250 MB /   0.50 sec =   18.8742 Mbps     0 retrans    116 KB-cwnd
[2024-05-27 17:35:42.071812]     0.9375 MB /   0.50 sec =   15.7290 Mbps     2 retrans     97 KB-cwnd
[2024-05-27 17:35:42.590924]     0.8750 MB /   0.50 sec =   14.6794 Mbps     1 retrans     88 KB-cwnd
[2024-05-27 17:35:43.172405]     0.8125 MB /   0.50 sec =   13.6318 Mbps     1 retrans     74 KB-cwnd
[2024-05-27 17:35:43.788987]     0.7500 MB /   0.50 sec =   12.5828 Mbps     0 retrans     79 KB-cwnd
[2024-05-27 17:35:44.378743]     0.7500 MB /   0.50 sec =   12.5829 Mbps     0 retrans     86 KB-cwnd
[2024-05-27 17:35:44.891722]     0.8125 MB /   0.50 sec =   13.6317 Mbps     1 retrans    100 KB-cwnd
[2024-05-27 17:35:45.460801]     1.0000 MB /   0.50 sec =   16.7768 Mbps     1 retrans     85 KB-cwnd
[2024-05-27 17:35:46.051837]     0.7500 MB /   0.50 sec =   12.5831 Mbps     0 retrans     90 KB-cwnd
[2024-05-27 17:35:46.052309]     0.8125 MB /   0.50 sec =   13.6312 Mbps     0 retrans     90 KB-cwnd
[2024-05-27 17:35:46.633036]     0.7500 MB /   0.50 sec =   12.5828 Mbps     2 retrans     85 KB-cwnd
[2024-05-27 17:35:47.184188]     0.8750 MB /   0.50 sec =   14.6809 Mbps     0 retrans     92 KB-cwnd
[2024-05-27 17:35:47.706931]     0.8750 MB /   0.50 sec =   14.6796 Mbps     0 retrans    100 KB-cwnd
[2024-05-27 17:35:48.164702]     0.9375 MB /   0.50 sec =   15.7279 Mbps     3 retrans     78 KB-cwnd
[2024-05-27 17:35:48.805866]     0.8750 MB /   0.50 sec =   14.6808 Mbps     1 retrans     67 KB-cwnd
[2024-05-27 17:35:49.502891]     0.6250 MB /   0.50 sec =   10.4859 Mbps     0 retrans     74 KB-cwnd
[2024-05-27 17:35:49.503134]     0.6250 MB /   0.50 sec =   10.4857 Mbps     0 retrans     74 KB-cwnd
[2024-05-27 17:35:50.109351]     0.7500 MB /   0.50 sec =   12.5829 Mbps     2 retrans     93 KB-cwnd
[2024-05-27 17:35:50.611010]     0.9375 MB /   0.50 sec =   15.7284 Mbps     0 retrans     89 KB-cwnd
