Start time: 1716838079660
[2024-05-27 15:28:00.460977] nuttcp-t: v8.1.4: socket
[2024-05-27 15:28:00.462246] nuttcp-t: buflen=65536, nstream=1, port=5003 tcp -> 35.245.244.238
[2024-05-27 15:28:00.462371] nuttcp-t: time limit = 120.00 seconds
[2024-05-27 15:28:00.462462] nuttcp-t: connect to 35.245.244.238 with mss=1408, RTT=38.693 ms af=inet
[2024-05-27 15:28:00.462549] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-05-27 15:28:00.462638] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-05-27 15:28:00.462718] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-27 15:28:00.462798] nuttcp-r: v8.1.4: socket
[2024-05-27 15:28:00.462881] nuttcp-r: buflen=65536, nstream=1, port=5003 tcp
[2024-05-27 15:28:00.462959] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-27 15:28:00.463037] nuttcp-r: accept from 98.97.21.1 with af=inet
[2024-05-27 15:28:00.463117] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-27 15:28:00.463198] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-27 15:28:00.463283]     0.7500 MB /   0.50 sec =   12.5810 Mbps    16 retrans    228 KB-cwnd
[2024-05-27 15:28:01.092222]     1.2500 MB /   0.50 sec =   20.9702 Mbps    19 retrans     90 KB-cwnd
[2024-05-27 15:28:01.752021]     0.6875 MB /   0.50 sec =   11.5326 Mbps     2 retrans     61 KB-cwnd
[2024-05-27 15:28:02.459297]     0.5000 MB /   0.50 sec =    8.3905 Mbps     1 retrans     63 KB-cwnd
[2024-05-27 15:28:02.459602]     0.5000 MB /   0.50 sec =    8.3879 Mbps     0 retrans     63 KB-cwnd
[2024-05-27 15:28:03.250788]     0.5000 MB /   0.50 sec =    8.3894 Mbps     2 retrans     50 KB-cwnd
[2024-05-27 15:28:04.117505]     0.5000 MB /   0.50 sec =    8.3889 Mbps     4 retrans     37 KB-cwnd
[2024-05-27 15:28:04.118024]     0.4375 MB /   0.50 sec =    7.3385 Mbps     0 retrans     37 KB-cwnd
[2024-05-27 15:28:05.320373]     0.3125 MB /   0.50 sec =    5.2439 Mbps     4 retrans     30 KB-cwnd
[2024-05-27 15:28:05.320795]     0.3125 MB /   0.50 sec =    5.2427 Mbps     0 retrans     30 KB-cwnd
[2024-05-27 15:28:06.778358]     0.2500 MB /   0.50 sec =    4.1935 Mbps     3 retrans     45 KB-cwnd
[2024-05-27 15:28:06.778860]     0.2500 MB /   0.50 sec =    4.1952 Mbps     0 retrans     46 KB-cwnd
[2024-05-27 15:28:06.779009]     0.2500 MB /   0.50 sec =    4.1942 Mbps     0 retrans     46 KB-cwnd
[2024-05-27 15:28:07.474713]     0.3750 MB /   0.50 sec =    6.2911 Mbps     2 retrans     53 KB-cwnd
[2024-05-27 15:28:07.475272]     0.5000 MB /   0.50 sec =    8.3885 Mbps     0 retrans     53 KB-cwnd
[2024-05-27 15:28:08.251095]     0.5000 MB /   0.50 sec =    8.3890 Mbps     2 retrans     52 KB-cwnd
[2024-05-27 15:28:09.123994]     0.5000 MB /   0.50 sec =    8.3879 Mbps     9 retrans     37 KB-cwnd
[2024-05-27 15:28:09.124538]     0.3750 MB /   0.50 sec =    6.2923 Mbps     0 retrans     37 KB-cwnd
[2024-05-27 15:28:10.230272]     0.3750 MB /   0.50 sec =    6.2915 Mbps     4 retrans     39 KB-cwnd
[2024-05-27 15:28:10.230757]     0.3125 MB /   0.50 sec =    5.2430 Mbps     0 retrans     39 KB-cwnd
[2024-05-27 15:28:11.367144]     0.3125 MB /   0.50 sec =    5.2427 Mbps     1 retrans     39 KB-cwnd
[2024-05-27 15:28:11.368470]     0.3125 MB /   0.50 sec =    5.2429 Mbps     0 retrans     39 KB-cwnd
[2024-05-27 15:28:12.154896]     0.3750 MB /   0.50 sec =    6.2915 Mbps     1 retrans    132 KB-cwnd
[2024-05-27 15:28:12.155367]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans    132 KB-cwnd
[2024-05-27 15:28:12.703074]     1.2500 MB /   0.50 sec =   20.9724 Mbps     6 retrans    101 KB-cwnd
[2024-05-27 15:28:13.058879]     1.1250 MB /   0.50 sec =   18.8741 Mbps     0 retrans    107 KB-cwnd
[2024-05-27 15:28:13.669994]     1.1875 MB /   0.50 sec =   19.9225 Mbps     2 retrans     92 KB-cwnd
[2024-05-27 15:28:14.012315]     1.1250 MB /   0.50 sec =   18.8730 Mbps     0 retrans     96 KB-cwnd
[2024-05-27 15:28:14.672890]     1.1250 MB /   0.50 sec =   18.8757 Mbps     1 retrans     89 KB-cwnd
[2024-05-27 15:28:15.095376]     1.0625 MB /   0.50 sec =   17.8230 Mbps     2 retrans     83 KB-cwnd
[2024-05-27 15:28:15.490876]     0.8750 MB /   0.50 sec =   14.6825 Mbps     2 retrans     74 KB-cwnd
[2024-05-27 15:28:16.268390]     0.9375 MB /   0.50 sec =   15.7285 Mbps     0 retrans     92 KB-cwnd
[2024-05-27 15:28:16.619324]     1.0625 MB /   0.50 sec =   17.8271 Mbps     1 retrans    108 KB-cwnd
[2024-05-27 15:28:17.178076]     1.2500 MB /   0.50 sec =   20.9706 Mbps     1 retrans     99 KB-cwnd
[2024-05-27 15:28:17.492770]     1.2500 MB /   0.50 sec =   20.9713 Mbps     0 retrans    104 KB-cwnd
[2024-05-27 15:28:18.199017]     1.0000 MB /   0.50 sec =   16.7771 Mbps     1 retrans    104 KB-cwnd
[2024-05-27 15:28:18.553405]     1.1250 MB /   0.50 sec =   18.8725 Mbps     1 retrans     88 KB-cwnd
[2024-05-27 15:28:19.259945]     1.0625 MB /   0.50 sec =   17.8259 Mbps     0 retrans    105 KB-cwnd
[2024-05-27 15:28:19.524673]     1.1875 MB /   0.50 sec =   19.9247 Mbps     4 retrans    129 KB-cwnd
[2024-05-27 15:28:20.103045]     1.3125 MB /   0.50 sec =   22.0159 Mbps     1 retrans    115 KB-cwnd
[2024-05-27 15:28:20.706918]     1.2500 MB /   0.50 sec =   20.9719 Mbps     2 retrans    111 KB-cwnd
[2024-05-27 15:28:21.034999]     1.1875 MB /   0.50 sec =   19.9231 Mbps     1 retrans     93 KB-cwnd
[2024-05-27 15:28:21.736151]     0.9375 MB /   0.50 sec =   15.7291 Mbps     1 retrans     92 KB-cwnd
[2024-05-27 15:28:22.078739]     1.1250 MB /   0.50 sec =   18.8769 Mbps     0 retrans     97 KB-cwnd
[2024-05-27 15:28:22.767260]     1.1250 MB /   0.50 sec =   18.8749 Mbps     2 retrans     96 KB-cwnd
[2024-05-27 15:28:23.118408]     1.0625 MB /   0.50 sec =   17.8235 Mbps     0 retrans    101 KB-cwnd
[2024-05-27 15:28:23.687267]     1.1250 MB /   0.50 sec =   18.8766 Mbps     2 retrans    111 KB-cwnd
[2024-05-27 15:28:23.998848]     1.3750 MB /   0.50 sec =   23.0683 Mbps     1 retrans     93 KB-cwnd
[2024-05-27 15:28:24.771267]     0.8750 MB /   0.50 sec =   14.6784 Mbps     1 retrans     93 KB-cwnd
[2024-05-27 15:28:25.140324]     1.0625 MB /   0.50 sec =   17.8249 Mbps     0 retrans     99 KB-cwnd
[2024-05-27 15:28:25.525785]     1.0000 MB /   0.50 sec =   16.7784 Mbps     0 retrans    104 KB-cwnd
[2024-05-27 15:28:26.284105]     0.8750 MB /   0.50 sec =   14.6811 Mbps     2 retrans     82 KB-cwnd
[2024-05-27 15:28:26.743072]     1.0000 MB /   0.50 sec =   16.7760 Mbps     0 retrans     89 KB-cwnd
[2024-05-27 15:28:27.080136]     0.8750 MB /   0.50 sec =   14.6825 Mbps     0 retrans     93 KB-cwnd
[2024-05-27 15:28:27.467875]     1.0625 MB /   0.50 sec =   17.8255 Mbps     1 retrans    107 KB-cwnd
[2024-05-27 15:28:28.264711]     0.9375 MB /   0.50 sec =   15.7283 Mbps     3 retrans     74 KB-cwnd
[2024-05-27 15:28:28.783567]     0.8750 MB /   0.50 sec =   14.6787 Mbps     2 retrans     66 KB-cwnd
[2024-05-27 15:28:29.209382]     0.7500 MB /   0.50 sec =   12.5837 Mbps     1 retrans    100 KB-cwnd
[2024-05-27 15:28:29.517716]     1.0625 MB /   0.50 sec =   17.8225 Mbps     1 retrans     93 KB-cwnd
[2024-05-27 15:28:30.271089]     1.0000 MB /   0.50 sec =   16.7807 Mbps     2 retrans     81 KB-cwnd
[2024-05-27 15:28:30.691466]     0.9375 MB /   0.50 sec =   15.7271 Mbps     0 retrans     86 KB-cwnd
[2024-05-27 15:28:31.053774]     0.9375 MB /   0.50 sec =   15.7279 Mbps     2 retrans     79 KB-cwnd
[2024-05-27 15:28:31.478199]     0.8750 MB /   0.50 sec =   14.6824 Mbps     0 retrans     86 KB-cwnd
[2024-05-27 15:28:32.226231]     1.0000 MB /   0.50 sec =   16.7767 Mbps     1 retrans    121 KB-cwnd
[2024-05-27 15:28:32.450837]     1.3125 MB /   0.50 sec =   22.0177 Mbps     1 retrans    118 KB-cwnd
[2024-05-27 15:28:33.089795]     1.1875 MB /   0.50 sec =   19.9226 Mbps     1 retrans    105 KB-cwnd
[2024-05-27 15:28:33.752634]     1.2500 MB /   0.50 sec =   20.9743 Mbps     4 retrans     85 KB-cwnd
[2024-05-27 15:28:34.123108]     0.8750 MB /   0.50 sec =   14.6768 Mbps     0 retrans     92 KB-cwnd
[2024-05-27 15:28:34.479342]     1.0625 MB /   0.50 sec =   17.8295 Mbps     2 retrans    134 KB-cwnd
[2024-05-27 15:28:35.088061]     1.2500 MB /   0.50 sec =   20.9718 Mbps     2 retrans    105 KB-cwnd
[2024-05-27 15:28:35.742016]     1.1250 MB /   0.50 sec =   18.8746 Mbps     1 retrans     99 KB-cwnd
[2024-05-27 15:28:36.083935]     1.1875 MB /   0.50 sec =   19.9235 Mbps     0 retrans    104 KB-cwnd
[2024-05-27 15:28:36.807431]     1.0625 MB /   0.50 sec =   17.8234 Mbps     3 retrans     89 KB-cwnd
[2024-05-27 15:28:37.150495]     0.9375 MB /   0.50 sec =   15.7285 Mbps     0 retrans     96 KB-cwnd
[2024-05-27 15:28:37.517335]     1.0625 MB /   0.50 sec =   17.8286 Mbps     2 retrans    116 KB-cwnd
[2024-05-27 15:28:38.169717]     1.1250 MB /   0.50 sec =   18.8744 Mbps     2 retrans     85 KB-cwnd
[2024-05-27 15:28:38.552303]     1.0000 MB /   0.50 sec =   16.7769 Mbps     0 retrans     92 KB-cwnd
[2024-05-27 15:28:39.324827]     1.1250 MB /   0.50 sec =   18.8711 Mbps     3 retrans     88 KB-cwnd
[2024-05-27 15:28:39.750989]     0.8125 MB /   0.50 sec =   13.6337 Mbps     1 retrans     83 KB-cwnd
[2024-05-27 15:28:40.139326]     0.8750 MB /   0.50 sec =   14.6794 Mbps     0 retrans     90 KB-cwnd
[2024-05-27 15:28:40.566379]     0.8750 MB /   0.50 sec =   14.6763 Mbps     0 retrans     97 KB-cwnd
[2024-05-27 15:28:41.291997]     1.0625 MB /   0.50 sec =   17.8291 Mbps     2 retrans    101 KB-cwnd
[2024-05-27 15:28:41.677546]     1.0000 MB /   0.50 sec =   16.7765 Mbps     0 retrans    107 KB-cwnd
[2024-05-27 15:28:42.216294]     0.7500 MB /   0.50 sec =   12.5835 Mbps    13 retrans     37 KB-cwnd
[2024-05-27 15:28:43.194336]     0.5000 MB /   0.50 sec =    8.3892 Mbps     1 retrans     42 KB-cwnd
[2024-05-27 15:28:43.194632]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans     42 KB-cwnd
[2024-05-27 15:28:44.196611]     0.3750 MB /   0.50 sec =    6.2918 Mbps    10 retrans     45 KB-cwnd
[2024-05-27 15:28:44.197111]     0.3750 MB /   0.50 sec =    6.2913 Mbps     0 retrans     45 KB-cwnd
[2024-05-27 15:28:44.826576]     0.3750 MB /   0.50 sec =    6.2899 Mbps     4 retrans     93 KB-cwnd
[2024-05-27 15:28:45.282519]     0.7500 MB /   0.50 sec =   12.5852 Mbps     1 retrans     79 KB-cwnd
[2024-05-27 15:28:45.798675]     0.8750 MB /   0.50 sec =   14.6799 Mbps     2 retrans     70 KB-cwnd
[2024-05-27 15:28:46.328808]     0.6875 MB /   0.50 sec =   11.5335 Mbps     1 retrans     67 KB-cwnd
[2024-05-27 15:28:46.963627]     0.6250 MB /   0.50 sec =   10.4867 Mbps     1 retrans     60 KB-cwnd
[2024-05-27 15:28:46.964166]     0.5625 MB /   0.50 sec =    9.4372 Mbps     0 retrans     60 KB-cwnd
[2024-05-27 15:28:47.554972]     0.6875 MB /   0.50 sec =   11.5325 Mbps     5 retrans     90 KB-cwnd
[2024-05-27 15:28:48.049485]     0.7500 MB /   0.50 sec =   12.5855 Mbps     7 retrans     50 KB-cwnd
[2024-05-27 15:28:48.844795]     0.5000 MB /   0.50 sec =    8.3882 Mbps     2 retrans     38 KB-cwnd
[2024-05-27 15:28:49.637757]     0.4375 MB /   0.50 sec =    7.3394 Mbps     4 retrans     59 KB-cwnd
[2024-05-27 15:28:49.638027]     0.4375 MB /   0.50 sec =    7.3403 Mbps     0 retrans     59 KB-cwnd
[2024-05-27 15:28:50.307383]     0.5625 MB /   0.50 sec =    9.4383 Mbps     2 retrans     55 KB-cwnd
[2024-05-27 15:28:51.249079]     0.5625 MB /   0.50 sec =    9.4358 Mbps     4 retrans     44 KB-cwnd
[2024-05-27 15:28:51.249650]     0.3750 MB /   0.50 sec =    6.2922 Mbps     0 retrans     44 KB-cwnd
[2024-05-27 15:28:52.403878]     0.3125 MB /   0.50 sec =    5.2422 Mbps     5 retrans     39 KB-cwnd
[2024-05-27 15:28:52.404319]     0.3125 MB /   0.50 sec =    5.2435 Mbps     0 retrans     39 KB-cwnd
[2024-05-27 15:28:52.850321]     0.3125 MB /   0.50 sec =    5.2427 Mbps     6 retrans     88 KB-cwnd
[2024-05-27 15:28:53.348558]     0.9375 MB /   0.50 sec =   15.7295 Mbps     2 retrans     59 KB-cwnd
[2024-05-27 15:28:54.005081]     0.6875 MB /   0.50 sec =   11.5345 Mbps     1 retrans     55 KB-cwnd
[2024-05-27 15:28:54.005486]     0.5000 MB /   0.50 sec =    8.3885 Mbps     0 retrans     55 KB-cwnd
[2024-05-27 15:28:54.610261]     0.6250 MB /   0.50 sec =   10.4855 Mbps     2 retrans    112 KB-cwnd
[2024-05-27 15:28:54.990154]     0.9375 MB /   0.50 sec =   15.7269 Mbps     5 retrans     81 KB-cwnd
[2024-05-27 15:28:55.849332]     0.8750 MB /   0.50 sec =   14.6826 Mbps     2 retrans     64 KB-cwnd
[2024-05-27 15:28:56.462247]     0.8750 MB /   0.50 sec =   14.6780 Mbps     1 retrans     59 KB-cwnd
[2024-05-27 15:28:56.462468]     0.5625 MB /   0.50 sec =    9.4385 Mbps     0 retrans     59 KB-cwnd
[2024-05-27 15:28:57.367077]     0.3750 MB /   0.50 sec =    6.2914 Mbps     4 retrans     59 KB-cwnd
[2024-05-27 15:28:58.204839]     0.4375 MB /   0.50 sec =    7.3392 Mbps     0 retrans    133 KB-cwnd
[2024-05-27 15:28:58.205193]     0.3750 MB /   0.50 sec =    6.2915 Mbps     0 retrans    133 KB-cwnd
[2024-05-27 15:28:58.652921]     0.7500 MB /   0.50 sec =   12.5811 Mbps     7 retrans     59 KB-cwnd
[2024-05-27 15:28:59.260691]     0.6250 MB /   0.50 sec =   10.4873 Mbps     0 retrans     67 KB-cwnd
[2024-05-27 15:28:59.777044]     0.6875 MB /   0.50 sec =   11.5343 Mbps     4 retrans     97 KB-cwnd
[2024-05-27 15:29:00.216873]     0.8125 MB /   0.50 sec =   13.6312 Mbps     0 retrans    104 KB-cwnd
[2024-05-27 15:29:00.812388]     0.7500 MB /   0.50 sec =   12.5826 Mbps     2 retrans     71 KB-cwnd
[2024-05-27 15:29:01.395710]     0.5625 MB /   0.50 sec =    9.4385 Mbps     2 retrans     63 KB-cwnd
[2024-05-27 15:29:01.972769]     0.6250 MB /   0.50 sec =   10.4847 Mbps     0 retrans     77 KB-cwnd
[2024-05-27 15:29:01.973055]     0.6875 MB /   0.50 sec =   11.5342 Mbps     0 retrans     77 KB-cwnd
[2024-05-27 15:29:02.970679]     0.8750 MB /   0.50 sec =   14.6807 Mbps     4 retrans     67 KB-cwnd
[2024-05-27 15:29:02.971244]     0.5625 MB /   0.50 sec =    9.4379 Mbps     0 retrans     67 KB-cwnd
[2024-05-27 15:29:03.561494]     0.6250 MB /   0.50 sec =   10.4838 Mbps     1 retrans     66 KB-cwnd
[2024-05-27 15:29:04.135604]     0.6250 MB /   0.50 sec =   10.4876 Mbps     0 retrans     74 KB-cwnd
[2024-05-27 15:29:04.639248]     0.6875 MB /   0.50 sec =   11.5328 Mbps     3 retrans     89 KB-cwnd
[2024-05-27 15:29:05.176211]     0.7500 MB /   0.50 sec =   12.5850 Mbps     1 retrans     77 KB-cwnd
[2024-05-27 15:29:05.775480]     0.6875 MB /   0.50 sec =   11.5341 Mbps     1 retrans     68 KB-cwnd
[2024-05-27 15:29:06.457329]     0.6250 MB /   0.50 sec =   10.4842 Mbps     3 retrans     52 KB-cwnd
[2024-05-27 15:29:06.457945]     0.5000 MB /   0.50 sec =    8.3899 Mbps     0 retrans     52 KB-cwnd
[2024-05-27 15:29:07.352460]     0.4375 MB /   0.50 sec =    7.3398 Mbps     2 retrans     64 KB-cwnd
[2024-05-27 15:29:07.787399]     0.4375 MB /   0.50 sec =    7.3396 Mbps     2 retrans     90 KB-cwnd
[2024-05-27 15:29:08.256673]     0.9375 MB /   0.50 sec =   15.7287 Mbps     3 retrans     59 KB-cwnd
[2024-05-27 15:29:08.880360]     0.6875 MB /   0.50 sec =   11.5349 Mbps     0 retrans     68 KB-cwnd
[2024-05-27 15:29:09.508615]     0.5625 MB /   0.50 sec =    9.4376 Mbps     2 retrans     50 KB-cwnd
[2024-05-27 15:29:09.509148]     0.5625 MB /   0.50 sec =    9.4369 Mbps     0 retrans     50 KB-cwnd
[2024-05-27 15:29:10.400328]     0.4375 MB /   0.50 sec =    7.3400 Mbps     5 retrans     42 KB-cwnd
[2024-05-27 15:29:11.243648]     0.4375 MB /   0.50 sec =    7.3402 Mbps     0 retrans     55 KB-cwnd
[2024-05-27 15:29:11.244723]     0.4375 MB /   0.50 sec =    7.3399 Mbps     0 retrans     55 KB-cwnd
[2024-05-27 15:29:11.821765]     0.4375 MB /   0.50 sec =    7.3399 Mbps     1 retrans     92 KB-cwnd
[2024-05-27 15:29:12.228484]     0.8125 MB /   0.50 sec =   13.6316 Mbps     0 retrans     99 KB-cwnd
[2024-05-27 15:29:12.631013]     0.9375 MB /   0.50 sec =   15.7304 Mbps     0 retrans    123 KB-cwnd
[2024-05-27 15:29:12.951944]     1.1250 MB /   0.50 sec =   18.8737 Mbps     2 retrans    112 KB-cwnd
[2024-05-27 15:29:13.650450]     1.0000 MB /   0.50 sec =   16.7746 Mbps     0 retrans    122 KB-cwnd
[2024-05-27 15:29:14.278952]     1.1250 MB /   0.50 sec =   18.8753 Mbps     2 retrans    121 KB-cwnd
[2024-05-27 15:29:14.666937]     1.1875 MB /   0.50 sec =   19.9238 Mbps     1 retrans    103 KB-cwnd
[2024-05-27 15:29:15.078450]     0.8750 MB /   0.50 sec =   14.6782 Mbps     0 retrans    108 KB-cwnd
[2024-05-27 15:29:15.858698]     1.0000 MB /   0.50 sec =   16.7793 Mbps     2 retrans    107 KB-cwnd
[2024-05-27 15:29:16.214968]     0.8750 MB /   0.50 sec =   14.6801 Mbps     0 retrans    114 KB-cwnd
[2024-05-27 15:29:16.564039]     1.1250 MB /   0.50 sec =   18.8741 Mbps     1 retrans    108 KB-cwnd
[2024-05-27 15:29:17.249577]     1.1250 MB /   0.50 sec =   18.8724 Mbps     0 retrans    126 KB-cwnd
[2024-05-27 15:29:17.571179]     1.1250 MB /   0.50 sec =   18.8768 Mbps     0 retrans    130 KB-cwnd
[2024-05-27 15:29:18.233890]     1.1875 MB /   0.50 sec =   19.9224 Mbps     3 retrans    104 KB-cwnd
