Start time: 1716844096051
[2024-05-27 17:08:17.042824] nuttcp-t: v8.1.4: socket
[2024-05-27 17:08:17.043721] nuttcp-t: buflen=65536, nstream=1, port=5003 tcp -> 35.245.244.238
[2024-05-27 17:08:17.043804] nuttcp-t: time limit = 120.00 seconds
[2024-05-27 17:08:17.043861] nuttcp-t: connect to 35.245.244.238 with mss=1408, RTT=43.624 ms af=inet
[2024-05-27 17:08:17.043918] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-05-27 17:08:17.043970] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-05-27 17:08:17.044021] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-27 17:08:17.044071] nuttcp-r: v8.1.4: socket
[2024-05-27 17:08:17.044122] nuttcp-r: buflen=65536, nstream=1, port=5003 tcp
[2024-05-27 17:08:17.044172] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-27 17:08:17.044223] nuttcp-r: accept from 98.97.16.43 with af=inet
[2024-05-27 17:08:17.044269] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-27 17:08:17.044319] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-27 17:08:17.044369]     1.1875 MB /   0.50 sec =   19.9183 Mbps    15 retrans    147 KB-cwnd
[2024-05-27 17:08:17.735869]     1.1875 MB /   0.50 sec =   19.9251 Mbps     3 retrans     82 KB-cwnd
[2024-05-27 17:08:18.205296]     0.8750 MB /   0.50 sec =   14.6801 Mbps     0 retrans     88 KB-cwnd
[2024-05-27 17:08:18.644652]     0.8125 MB /   0.50 sec =   13.6314 Mbps     0 retrans     93 KB-cwnd
[2024-05-27 17:08:19.065170]     0.8750 MB /   0.50 sec =   14.6784 Mbps     0 retrans    104 KB-cwnd
[2024-05-27 17:08:19.452685]     1.0000 MB /   0.50 sec =   16.7774 Mbps     2 retrans     88 KB-cwnd
[2024-05-27 17:08:19.943217]     0.7500 MB /   0.50 sec =   12.5830 Mbps     0 retrans     92 KB-cwnd
[2024-05-27 17:08:20.396057]     0.7500 MB /   0.50 sec =   12.5842 Mbps     1 retrans     77 KB-cwnd
[2024-05-27 17:08:20.874156]     0.8125 MB /   0.50 sec =   13.6297 Mbps     0 retrans     89 KB-cwnd
[2024-05-27 17:08:21.696601]     0.8750 MB /   0.50 sec =   14.6826 Mbps     0 retrans     99 KB-cwnd
[2024-05-27 17:08:22.100294]     1.0000 MB /   0.50 sec =   16.7766 Mbps     2 retrans    104 KB-cwnd
[2024-05-27 17:08:22.513824]     0.9375 MB /   0.50 sec =   15.7278 Mbps     1 retrans     97 KB-cwnd
[2024-05-27 17:08:22.924788]     0.9375 MB /   0.50 sec =   15.7279 Mbps     0 retrans    103 KB-cwnd
[2024-05-27 17:08:23.730636]     1.0000 MB /   0.50 sec =   16.7748 Mbps     1 retrans     99 KB-cwnd
[2024-05-27 17:08:24.193304]     0.9375 MB /   0.50 sec =   15.7324 Mbps     1 retrans     82 KB-cwnd
[2024-05-27 17:08:24.633230]     0.8125 MB /   0.50 sec =   13.6299 Mbps     0 retrans     88 KB-cwnd
[2024-05-27 17:08:25.061427]     0.8750 MB /   0.50 sec =   14.6825 Mbps     0 retrans     92 KB-cwnd
[2024-05-27 17:08:25.457204]     0.8750 MB /   0.50 sec =   14.6792 Mbps     2 retrans    103 KB-cwnd
[2024-05-27 17:08:25.866990]     0.9375 MB /   0.50 sec =   15.7285 Mbps     1 retrans     90 KB-cwnd
[2024-05-27 17:08:26.370689]     0.7500 MB /   0.50 sec =   12.5831 Mbps     0 retrans     96 KB-cwnd
[2024-05-27 17:08:26.874826]     0.7500 MB /   0.50 sec =   12.5830 Mbps     0 retrans    100 KB-cwnd
[2024-05-27 17:08:27.418611]     0.6875 MB /   0.50 sec =   11.5325 Mbps     0 retrans    123 KB-cwnd
[2024-05-27 17:08:27.908743]     0.8125 MB /   0.50 sec =   13.6337 Mbps     3 retrans     93 KB-cwnd
[2024-05-27 17:08:28.356699]     0.8750 MB /   0.50 sec =   14.6802 Mbps     0 retrans    100 KB-cwnd
[2024-05-27 17:08:29.204421]     0.8125 MB /   0.50 sec =   13.6291 Mbps     0 retrans    134 KB-cwnd
[2024-05-27 17:08:29.507599]     1.1875 MB /   0.50 sec =   19.9236 Mbps     5 retrans     96 KB-cwnd
[2024-05-27 17:08:29.875659]     1.0625 MB /   0.50 sec =   17.8282 Mbps     0 retrans    104 KB-cwnd
[2024-05-27 17:08:30.647875]     0.8750 MB /   0.50 sec =   14.6776 Mbps     1 retrans     94 KB-cwnd
[2024-05-27 17:08:31.038781]     1.0625 MB /   0.50 sec =   17.8292 Mbps     0 retrans    105 KB-cwnd
[2024-05-27 17:08:31.379710]     1.0000 MB /   0.50 sec =   16.7762 Mbps     0 retrans    111 KB-cwnd
[2024-05-27 17:08:32.232128]     0.9375 MB /   0.50 sec =   15.7299 Mbps     3 retrans    108 KB-cwnd
[2024-05-27 17:08:32.717364]     0.7500 MB /   0.50 sec =   12.5830 Mbps     0 retrans    114 KB-cwnd
[2024-05-27 17:08:33.119592]     0.8750 MB /   0.50 sec =   14.6792 Mbps     2 retrans    104 KB-cwnd
[2024-05-27 17:08:33.567562]     0.9375 MB /   0.50 sec =   15.7288 Mbps     1 retrans     97 KB-cwnd
[2024-05-27 17:08:34.076222]     0.6875 MB /   0.50 sec =   11.5343 Mbps     0 retrans    103 KB-cwnd
[2024-05-27 17:08:34.513372]     0.8125 MB /   0.50 sec =   13.6293 Mbps     0 retrans    107 KB-cwnd
[2024-05-27 17:08:34.972717]     0.9375 MB /   0.50 sec =   15.7301 Mbps     1 retrans    111 KB-cwnd
[2024-05-27 17:08:35.350427]     1.1875 MB /   0.50 sec =   19.9238 Mbps     3 retrans     99 KB-cwnd
[2024-05-27 17:08:36.097130]     1.0000 MB /   0.50 sec =   16.7778 Mbps     0 retrans    111 KB-cwnd
[2024-05-27 17:08:36.431757]     1.0625 MB /   0.50 sec =   17.8260 Mbps     0 retrans    115 KB-cwnd
[2024-05-27 17:08:37.139335]     1.1875 MB /   0.50 sec =   19.9223 Mbps     5 retrans     92 KB-cwnd
[2024-05-27 17:08:37.637248]     0.8750 MB /   0.50 sec =   14.6801 Mbps     1 retrans     78 KB-cwnd
[2024-05-27 17:08:38.387261]     0.7500 MB /   0.50 sec =   12.5830 Mbps     1 retrans     68 KB-cwnd
[2024-05-27 17:08:38.387841]     0.4375 MB /   0.50 sec =    7.3399 Mbps     0 retrans     68 KB-cwnd
[2024-05-27 17:08:39.141914]     0.5625 MB /   0.50 sec =    9.4374 Mbps     0 retrans     89 KB-cwnd
