Start time: 1716838593160
[2024-05-27 15:37:07.428928] Connecting to host 35.245.244.238, port 5202
[2024-05-27 15:37:07.429524] [  5] local 10.96.167.85 port 58636 connected to 35.245.244.238 port 5202
[2024-05-27 15:37:07.429562] [ ID] Interval           Transfer     Bitrate         Total Datagrams
[2024-05-27 15:37:07.429590] [  5]   0.00-0.50   sec   629 KBytes  10.3 Mbits/sec  460  
[2024-05-27 15:37:07.429616] [  5]   0.50-1.00   sec  82.0 KBytes  1.34 Mbits/sec  60  
[2024-05-27 15:37:07.429641] [  5]   1.00-1.50   sec  95.7 KBytes  1.57 Mbits/sec  70  
[2024-05-27 15:37:07.429666] [  5]   1.50-2.00   sec   301 KBytes  4.93 Mbits/sec  220  
[2024-05-27 15:37:07.429692] [  5]   2.00-2.50   sec  54.7 KBytes   896 Kbits/sec  40  
[2024-05-27 15:37:07.429716] [  5]   2.50-3.00   sec   109 KBytes  1.79 Mbits/sec  80  
[2024-05-27 15:37:07.429740] [  5]   3.00-3.50   sec   314 KBytes  5.15 Mbits/sec  230  
[2024-05-27 15:37:07.429764] [  5]   3.50-4.00   sec   109 KBytes  1.79 Mbits/sec  80  
[2024-05-27 15:37:07.429790] [  5]   4.00-4.50   sec   109 KBytes  1.79 Mbits/sec  80  
[2024-05-27 15:37:07.429815] [  5]   4.50-5.00   sec   287 KBytes  4.70 Mbits/sec  210  
[2024-05-27 15:37:07.429838] [  5]   5.00-5.50   sec  95.7 KBytes  1.57 Mbits/sec  70  
[2024-05-27 15:37:07.429862] [  5]   5.50-6.00   sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 15:37:07.429887] [  5]   6.00-6.50   sec   314 KBytes  5.15 Mbits/sec  230  
[2024-05-27 15:37:07.429911] [  5]   6.50-7.00   sec   109 KBytes  1.79 Mbits/sec  80  
[2024-05-27 15:37:07.429936] [  5]   7.00-7.50   sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 15:37:07.429962] [  5]   7.50-8.00   sec   314 KBytes  5.15 Mbits/sec  230  
[2024-05-27 15:37:07.429986] [  5]   8.00-8.50   sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 15:37:07.430011] [  5]   8.50-9.00   sec  82.0 KBytes  1.34 Mbits/sec  60  
[2024-05-27 15:37:07.430033] [  5]   9.00-9.50   sec   314 KBytes  5.15 Mbits/sec  230  
[2024-05-27 15:37:07.430058] [  5]   9.50-10.00  sec  68.4 KBytes  1.12 Mbits/sec  50  
