Start time: 1716842305147
[2024-05-27 16:38:26.173077] nuttcp-t: v8.1.4: socket
[2024-05-27 16:38:26.174096] nuttcp-t: buflen=65536, nstream=1, port=5002 tcp -> 35.245.244.238
[2024-05-27 16:38:26.174234] nuttcp-t: time limit = 120.00 seconds
[2024-05-27 16:38:26.174348] nuttcp-t: connect to 35.245.244.238 with mss=1378, RTT=75.279 ms af=inet
[2024-05-27 16:38:26.174454] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-05-27 16:38:26.174559] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-05-27 16:38:26.174659] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-27 16:38:26.174757] nuttcp-r: v8.1.4: socket
[2024-05-27 16:38:26.174856] nuttcp-r: buflen=65536, nstream=1, port=5002 tcp
[2024-05-27 16:38:26.174953] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-27 16:38:26.175053] nuttcp-r: accept from 107.116.252.1 with af=inet
[2024-05-27 16:38:26.175150] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-27 16:38:26.175261] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-27 16:38:26.175362]     0.8125 MB /   0.50 sec =   13.6304 Mbps     0 retrans   1192 KB-cwnd
[2024-05-27 16:38:26.872920]     3.2500 MB /   0.50 sec =   54.5254 Mbps     0 retrans   2430 KB-cwnd
[2024-05-27 16:38:27.279591]     3.3750 MB /   0.50 sec =   56.6238 Mbps     0 retrans   2430 KB-cwnd
[2024-05-27 16:38:27.675307]     3.3125 MB /   0.50 sec =   55.5740 Mbps     0 retrans   2477 KB-cwnd
[2024-05-27 16:38:28.413504]     3.5625 MB /   0.50 sec =   59.7698 Mbps     0 retrans   2578 KB-cwnd
[2024-05-27 16:38:28.782765]     3.6250 MB /   0.50 sec =   60.8161 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:29.178719]     3.4375 MB /   0.50 sec =   57.6743 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:29.635155]     3.0625 MB /   0.50 sec =   51.3776 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:30.146476]     2.6875 MB /   0.50 sec =   45.0889 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:30.702669]     2.3125 MB /   0.50 sec =   38.7979 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:31.200895]     2.6875 MB /   0.50 sec =   45.0888 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:31.689902]     2.6875 MB /   0.50 sec =   45.0878 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:32.244554]     2.4375 MB /   0.50 sec =   40.8939 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:32.729836]     2.5625 MB /   0.50 sec =   42.9899 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:33.224965]     2.8125 MB /   0.50 sec =   47.1877 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:33.668870]     2.8750 MB /   0.50 sec =   48.2354 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:34.531351]     3.1250 MB /   0.50 sec =   52.4313 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:34.963235]     3.0625 MB /   0.50 sec =   51.3792 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:35.379172]     3.1875 MB /   0.50 sec =   53.4758 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:35.855301]     2.9375 MB /   0.50 sec =   49.2835 Mbps     0 retrans   2653 KB-cwnd
[2024-05-27 16:38:36.313074]     2.9375 MB /   0.50 sec =   49.2829 Mbps     0 retrans   2653 KB-cwnd
