Start time: 1716833824028
[2024-05-27 14:17:37.385916] Connecting to host 35.245.244.238, port 5201
[2024-05-27 14:17:37.386742] [  5] local 100.126.163.120 port 41347 connected to 35.245.244.238 port 5201
[2024-05-27 14:17:37.386799] [ ID] Interval           Transfer     Bitrate         Total Datagrams
[2024-05-27 14:17:37.386839] [  5]   0.00-0.50   sec  1.15 MBytes  19.3 Mbits/sec  860  
[2024-05-27 14:17:37.386876] [  5]   0.50-1.00   sec   889 KBytes  14.5 Mbits/sec  650  
[2024-05-27 14:17:37.386912] [  5]   1.00-1.50   sec   643 KBytes  10.6 Mbits/sec  470  
[2024-05-27 14:17:37.386947] [  5]   1.50-2.00   sec   369 KBytes  6.05 Mbits/sec  270  
[2024-05-27 14:17:37.386981] [  5]   2.00-2.50   sec   889 KBytes  14.5 Mbits/sec  650  
[2024-05-27 14:17:37.387015] [  5]   2.50-3.00   sec  1.59 MBytes  26.7 Mbits/sec  1190  
[2024-05-27 14:17:37.387049] [  5]   3.00-3.50   sec  1.30 MBytes  21.7 Mbits/sec  970  
[2024-05-27 14:17:37.387086] [  5]   3.50-4.00   sec  1.48 MBytes  24.9 Mbits/sec  1110  
[2024-05-27 14:17:37.387120] [  5]   4.00-4.50   sec  1.56 MBytes  26.2 Mbits/sec  1170  
[2024-05-27 14:17:37.387154] [  5]   4.50-5.00   sec  1.09 MBytes  18.4 Mbits/sec  820  
[2024-05-27 14:17:37.387188] [  5]   5.00-5.50   sec   875 KBytes  14.3 Mbits/sec  640  
[2024-05-27 14:17:37.387222] [  5]   5.50-6.00   sec   588 KBytes  9.63 Mbits/sec  430  
[2024-05-27 14:17:37.387257] [  5]   6.00-6.50   sec   547 KBytes  8.94 Mbits/sec  400  
[2024-05-27 14:17:37.387292] [  5]   6.50-7.00   sec  1012 KBytes  16.6 Mbits/sec  740  
[2024-05-27 14:17:37.387326] [  5]   7.00-7.50   sec   670 KBytes  11.0 Mbits/sec  490  
[2024-05-27 14:17:37.387361] [  5]   7.50-8.00   sec   438 KBytes  7.17 Mbits/sec  320  
