Start time: 1716844873977
[2024-05-27 17:21:15.158503] nuttcp-t: v8.1.4: socket
[2024-05-27 17:21:15.159440] nuttcp-t: buflen=65536, nstream=1, port=5001 tcp -> 35.245.244.238
[2024-05-27 17:21:15.159496] nuttcp-t: time limit = 120.00 seconds
[2024-05-27 17:21:15.159531] nuttcp-t: connect to 35.245.244.238 with mss=1376, RTT=57.834 ms af=inet
[2024-05-27 17:21:15.159565] nuttcp-t: send window size = 1048576, receive window size = 4194304
[2024-05-27 17:21:15.159594] nuttcp-t: available send window = 786432, available receive window = 3145728
[2024-05-27 17:21:15.159623] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-27 17:21:15.159653] nuttcp-r: v8.1.4: socket
[2024-05-27 17:21:15.159759] nuttcp-r: buflen=65536, nstream=1, port=5001 tcp
[2024-05-27 17:21:15.159795] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-27 17:21:15.159824] nuttcp-r: accept from 174.224.175.245 with af=inet
[2024-05-27 17:21:15.159852] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-27 17:21:15.159880] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-27 17:21:15.159909]     0.0625 MB /   0.50 sec =    1.0484 Mbps     0 retrans    213 KB-cwnd
[2024-05-27 17:21:15.647877]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans    311 KB-cwnd
[2024-05-27 17:21:18.993107]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans   1013 KB-cwnd
[2024-05-27 17:21:18.993572]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans   1013 KB-cwnd
[2024-05-27 17:21:18.993710]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans   1013 KB-cwnd
[2024-05-27 17:21:18.993830]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans   1013 KB-cwnd
[2024-05-27 17:21:18.993935]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans   1013 KB-cwnd
[2024-05-27 17:21:18.994037]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans   1013 KB-cwnd
[2024-05-27 17:21:18.994137]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans   1013 KB-cwnd
[2024-05-27 17:21:22.080653]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans   1034 KB-cwnd
[2024-05-27 17:21:22.081121]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans   1034 KB-cwnd
[2024-05-27 17:21:22.081267]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans   1034 KB-cwnd
[2024-05-27 17:21:22.081388]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans   1034 KB-cwnd
[2024-05-27 17:21:22.081497]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans   1034 KB-cwnd
[2024-05-27 17:21:22.081606]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans   1034 KB-cwnd
[2024-05-27 17:21:24.774055]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans   1034 KB-cwnd
[2024-05-27 17:21:24.774424]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans   1034 KB-cwnd
[2024-05-27 17:21:24.774554]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans   1034 KB-cwnd
[2024-05-27 17:21:24.774667]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans   1034 KB-cwnd
[2024-05-27 17:21:24.774772]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans   1034 KB-cwnd
[2024-05-27 17:21:47.948527]     0.1250 MB /   0.50 sec =    2.0971 Mbps    48 retrans    381 KB-cwnd
[2024-05-27 17:21:47.949073]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.949224]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.949350]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.949457]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.949561]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.949666]     0.0625 MB /   0.50 sec =    1.0485 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.949770]     0.1250 MB /   0.50 sec =    2.0973 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.949878]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.949978]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.950133]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.950241]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.950343]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.950444]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.950545]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.950644]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.950748]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.950849]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.950948]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.951047]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.951148]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.951254]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.951355]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.951455]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.951556]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.951654]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.951839]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.951942]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.952041]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
[2024-05-27 17:21:47.952141]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    381 KB-cwnd
