Start time: 1717012258533
[2024-05-29 15:50:58.831287] PING 35.245.244.238 (35.245.244.238) 38(66) bytes of data.
[2024-05-29 15:50:58.831738] 46 bytes from 35.245.244.238: icmp_seq=1 ttl=55 time=202 ms
[2024-05-29 15:50:58.896842] 46 bytes from 35.245.244.238: icmp_seq=2 ttl=55 time=65.3 ms
[2024-05-29 15:50:59.095834] 46 bytes from 35.245.244.238: icmp_seq=3 ttl=55 time=63.3 ms
[2024-05-29 15:50:59.291918] 46 bytes from 35.245.244.238: icmp_seq=4 ttl=55 time=57.9 ms
[2024-05-29 15:50:59.487634] 46 bytes from 35.245.244.238: icmp_seq=5 ttl=55 time=54.2 ms
[2024-05-29 15:50:59.688939] 46 bytes from 35.245.244.238: icmp_seq=6 ttl=55 time=51.8 ms
[2024-05-29 15:50:59.887482] 46 bytes from 35.245.244.238: icmp_seq=7 ttl=55 time=51.0 ms
[2024-05-29 15:51:00.100224] 46 bytes from 35.245.244.238: icmp_seq=8 ttl=55 time=60.5 ms
[2024-05-29 15:51:00.300724] 46 bytes from 35.245.244.238: icmp_seq=9 ttl=55 time=59.8 ms
[2024-05-29 15:51:00.499909] 46 bytes from 35.245.244.238: icmp_seq=10 ttl=55 time=57.3 ms
[2024-05-29 15:51:00.698792] 46 bytes from 35.245.244.238: icmp_seq=11 ttl=55 time=54.1 ms
[2024-05-29 15:51:00.907702] 46 bytes from 35.245.244.238: icmp_seq=12 ttl=55 time=63.5 ms
[2024-05-29 15:51:01.098796] 46 bytes from 35.245.244.238: icmp_seq=13 ttl=55 time=51.4 ms
[2024-05-29 15:51:01.308596] 46 bytes from 35.245.244.238: icmp_seq=14 ttl=55 time=59.6 ms
[2024-05-29 15:51:01.508925] 46 bytes from 35.245.244.238: icmp_seq=15 ttl=55 time=58.5 ms
[2024-05-29 15:51:01.709863] 46 bytes from 35.245.244.238: icmp_seq=16 ttl=55 time=57.4 ms
[2024-05-29 15:51:01.915560] 46 bytes from 35.245.244.238: icmp_seq=17 ttl=55 time=62.5 ms
[2024-05-29 15:51:02.117997] 46 bytes from 35.245.244.238: icmp_seq=18 ttl=55 time=63.5 ms
[2024-05-29 15:51:02.309804] 46 bytes from 35.245.244.238: icmp_seq=19 ttl=55 time=52.7 ms
[2024-05-29 15:51:02.517889] 46 bytes from 35.245.244.238: icmp_seq=20 ttl=55 time=59.6 ms
[2024-05-29 15:51:02.717988] 46 bytes from 35.245.244.238: icmp_seq=21 ttl=55 time=57.3 ms
[2024-05-29 15:51:02.917643] 46 bytes from 35.245.244.238: icmp_seq=22 ttl=55 time=56.4 ms
[2024-05-29 15:51:03.119212] 46 bytes from 35.245.244.238: icmp_seq=23 ttl=55 time=56.3 ms
[2024-05-29 15:51:03.318506] 46 bytes from 35.245.244.238: icmp_seq=24 ttl=55 time=53.9 ms
[2024-05-29 15:51:03.528823] 46 bytes from 35.245.244.238: icmp_seq=25 ttl=55 time=63.0 ms
[2024-05-29 15:51:03.718554] 46 bytes from 35.245.244.238: icmp_seq=26 ttl=55 time=52.4 ms
[2024-05-29 15:51:03.917615] 46 bytes from 35.245.244.238: icmp_seq=27 ttl=55 time=51.7 ms
[2024-05-29 15:51:04.128932] 46 bytes from 35.245.244.238: icmp_seq=28 ttl=55 time=59.3 ms
[2024-05-29 15:51:04.329349] 46 bytes from 35.245.244.238: icmp_seq=29 ttl=55 time=57.6 ms
[2024-05-29 15:51:04.528801] 46 bytes from 35.245.244.238: icmp_seq=30 ttl=55 time=57.0 ms
[2024-05-29 15:51:04.744695] 46 bytes from 35.245.244.238: icmp_seq=31 ttl=55 time=72.5 ms
[2024-05-29 15:51:04.928110] 46 bytes from 35.245.244.238: icmp_seq=32 ttl=55 time=56.1 ms
[2024-05-29 15:51:05.128607] 46 bytes from 35.245.244.238: icmp_seq=33 ttl=55 time=55.2 ms
[2024-05-29 15:51:05.337575] 46 bytes from 35.245.244.238: icmp_seq=34 ttl=55 time=63.5 ms
[2024-05-29 15:51:05.527779] 46 bytes from 35.245.244.238: icmp_seq=35 ttl=55 time=52.3 ms
[2024-05-29 15:51:05.740870] 46 bytes from 35.245.244.238: icmp_seq=36 ttl=55 time=61.6 ms
[2024-05-29 15:51:05.938532] 46 bytes from 35.245.244.238: icmp_seq=37 ttl=55 time=60.4 ms
[2024-05-29 15:51:06.137930] 46 bytes from 35.245.244.238: icmp_seq=38 ttl=55 time=57.9 ms
[2024-05-29 15:51:06.346654] 46 bytes from 35.245.244.238: icmp_seq=39 ttl=55 time=65.4 ms
[2024-05-29 15:51:06.538476] 46 bytes from 35.245.244.238: icmp_seq=40 ttl=55 time=56.5 ms
[2024-05-29 15:51:06.739661] 46 bytes from 35.245.244.238: icmp_seq=41 ttl=55 time=55.7 ms
[2024-05-29 15:51:06.947913] 46 bytes from 35.245.244.238: icmp_seq=42 ttl=55 time=63.8 ms
[2024-05-29 15:51:07.145829] 46 bytes from 35.245.244.238: icmp_seq=43 ttl=55 time=60.1 ms
[2024-05-29 15:51:07.348591] 46 bytes from 35.245.244.238: icmp_seq=44 ttl=55 time=60.1 ms
[2024-05-29 15:51:07.547731] 46 bytes from 35.245.244.238: icmp_seq=45 ttl=55 time=59.2 ms
[2024-05-29 15:51:07.748735] 46 bytes from 35.245.244.238: icmp_seq=46 ttl=55 time=58.1 ms
[2024-05-29 15:51:07.947678] 46 bytes from 35.245.244.238: icmp_seq=47 ttl=55 time=57.2 ms
[2024-05-29 15:51:08.148315] 46 bytes from 35.245.244.238: icmp_seq=48 ttl=55 time=55.2 ms
[2024-05-29 15:51:08.348726] 46 bytes from 35.245.244.238: icmp_seq=49 ttl=55 time=54.5 ms
[2024-05-29 15:51:08.548763] 46 bytes from 35.245.244.238: icmp_seq=50 ttl=55 time=52.3 ms
[2024-05-29 15:51:08.757893] 46 bytes from 35.245.244.238: icmp_seq=51 ttl=55 time=60.7 ms
[2024-05-29 15:51:08.957689] 46 bytes from 35.245.244.238: icmp_seq=52 ttl=55 time=60.0 ms
[2024-05-29 15:51:09.158002] 46 bytes from 35.245.244.238: icmp_seq=53 ttl=55 time=58.2 ms
[2024-05-29 15:51:09.357655] 46 bytes from 35.245.244.238: icmp_seq=54 ttl=55 time=56.8 ms
[2024-05-29 15:51:09.558516] 46 bytes from 35.245.244.238: icmp_seq=55 ttl=55 time=55.2 ms
[2024-05-29 15:51:09.757606] 46 bytes from 35.245.244.238: icmp_seq=56 ttl=55 time=54.1 ms
[2024-05-29 15:51:09.957587] 46 bytes from 35.245.244.238: icmp_seq=57 ttl=55 time=51.7 ms
[2024-05-29 15:51:10.158711] 46 bytes from 35.245.244.238: icmp_seq=58 ttl=55 time=51.2 ms
[2024-05-29 15:51:10.367583] 46 bytes from 35.245.244.238: icmp_seq=59 ttl=55 time=60.1 ms
[2024-05-29 15:51:10.567899] 46 bytes from 35.245.244.238: icmp_seq=60 ttl=55 time=58.3 ms
[2024-05-29 15:51:10.783338] 46 bytes from 35.245.244.238: icmp_seq=61 ttl=55 time=73.3 ms
[2024-05-29 15:51:10.973013] 46 bytes from 35.245.244.238: icmp_seq=62 ttl=55 time=61.9 ms
[2024-05-29 15:51:11.173614] 46 bytes from 35.245.244.238: icmp_seq=63 ttl=55 time=59.9 ms
[2024-05-29 15:51:11.373609] 46 bytes from 35.245.244.238: icmp_seq=64 ttl=55 time=59.3 ms
[2024-05-29 15:51:11.573556] 46 bytes from 35.245.244.238: icmp_seq=65 ttl=55 time=57.3 ms
[2024-05-29 15:51:11.790859] 46 bytes from 35.245.244.238: icmp_seq=66 ttl=55 time=73.8 ms
[2024-05-29 15:51:11.972310] 46 bytes from 35.245.244.238: icmp_seq=67 ttl=55 time=55.3 ms
[2024-05-29 15:51:12.185913] 46 bytes from 35.245.244.238: icmp_seq=68 ttl=55 time=67.2 ms
[2024-05-29 15:51:12.383587] 46 bytes from 35.245.244.238: icmp_seq=69 ttl=55 time=63.4 ms
[2024-05-29 15:51:12.573438] 46 bytes from 35.245.244.238: icmp_seq=70 ttl=55 time=51.7 ms
[2024-05-29 15:51:12.784521] 46 bytes from 35.245.244.238: icmp_seq=71 ttl=55 time=61.8 ms
[2024-05-29 15:51:12.982458] 46 bytes from 35.245.244.238: icmp_seq=72 ttl=55 time=59.9 ms
[2024-05-29 15:51:13.185043] 46 bytes from 35.245.244.238: icmp_seq=73 ttl=55 time=59.5 ms
[2024-05-29 15:51:13.389960] 46 bytes from 35.245.244.238: icmp_seq=74 ttl=55 time=64.0 ms
[2024-05-29 15:51:13.586965] 46 bytes from 35.245.244.238: icmp_seq=75 ttl=55 time=59.2 ms
[2024-05-29 15:51:13.784477] 46 bytes from 35.245.244.238: icmp_seq=76 ttl=55 time=55.9 ms
[2024-05-29 15:51:13.985630] 46 bytes from 35.245.244.238: icmp_seq=77 ttl=55 time=56.7 ms
[2024-05-29 15:51:14.193546] 46 bytes from 35.245.244.238: icmp_seq=78 ttl=55 time=62.7 ms
[2024-05-29 15:51:14.409999] 46 bytes from 35.245.244.238: icmp_seq=79 ttl=55 time=76.8 ms
[2024-05-29 15:51:14.602783] 46 bytes from 35.245.244.238: icmp_seq=80 ttl=55 time=68.3 ms
[2024-05-29 15:51:14.797100] 46 bytes from 35.245.244.238: icmp_seq=81 ttl=55 time=60.7 ms
[2024-05-29 15:51:14.993569] 46 bytes from 35.245.244.238: icmp_seq=82 ttl=55 time=57.4 ms
[2024-05-29 15:51:15.219061] 46 bytes from 35.245.244.238: icmp_seq=83 ttl=55 time=80.7 ms
[2024-05-29 15:51:15.403614] 46 bytes from 35.245.244.238: icmp_seq=84 ttl=55 time=63.6 ms
[2024-05-29 15:51:15.597757] 46 bytes from 35.245.244.238: icmp_seq=85 ttl=55 time=55.8 ms
[2024-05-29 15:51:15.803563] 46 bytes from 35.245.244.238: icmp_seq=86 ttl=55 time=59.5 ms
[2024-05-29 15:51:16.018759] 46 bytes from 35.245.244.238: icmp_seq=87 ttl=55 time=74.8 ms
[2024-05-29 15:51:16.211702] 46 bytes from 35.245.244.238: icmp_seq=88 ttl=55 time=66.0 ms
[2024-05-29 15:51:16.405685] 46 bytes from 35.245.244.238: icmp_seq=89 ttl=55 time=59.2 ms
[2024-05-29 15:51:16.623937] 46 bytes from 35.245.244.238: icmp_seq=90 ttl=55 time=75.4 ms
[2024-05-29 15:51:16.816762] 46 bytes from 35.245.244.238: icmp_seq=91 ttl=55 time=66.1 ms
