Start time: 1717012530066
[2024-05-29 15:55:31.109330] nuttcp-t: v8.1.4: socket
[2024-05-29 15:55:31.110703] nuttcp-t: buflen=65536, nstream=1, port=5002 tcp -> 35.245.244.238
[2024-05-29 15:55:31.110849] nuttcp-t: time limit = 120.00 seconds
[2024-05-29 15:55:31.110967] nuttcp-t: connect to 35.245.244.238 with mss=1378, RTT=80.622 ms af=inet
[2024-05-29 15:55:31.111075] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-05-29 15:55:31.111180] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-05-29 15:55:31.111281] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-29 15:55:31.111383] nuttcp-r: v8.1.4: socket
[2024-05-29 15:55:31.111484] nuttcp-r: buflen=65536, nstream=1, port=5002 tcp
[2024-05-29 15:55:31.111587] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-29 15:55:31.111685] nuttcp-r: accept from 107.122.244.178 with af=inet
[2024-05-29 15:55:31.111782] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-29 15:55:31.111882] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-29 15:55:31.111992]     0.5000 MB /   0.50 sec =    8.3877 Mbps     0 retrans    602 KB-cwnd
[2024-05-29 15:55:32.033262]     2.5000 MB /   0.50 sec =   41.9446 Mbps     1 retrans   1910 KB-cwnd
[2024-05-29 15:55:32.521174]     2.9375 MB /   0.50 sec =   49.2816 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:32.996865]     2.7500 MB /   0.50 sec =   46.1372 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:33.416360]     2.9375 MB /   0.50 sec =   49.2828 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:33.882606]     3.0625 MB /   0.50 sec =   51.3809 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:34.354509]     3.0000 MB /   0.50 sec =   50.3333 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:34.861257]     2.5625 MB /   0.50 sec =   42.9888 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:35.388567]     2.5625 MB /   0.50 sec =   42.9914 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:35.916690]     2.5000 MB /   0.50 sec =   41.9425 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:36.398004]     2.7500 MB /   0.50 sec =   46.1349 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:36.863403]     2.8125 MB /   0.50 sec =   47.1869 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:37.346569]     2.6875 MB /   0.50 sec =   45.0927 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:37.752667]     3.1250 MB /   0.50 sec =   52.4284 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:38.164657]     3.3125 MB /   0.50 sec =   55.5731 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:38.964541]     3.1875 MB /   0.50 sec =   53.4784 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:39.363992]     3.5000 MB /   0.50 sec =   58.7219 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:39.757135]     3.2500 MB /   0.50 sec =   54.5255 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:40.160672]     3.3750 MB /   0.50 sec =   56.6230 Mbps     0 retrans   1910 KB-cwnd
[2024-05-29 15:55:40.956419]     3.1875 MB /   0.50 sec =   53.4774 Mbps     3 retrans   1990 KB-cwnd
[2024-05-29 15:55:41.320547]     3.6250 MB /   0.50 sec =   60.8179 Mbps     0 retrans   1990 KB-cwnd
[2024-05-29 15:55:41.723550]     3.3750 MB /   0.50 sec =   56.6246 Mbps     0 retrans   1990 KB-cwnd
