Start time: 1716924222202
[2024-05-28 15:24:04.043570] Connecting to host 35.245.244.238, port 5201
[2024-05-28 15:24:04.044152] Reverse mode, remote host 35.245.244.238 is sending
[2024-05-28 15:24:04.044188] [  5] local 100.118.38.158 port 60826 connected to 35.245.244.238 port 5201
[2024-05-28 15:24:04.044217] [ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[2024-05-28 15:24:04.044248] [  5]   0.00-0.50   sec  27.3 KBytes   447 Kbits/sec  118072013723.485 ms  150346/150366 (1e+02%)  
[2024-05-28 15:24:04.044273] [  5]   0.50-1.00   sec  6.84 KBytes   112 Kbits/sec  85507331297.473 ms  -5/0 (0%)  
[2024-05-28 15:24:04.044296] [  5]   1.00-1.50   sec  6.84 KBytes   112 Kbits/sec  61924104408.689 ms  -5/0 (0%)  
[2024-05-28 15:24:04.044321] [  5]   1.50-2.00   sec  6.84 KBytes   112 Kbits/sec  44845215592.907 ms  -5/0 (0%)  
[2024-05-28 15:24:04.044345] [  5]   2.00-2.50   sec  6.84 KBytes   112 Kbits/sec  32476745215.687 ms  -5/0 (0%)  
[2024-05-28 15:24:04.044368] [  5]   2.50-3.00   sec  6.84 KBytes   112 Kbits/sec  23519543074.105 ms  -5/0 (0%)  
[2024-05-28 15:24:04.044390] [  5]   3.00-3.50   sec  6.84 KBytes   112 Kbits/sec  17032769224.281 ms  5987/5992 (1e+02%)  
[2024-05-28 15:24:04.044413] [  5]   3.50-4.00   sec  6.84 KBytes   112 Kbits/sec  12335070734.891 ms  22089/22094 (1e+02%)  
[2024-05-28 15:24:04.044435] [  5]   4.00-4.50   sec  6.84 KBytes   112 Kbits/sec  8933014239.871 ms  22139/22144 (1e+02%)  
[2024-05-28 15:24:04.044458] [  5]   4.50-5.00   sec  6.84 KBytes   112 Kbits/sec  6469257057.808 ms  22142/22147 (1e+02%)  
[2024-05-28 15:24:04.044480] [  5]   5.00-5.50   sec  6.84 KBytes   112 Kbits/sec  4685012892.194 ms  22269/22274 (1e+02%)  
[2024-05-28 15:24:04.044503] [  5]   5.50-6.00   sec  6.84 KBytes   112 Kbits/sec  3392869630.192 ms  22092/22097 (1e+02%)  
[2024-05-28 15:24:04.044526] [  5]   6.00-6.50   sec  6.84 KBytes   112 Kbits/sec  2457104088.514 ms  22096/22101 (1e+02%)  
[2024-05-28 15:24:04.044549] [  5]   6.50-7.00   sec  6.84 KBytes   112 Kbits/sec  1779426019.585 ms  22097/22102 (1e+02%)  
[2024-05-28 15:24:04.044571] [  5]   7.00-7.50   sec  6.84 KBytes   112 Kbits/sec  1288653978.425 ms  21998/22003 (1e+02%)  
[2024-05-28 15:24:04.044596] [  5]   7.50-8.00   sec  6.84 KBytes   112 Kbits/sec  933238616.781 ms  22006/22011 (1e+02%)  
[2024-05-28 15:24:04.044619] [  5]   8.00-8.50   sec  6.84 KBytes   112 Kbits/sec  675848079.144 ms  22003/22008 (1e+02%)  
[2024-05-28 15:24:04.044642] [  5]   8.50-9.00   sec  8.20 KBytes   134 Kbits/sec  458856346.378 ms  26601/26607 (1e+02%)  
[2024-05-28 15:24:04.044665] [  5]   9.00-9.50   sec  6.84 KBytes   112 Kbits/sec  332302129.851 ms  22185/22190 (1e+02%)  
[2024-05-28 15:24:04.044690] [  5]   9.50-10.00  sec  6.84 KBytes   112 Kbits/sec  240652017.772 ms  22182/22187 (1e+02%)  
[2024-05-28 15:24:04.044712] [  5]  10.00-10.50  sec  6.84 KBytes   112 Kbits/sec  174279333.693 ms  22223/22228 (1e+02%)  
[2024-05-28 15:24:04.044734] [  5]  10.50-11.00  sec  6.84 KBytes   112 Kbits/sec  126212472.228 ms  22049/22054 (1e+02%)  
[2024-05-28 15:24:04.044757] [  5]  11.00-11.50  sec  6.84 KBytes   112 Kbits/sec  91402622.965 ms  22094/22099 (1e+02%)  
[2024-05-28 15:24:04.044780] [  5]  11.50-12.00  sec  6.84 KBytes   112 Kbits/sec  66193454.457 ms  22151/22156 (1e+02%)  
[2024-05-28 15:24:04.044803] [  5]  12.00-12.50  sec  6.84 KBytes   112 Kbits/sec  47937064.103 ms  22170/22175 (1e+02%)  
[2024-05-28 15:24:04.044827] [  5]  12.50-13.00  sec  6.84 KBytes   112 Kbits/sec  34715851.703 ms  22137/22142 (1e+02%)  
[2024-05-28 15:24:04.044849] [  5]  13.00-13.50  sec  6.84 KBytes   112 Kbits/sec  25141096.960 ms  22182/22187 (1e+02%)  
