Start time: 1716937512786
[2024-05-28 19:05:13.976846] nuttcp-t: v8.1.4: socket
[2024-05-28 19:05:13.977334] nuttcp-t: buflen=65536, nstream=1, port=5002 tcp -> 35.245.244.238
[2024-05-28 19:05:13.977431] nuttcp-t: time limit = 120.00 seconds
[2024-05-28 19:05:13.977534] nuttcp-t: connect to 35.245.244.238 with mss=1378, RTT=79.134 ms af=inet
[2024-05-28 19:05:13.977637] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-05-28 19:05:13.977742] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-05-28 19:05:13.977965] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-28 19:05:13.978017] nuttcp-r: v8.1.4: socket
[2024-05-28 19:05:13.978050] nuttcp-r: buflen=65536, nstream=1, port=5002 tcp
[2024-05-28 19:05:13.978087] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-28 19:05:13.978119] nuttcp-r: accept from 107.116.252.34 with af=inet
[2024-05-28 19:05:13.978156] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-28 19:05:13.978199] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-28 19:05:13.978243]     0.5000 MB /   0.50 sec =    8.3879 Mbps     0 retrans    586 KB-cwnd
[2024-05-28 19:05:15.210969]     1.0625 MB /   0.50 sec =   17.8255 Mbps     1 retrans   1320 KB-cwnd
[2024-05-28 19:05:15.211158]     1.0625 MB /   0.50 sec =   17.8255 Mbps     0 retrans   1320 KB-cwnd
[2024-05-28 19:05:16.778990]     1.0625 MB /   0.50 sec =   17.8253 Mbps     0 retrans   1095 KB-cwnd
[2024-05-28 19:05:16.779295]     0.9375 MB /   0.50 sec =   15.7281 Mbps     0 retrans   1095 KB-cwnd
[2024-05-28 19:05:16.779417]     0.7500 MB /   0.50 sec =   12.5836 Mbps     0 retrans   1095 KB-cwnd
[2024-05-28 19:05:20.215721]     0.6875 MB /   0.50 sec =   11.5340 Mbps     2 retrans   1096 KB-cwnd
[2024-05-28 19:05:20.216213]     0.6875 MB /   0.50 sec =   11.5351 Mbps     0 retrans   1096 KB-cwnd
[2024-05-28 19:05:20.216360]     0.5625 MB /   0.50 sec =    9.4371 Mbps     0 retrans   1096 KB-cwnd
[2024-05-28 19:05:20.216489]     0.3750 MB /   0.50 sec =    6.2915 Mbps     0 retrans   1096 KB-cwnd
[2024-05-28 19:05:20.216601]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans   1096 KB-cwnd
[2024-05-28 19:05:20.216708]     0.1875 MB /   0.50 sec =    3.1459 Mbps     0 retrans   1096 KB-cwnd
[2024-05-28 19:05:20.216810]     0.1875 MB /   0.50 sec =    3.1458 Mbps     0 retrans   1096 KB-cwnd
[2024-05-28 19:05:32.060781]     0.3750 MB /   0.50 sec =    6.2915 Mbps   355 retrans    458 KB-cwnd
[2024-05-28 19:05:32.061189]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.061350]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.061470]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.061576]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.061676]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.061775]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.061875]     0.9375 MB /   0.50 sec =   15.7279 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.061973]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.062072]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.062172]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.062272]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.062372]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.062566]     0.4375 MB /   0.50 sec =    7.3399 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.062678]     0.2500 MB /   0.50 sec =    4.1940 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.062787]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.062886]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.063034]     0.3750 MB /   0.50 sec =    6.2912 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.063139]     0.1875 MB /   0.50 sec =    3.1455 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.063242]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.063342]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.063441]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.063540]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:32.063636]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    458 KB-cwnd
[2024-05-28 19:05:33.787920]     0.7500 MB /   0.50 sec =   12.5831 Mbps     0 retrans    507 KB-cwnd
[2024-05-28 19:05:33.788275]     0.5625 MB /   0.50 sec =    9.4369 Mbps     0 retrans    507 KB-cwnd
[2024-05-28 19:05:33.788420]     0.7500 MB /   0.50 sec =   12.5839 Mbps     0 retrans    507 KB-cwnd
[2024-05-28 19:05:35.795317]     0.8750 MB /   0.50 sec =   14.6787 Mbps     0 retrans    511 KB-cwnd
[2024-05-28 19:05:35.795524]     0.7500 MB /   0.50 sec =   12.5820 Mbps     0 retrans    511 KB-cwnd
[2024-05-28 19:05:35.795584]     0.6875 MB /   0.50 sec =   11.5354 Mbps     0 retrans    511 KB-cwnd
[2024-05-28 19:05:35.795629]     0.5000 MB /   0.50 sec =    8.3885 Mbps     0 retrans    511 KB-cwnd
[2024-05-28 19:05:40.473540]     0.6875 MB /   0.50 sec =   11.5346 Mbps    14 retrans    353 KB-cwnd
[2024-05-28 19:05:40.474096]     0.5000 MB /   0.50 sec =    8.3882 Mbps     0 retrans    353 KB-cwnd
[2024-05-28 19:05:40.474245]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans    353 KB-cwnd
[2024-05-28 19:05:40.474362]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    353 KB-cwnd
[2024-05-28 19:05:40.474583]     0.8750 MB /   0.50 sec =   14.6795 Mbps     0 retrans    353 KB-cwnd
[2024-05-28 19:05:40.474700]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans    353 KB-cwnd
[2024-05-28 19:05:40.474808]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    353 KB-cwnd
[2024-05-28 19:05:40.474913]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    353 KB-cwnd
[2024-05-28 19:05:40.475016]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans    353 KB-cwnd
[2024-05-28 19:05:40.475117]     0.5625 MB /   0.50 sec =    9.4374 Mbps     0 retrans    353 KB-cwnd
[2024-05-28 19:06:14.069635]     0.3125 MB /   0.50 sec =    5.2424 Mbps   392 retrans     18 KB-cwnd
[2024-05-28 19:06:14.070139]     0.3125 MB /   0.50 sec =    5.2432 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.070323]     0.0625 MB /   0.50 sec =    1.0485 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.070557]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.070686]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.070794]     0.4375 MB /   0.50 sec =    7.3403 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.070900]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.071002]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.071105]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.071207]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.071309]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.071408]     0.5625 MB /   0.50 sec =    9.4370 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.071509]     0.1875 MB /   0.50 sec =    3.1455 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.071610]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     18 KB-cwnd
[2024-05-28 19:06:14.071716]     0.0625 MB /   0.50 sec =    1.0487 Mbps     0 retrans     18 KB-cwnd
