Start time: 1716924001354
[2024-05-28 15:20:03.228775] nuttcp-t: v8.1.4: socket
[2024-05-28 15:20:03.229888] nuttcp-t: buflen=65536, nstream=1, port=5003 tcp -> 35.245.244.238
[2024-05-28 15:20:03.230162] nuttcp-t: time limit = 120.00 seconds
[2024-05-28 15:20:03.230281] nuttcp-t: connect to 35.245.244.238 with mss=1408, RTT=54.755 ms af=inet
[2024-05-28 15:20:03.230383] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-05-28 15:20:03.230477] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-05-28 15:20:03.230567] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-28 15:20:03.230656] nuttcp-r: v8.1.4: socket
[2024-05-28 15:20:03.230745] nuttcp-r: buflen=65536, nstream=1, port=5003 tcp
[2024-05-28 15:20:03.230841] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-28 15:20:03.230935] nuttcp-r: accept from 98.97.21.1 with af=inet
[2024-05-28 15:20:03.231024] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-28 15:20:03.231111] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-28 15:20:03.231207]     1.1875 MB /   0.50 sec =   19.9216 Mbps    14 retrans    191 KB-cwnd
[2024-05-28 15:20:03.822431]     1.6875 MB /   0.50 sec =   28.3106 Mbps     9 retrans     83 KB-cwnd
[2024-05-28 15:20:04.319245]     0.7500 MB /   0.50 sec =   12.5830 Mbps     0 retrans     90 KB-cwnd
[2024-05-28 15:20:04.835721]     0.8750 MB /   0.50 sec =   14.6799 Mbps     4 retrans     66 KB-cwnd
[2024-05-28 15:20:05.439947]     0.6875 MB /   0.50 sec =   11.5336 Mbps     3 retrans     56 KB-cwnd
[2024-05-28 15:20:06.190923]     0.6250 MB /   0.50 sec =   10.4867 Mbps     1 retrans     50 KB-cwnd
[2024-05-28 15:20:06.191449]     0.5000 MB /   0.50 sec =    8.3884 Mbps     0 retrans     50 KB-cwnd
[2024-05-28 15:20:07.067356]     0.5000 MB /   0.50 sec =    8.3875 Mbps     3 retrans     38 KB-cwnd
[2024-05-28 15:20:08.127549]     0.4375 MB /   0.50 sec =    7.3399 Mbps     1 retrans     39 KB-cwnd
[2024-05-28 15:20:08.127677]     0.3750 MB /   0.50 sec =    6.2920 Mbps     0 retrans     39 KB-cwnd
[2024-05-28 15:20:09.138259]     0.3750 MB /   0.50 sec =    6.2918 Mbps     1 retrans     38 KB-cwnd
[2024-05-28 15:20:09.138522]     0.3750 MB /   0.50 sec =    6.2913 Mbps     0 retrans     39 KB-cwnd
[2024-05-28 15:20:09.138564]     0.3750 MB /   0.50 sec =    6.2915 Mbps     0 retrans     39 KB-cwnd
[2024-05-28 15:20:10.075357]     0.4375 MB /   0.50 sec =    7.3397 Mbps     0 retrans     50 KB-cwnd
