Start time: 1716942418397
[2024-05-28 20:26:58.533130] PING 35.245.244.238 (35.245.244.238) 38(66) bytes of data.
[2024-05-28 20:26:58.533684] 46 bytes from 35.245.244.238: icmp_seq=1 ttl=55 time=94.2 ms
[2024-05-28 20:26:58.691171] 46 bytes from 35.245.244.238: icmp_seq=2 ttl=55 time=51.4 ms
[2024-05-28 20:26:58.902930] 46 bytes from 35.245.244.238: icmp_seq=3 ttl=55 time=59.5 ms
[2024-05-28 20:26:59.091571] 46 bytes from 35.245.244.238: icmp_seq=4 ttl=55 time=48.0 ms
[2024-05-28 20:26:59.303714] 46 bytes from 35.245.244.238: icmp_seq=5 ttl=55 time=57.6 ms
[2024-05-28 20:26:59.501695] 46 bytes from 35.245.244.238: icmp_seq=6 ttl=55 time=55.1 ms
[2024-05-28 20:26:59.701345] 46 bytes from 35.245.244.238: icmp_seq=7 ttl=55 time=54.0 ms
[2024-05-28 20:26:59.901476] 46 bytes from 35.245.244.238: icmp_seq=8 ttl=55 time=53.7 ms
[2024-05-28 20:27:00.101461] 46 bytes from 35.245.244.238: icmp_seq=9 ttl=55 time=53.1 ms
[2024-05-28 20:27:00.301673] 46 bytes from 35.245.244.238: icmp_seq=10 ttl=55 time=51.9 ms
[2024-05-28 20:27:00.501566] 46 bytes from 35.245.244.238: icmp_seq=11 ttl=55 time=51.1 ms
[2024-05-28 20:27:00.711519] 46 bytes from 35.245.244.238: icmp_seq=12 ttl=55 time=59.9 ms
[2024-05-28 20:27:00.913401] 46 bytes from 35.245.244.238: icmp_seq=13 ttl=55 time=60.9 ms
[2024-05-28 20:27:01.101190] 46 bytes from 35.245.244.238: icmp_seq=14 ttl=55 time=48.0 ms
[2024-05-28 20:27:01.311271] 46 bytes from 35.245.244.238: icmp_seq=15 ttl=55 time=57.1 ms
[2024-05-28 20:27:01.519394] 46 bytes from 35.245.244.238: icmp_seq=16 ttl=55 time=64.0 ms
[2024-05-28 20:27:01.711625] 46 bytes from 35.245.244.238: icmp_seq=17 ttl=55 time=55.7 ms
[2024-05-28 20:27:01.911155] 46 bytes from 35.245.244.238: icmp_seq=18 ttl=55 time=54.6 ms
[2024-05-28 20:27:02.119420] 46 bytes from 35.245.244.238: icmp_seq=19 ttl=55 time=61.2 ms
[2024-05-28 20:27:02.312433] 46 bytes from 35.245.244.238: icmp_seq=20 ttl=55 time=52.4 ms
[2024-05-28 20:27:02.511282] 46 bytes from 35.245.244.238: icmp_seq=21 ttl=55 time=52.0 ms
[2024-05-28 20:27:02.719495] 46 bytes from 35.245.244.238: icmp_seq=22 ttl=55 time=59.2 ms
[2024-05-28 20:27:02.911292] 46 bytes from 35.245.244.238: icmp_seq=23 ttl=55 time=49.8 ms
[2024-05-28 20:27:03.121540] 46 bytes from 35.245.244.238: icmp_seq=24 ttl=55 time=59.2 ms
