Start time: 1716910993761
[2024-05-28 11:43:14.722570] nuttcp-t: v8.1.4: socket
[2024-05-28 11:43:14.723675] nuttcp-t: buflen=65536, nstream=1, port=5003 tcp -> 35.245.244.238
[2024-05-28 11:43:14.723852] nuttcp-t: time limit = 120.00 seconds
[2024-05-28 11:43:14.723943] nuttcp-t: connect to 35.245.244.238 with mss=1408, RTT=33.559 ms af=inet
[2024-05-28 11:43:14.724051] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-05-28 11:43:14.724138] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-05-28 11:43:14.724226] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-28 11:43:14.724324] nuttcp-r: v8.1.4: socket
[2024-05-28 11:43:14.724439] nuttcp-r: buflen=65536, nstream=1, port=5003 tcp
[2024-05-28 11:43:14.724541] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-28 11:43:14.724622] nuttcp-r: accept from 98.97.21.16 with af=inet
[2024-05-28 11:43:14.724701] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-28 11:43:14.724779] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-28 11:43:14.724860]     1.0625 MB /   0.50 sec =   17.8230 Mbps    26 retrans    200 KB-cwnd
[2024-05-28 11:43:15.421662]     1.7500 MB /   0.50 sec =   29.3594 Mbps    20 retrans     42 KB-cwnd
[2024-05-28 11:43:16.267064]     0.6250 MB /   0.50 sec =   10.4859 Mbps     2 retrans     42 KB-cwnd
[2024-05-28 11:43:16.268057]     0.5000 MB /   0.50 sec =    8.3888 Mbps     0 retrans     42 KB-cwnd
[2024-05-28 11:43:17.076097]     0.5000 MB /   0.50 sec =    8.3882 Mbps     0 retrans     52 KB-cwnd
[2024-05-28 11:43:17.076567]     0.5625 MB /   0.50 sec =    9.4375 Mbps     0 retrans     52 KB-cwnd
[2024-05-28 11:43:17.980028]     0.4375 MB /   0.50 sec =    7.3397 Mbps     4 retrans     42 KB-cwnd
[2024-05-28 11:43:19.130305]     0.4375 MB /   0.50 sec =    7.3406 Mbps     6 retrans     26 KB-cwnd
[2024-05-28 11:43:19.130766]     0.3750 MB /   0.50 sec =    6.2914 Mbps     0 retrans     26 KB-cwnd
[2024-05-28 11:43:19.130881]     0.3125 MB /   0.50 sec =    5.2429 Mbps     0 retrans     26 KB-cwnd
[2024-05-28 11:43:20.410555]     0.2500 MB /   0.50 sec =    4.1942 Mbps     3 retrans     35 KB-cwnd
[2024-05-28 11:43:20.411063]     0.3125 MB /   0.50 sec =    5.2429 Mbps     0 retrans     35 KB-cwnd
[2024-05-28 11:43:21.402366]     0.4375 MB /   0.50 sec =    7.3400 Mbps     1 retrans     37 KB-cwnd
