time,rtt_ms,operator
2024-05-29T13:06:44.840458-04:00,40.9,starlink
2024-05-29T13:06:45.036187-04:00,35.8,starlink
2024-05-29T13:06:45.229469-04:00,31.7,starlink
2024-05-29T13:06:45.450858-04:00,49.1,starlink
2024-05-29T13:06:45.637774-04:00,37.0,starlink
2024-05-29T13:06:45.843823-04:00,39.7,starlink
2024-05-29T13:06:46.042847-04:00,39.5,starlink
2024-05-29T13:06:46.253214-04:00,46.1,starlink
2024-05-29T13:06:46.454613-04:00,43.2,starlink
2024-05-29T13:06:46.654073-04:00,39.8,starlink
2024-05-29T13:06:46.853384-04:00,38.3,starlink
2024-05-29T13:06:47.054310-04:00,38.3,starlink
2024-05-29T13:06:47.262031-04:00,44.7,starlink
2024-05-29T13:06:47.453714-04:00,36.1,starlink
2024-05-29T13:06:47.659310-04:00,39.2,starlink
2024-05-29T13:06:47.861682-04:00,41.7,starlink
2024-05-29T13:06:48.059757-04:00,38.3,starlink
2024-05-29T13:06:48.257268-04:00,36.0,starlink
2024-05-29T13:06:48.461150-04:00,38.0,starlink
2024-05-29T13:06:48.657595-04:00,33.9,starlink
2024-05-29T13:06:48.866193-04:00,40.3,starlink
2024-05-29T13:06:49.066292-04:00,39.4,starlink
2024-05-29T13:06:49.268083-04:00,39.6,starlink
2024-05-29T13:06:49.469655-04:00,38.7,starlink
2024-05-29T13:06:49.676822-04:00,41.9,starlink
2024-05-29T13:06:49.869596-04:00,35.2,starlink
2024-05-29T13:06:50.074309-04:00,39.3,starlink
2024-05-29T13:06:50.284799-04:00,45.9,starlink
2024-05-29T13:06:50.477954-04:00,39.2,starlink
2024-05-29T13:06:50.679848-04:00,39.2,starlink
2024-05-29T13:06:50.879732-04:00,37.7,starlink
2024-05-29T13:06:51.080771-04:00,36.8,starlink
2024-05-29T13:06:51.284361-04:00,38.8,starlink
2024-05-29T13:06:51.491851-04:00,43.8,starlink
2024-05-29T13:06:51.691164-04:00,43.5,starlink
2024-05-29T13:06:51.888720-04:00,39.5,starlink
2024-05-29T13:06:52.090043-04:00,40.0,starlink
2024-05-29T13:06:52.289722-04:00,39.0,starlink
2024-05-29T13:06:52.490192-04:00,37.0,starlink
2024-05-29T13:06:52.695802-04:00,40.5,starlink
2024-05-29T13:06:52.895430-04:00,38.8,starlink
2024-05-29T13:06:53.103548-04:00,45.1,starlink
2024-05-29T13:06:53.298232-04:00,39.7,starlink
2024-05-29T13:06:53.499403-04:00,40.3,starlink
2024-05-29T13:06:53.697280-04:00,36.3,starlink
2024-05-29T13:06:53.900310-04:00,36.7,starlink
2024-05-29T13:06:54.102795-04:00,39.3,starlink
2024-05-29T13:06:54.307731-04:00,41.8,starlink
2024-05-29T13:06:54.506429-04:00,41.3,starlink
2024-05-29T13:06:54.710170-04:00,40.8,starlink
2024-05-29T13:06:54.907911-04:00,39.5,starlink
2024-05-29T13:06:55.109002-04:00,38.9,starlink
2024-05-29T13:06:55.310507-04:00,39.1,starlink
2024-05-29T13:06:55.513828-04:00,42.0,starlink
2024-05-29T13:06:55.710630-04:00,37.7,starlink
2024-05-29T13:06:55.917028-04:00,41.1,starlink
2024-05-29T13:06:56.116300-04:00,39.9,starlink
2024-05-29T13:06:56.317297-04:00,41.4,starlink
2024-05-29T13:06:56.514179-04:00,37.2,starlink
2024-05-29T13:06:56.719286-04:00,39.7,starlink
2024-05-29T13:06:56.914997-04:00,35.2,starlink
2024-05-29T13:06:57.115018-04:00,35.0,starlink
2024-05-29T13:06:57.349746-04:00,68.5,starlink
2024-05-29T13:06:57.527749-04:00,46.2,starlink
2024-05-29T13:06:57.732391-04:00,48.4,starlink
2024-05-29T13:06:57.925849-04:00,39.6,starlink
2024-05-29T13:06:58.119336-04:00,34.2,starlink
2024-05-29T13:06:58.341143-04:00,54.1,starlink
