Start time: 1716824129168
[2024-05-27 11:35:30.119493] nuttcp-t: v8.1.4: socket
[2024-05-27 11:35:30.120248] nuttcp-t: buflen=65536, nstream=1, port=5002 tcp -> 35.245.244.238
[2024-05-27 11:35:30.120317] nuttcp-t: time limit = 120.00 seconds
[2024-05-27 11:35:30.120382] nuttcp-t: connect to 35.245.244.238 with mss=1358, RTT=45.440 ms af=inet
[2024-05-27 11:35:30.120465] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-05-27 11:35:30.120543] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-05-27 11:35:30.120623] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-27 11:35:30.120701] nuttcp-r: v8.1.4: socket
[2024-05-27 11:35:30.120775] nuttcp-r: buflen=65536, nstream=1, port=5002 tcp
[2024-05-27 11:35:30.120850] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-27 11:35:30.120924] nuttcp-r: accept from 12.74.59.34 with af=inet
[2024-05-27 11:35:30.121012] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-27 11:35:30.121090] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-27 11:35:30.121169]     2.7500 MB /   0.50 sec =   46.1339 Mbps     0 retrans   2284 KB-cwnd
[2024-05-27 11:35:30.710518]     4.4375 MB /   0.50 sec =   74.4470 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:31.038483]     4.3125 MB /   0.50 sec =   72.3535 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:31.904446]     3.5000 MB /   0.50 sec =   58.7197 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:32.432671]     2.8125 MB /   0.50 sec =   47.1865 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:33.080007]     2.4375 MB /   0.50 sec =   40.8935 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:33.080642]     2.0000 MB /   0.50 sec =   33.5554 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:33.732008]     2.0625 MB /   0.50 sec =   34.6020 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:34.507459]     1.9375 MB /   0.50 sec =   32.5066 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:34.507970]     1.6250 MB /   0.50 sec =   27.2632 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:35.402520]     1.5625 MB /   0.50 sec =   26.2138 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:36.501555]     1.3750 MB /   0.50 sec =   23.0681 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:36.502035]     1.3750 MB /   0.50 sec =   23.0703 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:36.502260]     1.0625 MB /   0.50 sec =   17.8244 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:38.186508]     0.8125 MB /   0.50 sec =   13.6317 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:38.187174]     0.8750 MB /   0.50 sec =   14.6800 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:38.187453]     0.6875 MB /   0.50 sec =   11.5329 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:41.390550]     0.6250 MB /   0.50 sec =   10.4875 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:41.390734]     0.5000 MB /   0.50 sec =    8.3883 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:41.390769]     0.5000 MB /   0.50 sec =    8.3885 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:41.390795]     0.3750 MB /   0.50 sec =    6.2909 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:41.390827]     0.4375 MB /   0.50 sec =    7.3412 Mbps     0 retrans   2399 KB-cwnd
[2024-05-27 11:35:41.390853]     0.3125 MB /   0.50 sec =    5.2424 Mbps     0 retrans   2399 KB-cwnd
