Start time: 1716826181142
[2024-05-27 12:10:13.412694] Connecting to host 35.245.244.238, port 5203
[2024-05-27 12:10:13.413037] [  5] local 192.168.1.21 port 36405 connected to 35.245.244.238 port 5203
[2024-05-27 12:10:13.413076] [ ID] Interval           Transfer     Bitrate         Total Datagrams
[2024-05-27 12:10:13.413106] [  5]   0.00-0.50   sec  20.1 MBytes   337 Mbits/sec  15050  
[2024-05-27 12:10:13.413134] [  5]   0.50-1.00   sec  20.7 MBytes   347 Mbits/sec  15490  
[2024-05-27 12:10:13.413160] [  5]   1.00-1.50   sec  19.5 MBytes   328 Mbits/sec  14630  
[2024-05-27 12:10:13.413184] [  5]   1.50-2.00   sec  17.6 MBytes   295 Mbits/sec  13170  
[2024-05-27 12:10:13.413209] [  5]   2.00-2.50   sec  17.9 MBytes   300 Mbits/sec  13390  
[2024-05-27 12:10:13.413234] [  5]   2.50-3.00   sec  17.7 MBytes   297 Mbits/sec  13260  
[2024-05-27 12:10:13.413257] [  5]   3.00-3.50   sec  17.6 MBytes   295 Mbits/sec  13150  
[2024-05-27 12:10:13.413279] [  5]   3.50-4.00   sec  17.2 MBytes   288 Mbits/sec  12880  
[2024-05-27 12:10:13.413303] [  5]   4.00-4.50   sec  18.3 MBytes   307 Mbits/sec  13690  
[2024-05-27 12:10:13.413326] [  5]   4.50-5.00   sec  18.3 MBytes   306 Mbits/sec  13670  
[2024-05-27 12:10:13.413351] [  5]   5.00-5.50   sec  18.3 MBytes   307 Mbits/sec  13710  
[2024-05-27 12:10:13.413376] [  5]   5.50-6.00   sec  18.1 MBytes   303 Mbits/sec  13540  
[2024-05-27 12:10:13.413399] [  5]   6.00-6.50   sec  17.4 MBytes   292 Mbits/sec  13030  
[2024-05-27 12:10:13.413424] [  5]   6.50-7.00   sec  17.4 MBytes   292 Mbits/sec  13040  
[2024-05-27 12:10:13.413447] [  5]   7.00-7.50   sec  18.2 MBytes   305 Mbits/sec  13630  
[2024-05-27 12:10:13.413472] [  5]   7.50-8.00   sec  17.2 MBytes   288 Mbits/sec  12860  
[2024-05-27 12:10:13.413495] [  5]   8.00-8.50   sec  16.7 MBytes   280 Mbits/sec  12510  
[2024-05-27 12:10:13.413521] [  5]   8.50-9.00   sec  17.1 MBytes   287 Mbits/sec  12830  
[2024-05-27 12:10:13.413544] [  5]   9.00-9.50   sec  17.3 MBytes   291 Mbits/sec  12990  
[2024-05-27 12:10:13.413570] [  5]   9.50-10.00  sec  17.7 MBytes   296 Mbits/sec  13220  
[2024-05-27 12:10:13.413597] [  5]  10.00-10.50  sec  17.1 MBytes   287 Mbits/sec  12810  
[2024-05-27 12:10:13.413623] [  5]  10.50-11.00  sec  18.9 MBytes   317 Mbits/sec  14150  
[2024-05-27 12:10:13.413647] [  5]  11.00-11.50  sec  17.6 MBytes   295 Mbits/sec  13180  
[2024-05-27 12:10:13.413671] [  5]  11.50-12.00  sec  17.6 MBytes   295 Mbits/sec  13160  
[2024-05-27 12:10:13.413696] [  5]  12.00-12.50  sec  18.5 MBytes   311 Mbits/sec  13870  
[2024-05-27 12:10:13.413722] [  5]  12.50-13.00  sec  16.4 MBytes   274 Mbits/sec  12250  
[2024-05-27 12:10:13.413747] [  5]  13.00-13.50  sec  18.5 MBytes   310 Mbits/sec  13850  
[2024-05-27 12:10:13.413771] [  5]  13.50-14.00  sec  18.2 MBytes   305 Mbits/sec  13620  
[2024-05-27 12:10:13.413796] [  5]  14.00-14.50  sec  17.6 MBytes   295 Mbits/sec  13150  
[2024-05-27 12:10:13.413820] [  5]  14.50-15.00  sec  18.0 MBytes   301 Mbits/sec  13450  
[2024-05-27 12:10:13.413846] [  5]  15.00-15.50  sec  18.1 MBytes   304 Mbits/sec  13590  
[2024-05-27 12:10:13.413869] [  5]  15.50-16.00  sec  17.0 MBytes   286 Mbits/sec  12750  
[2024-05-27 12:10:13.413895] [  5]  16.00-16.50  sec  17.5 MBytes   294 Mbits/sec  13140  
[2024-05-27 12:10:13.413919] [  5]  16.50-17.00  sec  17.7 MBytes   297 Mbits/sec  13250  
[2024-05-27 12:10:13.413943] [  5]  17.00-17.50  sec  18.4 MBytes   309 Mbits/sec  13800  
[2024-05-27 12:10:13.413967] [  5]  17.50-18.00  sec  16.6 MBytes   278 Mbits/sec  12410  
[2024-05-27 12:10:13.413990] [  5]  18.00-18.50  sec  17.8 MBytes   299 Mbits/sec  13360  
[2024-05-27 12:10:13.414014] [  5]  18.50-19.00  sec  18.6 MBytes   313 Mbits/sec  13960  
[2024-05-27 12:10:13.414036] [  5]  19.00-19.50  sec  17.1 MBytes   288 Mbits/sec  12840  
[2024-05-27 12:10:13.414057] [  5]  19.50-20.00  sec  18.4 MBytes   309 Mbits/sec  13790  
[2024-05-27 12:10:13.414079] [  5]  20.00-20.50  sec  16.9 MBytes   283 Mbits/sec  12650  
[2024-05-27 12:10:13.414101] [  5]  20.50-21.00  sec  16.7 MBytes   280 Mbits/sec  12480  
[2024-05-27 12:10:13.414136] [  5]  21.00-21.50  sec  17.0 MBytes   286 Mbits/sec  12760  
[2024-05-27 12:10:13.414161] [  5]  21.50-22.00  sec  17.6 MBytes   295 Mbits/sec  13190  
[2024-05-27 12:10:13.414187] [  5]  22.00-22.50  sec  18.0 MBytes   302 Mbits/sec  13470  
[2024-05-27 12:10:13.414209] [  5]  22.50-23.00  sec  17.2 MBytes   288 Mbits/sec  12870  
[2024-05-27 12:10:13.414231] [  5]  23.00-23.50  sec  17.5 MBytes   293 Mbits/sec  13100  
[2024-05-27 12:10:13.414252] [  5]  23.50-24.00  sec  17.7 MBytes   298 Mbits/sec  13290  
[2024-05-27 12:10:13.414275] [  5]  24.00-24.50  sec  17.3 MBytes   291 Mbits/sec  12980  
[2024-05-27 12:10:13.414297] [  5]  24.50-25.00  sec  18.0 MBytes   302 Mbits/sec  13490  
[2024-05-27 12:10:13.414320] [  5]  25.00-25.50  sec  18.5 MBytes   311 Mbits/sec  13880  
[2024-05-27 12:10:13.414341] [  5]  25.50-26.00  sec  17.3 MBytes   291 Mbits/sec  12970  
[2024-05-27 12:10:13.414364] [  5]  26.00-26.50  sec  18.1 MBytes   303 Mbits/sec  13520  
[2024-05-27 12:10:13.414385] [  5]  26.50-27.00  sec  17.3 MBytes   290 Mbits/sec  12940  
[2024-05-27 12:10:13.414406] [  5]  27.00-27.50  sec  16.6 MBytes   279 Mbits/sec  12470  
[2024-05-27 12:10:13.414429] [  5]  27.50-28.00  sec  19.1 MBytes   320 Mbits/sec  14270  
[2024-05-27 12:10:13.414450] [  5]  28.00-28.50  sec  15.9 MBytes   267 Mbits/sec  11900  
[2024-05-27 12:10:13.414473] [  5]  28.50-29.00  sec  17.9 MBytes   300 Mbits/sec  13400  
[2024-05-27 12:10:13.414496] [  5]  29.00-29.50  sec  17.8 MBytes   299 Mbits/sec  13360  
[2024-05-27 12:10:13.414517] [  5]  29.50-30.00  sec  17.5 MBytes   293 Mbits/sec  13080  
[2024-05-27 12:10:13.414538] [  5]  30.00-30.50  sec  18.4 MBytes   308 Mbits/sec  13760  
[2024-05-27 12:10:13.414558] [  5]  30.50-31.00  sec  17.3 MBytes   289 Mbits/sec  12920  
[2024-05-27 12:10:13.414578] [  5]  31.00-31.50  sec  17.6 MBytes   296 Mbits/sec  13210  
[2024-05-27 12:10:46.412881] [  5]  31.50-32.00  sec  17.3 MBytes   290 Mbits/sec  12940  
[2024-05-27 12:10:46.413259] [  5]  32.00-32.50  sec  17.7 MBytes   298 Mbits/sec  13290  
[2024-05-27 12:10:46.413372] [  5]  32.50-33.00  sec  17.5 MBytes   293 Mbits/sec  13070  
[2024-05-27 12:10:46.413459] [  5]  33.00-33.50  sec  18.5 MBytes   310 Mbits/sec  13840  
[2024-05-27 12:10:46.413541] [  5]  33.50-34.00  sec  17.8 MBytes   298 Mbits/sec  13300  
[2024-05-27 12:10:46.413621] [  5]  34.00-34.50  sec  17.9 MBytes   300 Mbits/sec  13400  
[2024-05-27 12:10:46.413696] [  5]  34.50-35.00  sec  17.4 MBytes   292 Mbits/sec  13040  
[2024-05-27 12:10:46.413775] [  5]  35.00-35.50  sec  17.7 MBytes   297 Mbits/sec  13260  
[2024-05-27 12:10:46.413848] [  5]  35.50-36.00  sec  18.1 MBytes   303 Mbits/sec  13540  
[2024-05-27 12:10:46.413924] [  5]  36.00-36.50  sec  17.9 MBytes   300 Mbits/sec  13370  
[2024-05-27 12:10:46.413996] [  5]  36.50-37.00  sec  17.7 MBytes   297 Mbits/sec  13260  
[2024-05-27 12:10:46.414070] [  5]  37.00-37.50  sec  18.2 MBytes   305 Mbits/sec  13610  
[2024-05-27 12:10:46.414144] [  5]  37.50-38.00  sec  18.6 MBytes   311 Mbits/sec  13900  
[2024-05-27 12:10:46.414216] [  5]  38.00-38.50  sec  17.4 MBytes   292 Mbits/sec  13030  
[2024-05-27 12:10:46.414292] [  5]  38.50-39.00  sec  17.3 MBytes   291 Mbits/sec  12980  
[2024-05-27 12:10:46.414364] [  5]  39.00-39.50  sec  17.7 MBytes   296 Mbits/sec  13220  
[2024-05-27 12:10:46.414438] [  5]  39.50-40.00  sec  17.2 MBytes   289 Mbits/sec  12910  
[2024-05-27 12:10:46.414517] [  5]  40.00-40.50  sec  18.0 MBytes   301 Mbits/sec  13460  
[2024-05-27 12:10:46.414592] [  5]  40.50-41.00  sec  18.1 MBytes   304 Mbits/sec  13550  
[2024-05-27 12:10:46.414666] [  5]  41.00-41.50  sec  16.3 MBytes   274 Mbits/sec  12240  
