Start time: 1716826181142
[2024-05-27 12:10:13.412694] Connecting to host 35.245.244.238, port 5203
[2024-05-27 12:10:13.413037] [  5] local 192.168.1.21 port 36405 connected to 35.245.244.238 port 5203
[2024-05-27 12:10:13.413076] [ ID] Interval           Transfer     Bitrate         Total Datagrams
[2024-05-27 12:10:13.413106] [  5]   0.00-0.50   sec  20.1 MBytes   337 Mbits/sec  15050  
[2024-05-27 12:10:46.414817] [  5]  41.50-42.00  sec  17.9 MBytes   301 Mbits/sec  13440  
[2024-05-27 12:10:46.414900] [  5]  42.00-42.50  sec  16.7 MBytes   280 Mbits/sec  12490  
[2024-05-27 12:10:46.414978] [  5]  42.50-43.00  sec  17.7 MBytes   298 Mbits/sec  13290  
[2024-05-27 12:10:46.415053] [  5]  43.00-43.50  sec  17.8 MBytes   298 Mbits/sec  13300  
[2024-05-27 12:10:46.415164] [  5]  43.50-44.00  sec  18.0 MBytes   302 Mbits/sec  13480  
[2024-05-27 12:10:46.415242] [  5]  44.00-44.50  sec  18.0 MBytes   302 Mbits/sec  13490  
[2024-05-27 12:10:46.415315] [  5]  44.50-45.00  sec  18.2 MBytes   306 Mbits/sec  13640  
[2024-05-27 12:10:46.415385] [  5]  45.00-45.50  sec  18.1 MBytes   304 Mbits/sec  13590  
[2024-05-27 12:10:46.415458] [  5]  45.50-46.00  sec  18.1 MBytes   304 Mbits/sec  13550  
[2024-05-27 12:10:46.415533] [  5]  46.00-46.50  sec  17.3 MBytes   291 Mbits/sec  12980  
[2024-05-27 12:10:46.415605] [  5]  46.50-47.00  sec  18.4 MBytes   308 Mbits/sec  13760  
[2024-05-27 12:10:46.415680] [  5]  47.00-47.50  sec  17.1 MBytes   287 Mbits/sec  12830  
[2024-05-27 12:10:46.415752] [  5]  47.50-48.00  sec  17.9 MBytes   300 Mbits/sec  13380  
[2024-05-27 12:10:46.415825] [  5]  48.00-48.50  sec  17.7 MBytes   297 Mbits/sec  13280  
[2024-05-27 12:10:46.415897] [  5]  48.50-49.00  sec  17.5 MBytes   294 Mbits/sec  13130  
[2024-05-27 12:10:46.415970] [  5]  49.00-49.50  sec  17.6 MBytes   296 Mbits/sec  13180  
[2024-05-27 12:10:46.416045] [  5]  49.50-50.00  sec  17.9 MBytes   300 Mbits/sec  13380  
[2024-05-27 12:10:46.416119] [  5]  50.00-50.50  sec  18.1 MBytes   304 Mbits/sec  13560  
[2024-05-27 12:10:46.416189] [  5]  50.50-51.00  sec  17.8 MBytes   298 Mbits/sec  13320  
[2024-05-27 12:10:46.416273] [  5]  51.00-51.50  sec  17.3 MBytes   289 Mbits/sec  12920  
[2024-05-27 12:10:46.416346] [  5]  51.50-52.00  sec  18.2 MBytes   305 Mbits/sec  13640  
[2024-05-27 12:10:46.416421] [  5]  52.00-52.50  sec  17.5 MBytes   292 Mbits/sec  13070  
[2024-05-27 12:10:46.416493] [  5]  52.50-53.00  sec  17.2 MBytes   289 Mbits/sec  12900  
[2024-05-27 12:10:46.416569] [  5]  53.00-53.50  sec  18.6 MBytes   311 Mbits/sec  13910  
[2024-05-27 12:10:46.416642] [  5]  53.50-54.00  sec  17.2 MBytes   288 Mbits/sec  12850  
[2024-05-27 12:10:46.416714] [  5]  54.00-54.50  sec  18.6 MBytes   313 Mbits/sec  13950  
[2024-05-27 12:10:46.416786] [  5]  54.50-55.00  sec  17.7 MBytes   297 Mbits/sec  13240  
[2024-05-27 12:10:46.416862] [  5]  55.00-55.50  sec  16.8 MBytes   282 Mbits/sec  12610  
[2024-05-27 12:10:46.416935] [  5]  55.50-56.00  sec  17.6 MBytes   295 Mbits/sec  13190  
[2024-05-27 12:10:46.417004] [  5]  56.00-56.50  sec  17.1 MBytes   287 Mbits/sec  12830  
[2024-05-27 12:10:46.417074] [  5]  56.50-57.00  sec  16.5 MBytes   277 Mbits/sec  12360  
[2024-05-27 12:10:46.417144] [  5]  57.00-57.50  sec  14.6 MBytes   245 Mbits/sec  10950  
[2024-05-27 12:10:46.417216] [  5]  57.50-58.00  sec  11.3 MBytes   189 Mbits/sec  8430  
[2024-05-27 12:10:46.417286] [  5]  58.00-58.50  sec  13.1 MBytes   220 Mbits/sec  9820  
[2024-05-27 12:10:46.417361] [  5]  58.50-59.00  sec  15.5 MBytes   260 Mbits/sec  11600  
[2024-05-27 12:10:46.417433] [  5]  59.00-59.50  sec  18.6 MBytes   312 Mbits/sec  13940  
[2024-05-27 12:10:46.417502] [  5]  59.50-60.00  sec  18.7 MBytes   315 Mbits/sec  14030  
[2024-05-27 12:10:46.417574] [  5]  60.00-60.50  sec  17.7 MBytes   296 Mbits/sec  13220  
[2024-05-27 12:10:46.417644] [  5]  60.50-61.00  sec  18.0 MBytes   302 Mbits/sec  13470  
[2024-05-27 12:10:46.417715] [  5]  61.00-61.50  sec  18.1 MBytes   304 Mbits/sec  13550  
[2024-05-27 12:10:46.417790] [  5]  61.50-62.00  sec  17.3 MBytes   291 Mbits/sec  12970  
[2024-05-27 12:10:46.417862] [  5]  62.00-62.50  sec  18.4 MBytes   308 Mbits/sec  13760  
[2024-05-27 12:10:46.417936] [  5]  62.50-63.00  sec  18.1 MBytes   304 Mbits/sec  13550  
[2024-05-27 12:10:46.418006] [  5]  63.00-63.50  sec  19.2 MBytes   322 Mbits/sec  14380  
[2024-05-27 12:10:46.418076] [  5]  63.50-64.00  sec  17.4 MBytes   292 Mbits/sec  13040  
[2024-05-27 12:10:46.418153] [  5]  64.00-64.50  sec  17.8 MBytes   299 Mbits/sec  13350  
[2024-05-27 12:11:19.412879] [  5]  64.50-65.00  sec  18.2 MBytes   306 Mbits/sec  13650  
[2024-05-27 12:11:19.413369] [  5]  65.00-65.50  sec  18.1 MBytes   304 Mbits/sec  13550  
[2024-05-27 12:11:19.413606] [  5]  65.50-66.00  sec  16.9 MBytes   283 Mbits/sec  12630  
[2024-05-27 12:11:19.413785] [  5]  66.00-66.50  sec  17.8 MBytes   299 Mbits/sec  13350  
[2024-05-27 12:11:19.413869] [  5]  66.50-67.00  sec  17.7 MBytes   296 Mbits/sec  13220  
[2024-05-27 12:11:19.413945] [  5]  67.00-67.50  sec  17.7 MBytes   297 Mbits/sec  13260  
[2024-05-27 12:11:19.414020] [  5]  67.50-68.00  sec  18.3 MBytes   306 Mbits/sec  13670  
[2024-05-27 12:11:19.414096] [  5]  68.00-68.50  sec  18.2 MBytes   305 Mbits/sec  13610  
[2024-05-27 12:11:19.414183] [  5]  68.50-69.00  sec  16.9 MBytes   283 Mbits/sec  12650  
[2024-05-27 12:11:19.414296] [  5]  69.00-69.50  sec  17.6 MBytes   296 Mbits/sec  13210  
[2024-05-27 12:11:19.414372] [  5]  69.50-70.00  sec  18.8 MBytes   315 Mbits/sec  14090  
[2024-05-27 12:11:19.414451] [  5]  70.00-70.50  sec  18.1 MBytes   303 Mbits/sec  13520  
[2024-05-27 12:11:19.414531] [  5]  70.50-71.00  sec  17.9 MBytes   301 Mbits/sec  13420  
[2024-05-27 12:11:19.414607] [  5]  71.00-71.50  sec  17.9 MBytes   300 Mbits/sec  13400  
[2024-05-27 12:11:19.414685] [  5]  71.50-72.00  sec  18.2 MBytes   305 Mbits/sec  13610  
[2024-05-27 12:11:19.414831] [  5]  72.00-72.50  sec  18.1 MBytes   304 Mbits/sec  13560  
[2024-05-27 12:11:19.414912] [  5]  72.50-73.00  sec  17.4 MBytes   292 Mbits/sec  13030  
[2024-05-27 12:11:19.414988] [  5]  73.00-73.50  sec  18.7 MBytes   313 Mbits/sec  13970  
[2024-05-27 12:11:19.415065] [  5]  73.50-74.00  sec  17.6 MBytes   295 Mbits/sec  13150  
[2024-05-27 12:11:19.415140] [  5]  74.00-74.50  sec  18.4 MBytes   308 Mbits/sec  13760  
[2024-05-27 12:11:19.415215] [  5]  74.50-75.00  sec  18.0 MBytes   302 Mbits/sec  13480  
[2024-05-27 12:11:19.415289] [  5]  75.00-75.50  sec  18.1 MBytes   304 Mbits/sec  13580  
[2024-05-27 12:11:19.415365] [  5]  75.50-76.00  sec  17.2 MBytes   289 Mbits/sec  12910  
[2024-05-27 12:11:19.415440] [  5]  76.00-76.50  sec  17.9 MBytes   301 Mbits/sec  13430  
[2024-05-27 12:11:19.415919] [  5]  76.50-77.00  sec  16.4 MBytes   275 Mbits/sec  12280  
[2024-05-27 12:11:19.416058] [  5]  77.00-77.50  sec  18.1 MBytes   304 Mbits/sec  13560  
[2024-05-27 12:11:19.416134] [  5]  77.50-78.00  sec  18.1 MBytes   303 Mbits/sec  13530  
[2024-05-27 12:11:19.416207] [  5]  78.00-78.50  sec  17.3 MBytes   290 Mbits/sec  12960  
[2024-05-27 12:11:19.416281] [  5]  78.50-79.00  sec  18.9 MBytes   317 Mbits/sec  14130  
[2024-05-27 12:11:19.416353] [  5]  79.00-79.50  sec  17.3 MBytes   290 Mbits/sec  12940  
[2024-05-27 12:11:19.416426] [  5]  79.50-80.00  sec  17.5 MBytes   293 Mbits/sec  13070  
[2024-05-27 12:11:19.416499] [  5]  80.00-80.50  sec  18.2 MBytes   305 Mbits/sec  13600  
[2024-05-27 12:11:19.416572] [  5]  80.50-81.00  sec  17.2 MBytes   288 Mbits/sec  12880  
[2024-05-27 12:11:19.416645] [  5]  81.00-81.50  sec  17.3 MBytes   289 Mbits/sec  12920  
[2024-05-27 12:11:19.416717] [  5]  81.50-82.00  sec  17.2 MBytes   289 Mbits/sec  12890  
[2024-05-27 12:11:19.416891] [  5]  82.00-82.50  sec  17.3 MBytes   290 Mbits/sec  12950  
[2024-05-27 12:11:19.416964] [  5]  82.50-83.00  sec  17.5 MBytes   294 Mbits/sec  13120  
[2024-05-27 12:11:19.417041] [  5]  83.00-83.50  sec  17.9 MBytes   299 Mbits/sec  13370  
[2024-05-27 12:11:19.417282] [  5]  83.50-84.00  sec  18.2 MBytes   305 Mbits/sec  13630  
[2024-05-27 12:11:19.417570] [  5]  84.00-84.50  sec  18.2 MBytes   305 Mbits/sec  13610  
[2024-05-27 12:11:19.417764] [  5]  84.50-85.00  sec  16.6 MBytes   279 Mbits/sec  12440  
[2024-05-27 12:11:19.417959] [  5]  85.00-85.50  sec  18.2 MBytes   306 Mbits/sec  13640  
[2024-05-27 12:11:19.418242] [  5]  85.50-86.00  sec  16.4 MBytes   275 Mbits/sec  12260  
[2024-05-27 12:11:19.418317] [  5]  86.00-86.50  sec  17.7 MBytes   296 Mbits/sec  13220  
[2024-05-27 12:11:19.418390] [  5]  86.50-87.00  sec  18.7 MBytes   313 Mbits/sec  13990  
[2024-05-27 12:11:19.418875] [  5]  87.00-87.50  sec  16.0 MBytes   269 Mbits/sec  12010  
[2024-05-27 12:11:19.418957] [  5]  87.50-88.00  sec  17.4 MBytes   292 Mbits/sec  13040  
[2024-05-27 12:11:19.419038] [  5]  88.00-88.50  sec  18.5 MBytes   311 Mbits/sec  13890  
[2024-05-27 12:11:19.419205] [  5]  88.50-89.00  sec  18.5 MBytes   310 Mbits/sec  13820  
[2024-05-27 12:11:19.419347] [  5]  89.00-89.50  sec  17.9 MBytes   301 Mbits/sec  13440  
[2024-05-27 12:11:19.419423] [  5]  89.50-90.00  sec  17.8 MBytes   299 Mbits/sec  13340  
[2024-05-27 12:11:19.419497] [  5]  90.00-90.50  sec  18.6 MBytes   312 Mbits/sec  13940  
[2024-05-27 12:11:19.419574] [  5]  90.50-91.00  sec  18.5 MBytes   310 Mbits/sec  13860  
[2024-05-27 12:11:19.419647] [  5]  91.00-91.50  sec  17.1 MBytes   287 Mbits/sec  12800  
[2024-05-27 12:11:19.419722] [  5]  91.50-92.00  sec  18.7 MBytes   314 Mbits/sec  14010  
[2024-05-27 12:11:19.419794] [  5]  92.00-92.50  sec  16.9 MBytes   283 Mbits/sec  12630  
[2024-05-27 12:11:19.419868] [  5]  92.50-93.00  sec  18.5 MBytes   309 Mbits/sec  13820  
[2024-05-27 12:11:19.419942] [  5]  93.00-93.50  sec  17.9 MBytes   300 Mbits/sec  13370  
[2024-05-27 12:11:19.420015] [  5]  93.50-94.00  sec  17.5 MBytes   294 Mbits/sec  13130  
[2024-05-27 12:11:19.420091] [  5]  94.00-94.50  sec  17.8 MBytes   299 Mbits/sec  13350  
[2024-05-27 12:11:19.420166] [  5]  94.50-95.00  sec  16.6 MBytes   279 Mbits/sec  12460  
[2024-05-27 12:11:19.420251] [  5]  95.00-95.50  sec  17.9 MBytes   300 Mbits/sec  13380  
[2024-05-27 12:11:19.420324] [  5]  95.50-96.00  sec  18.5 MBytes   311 Mbits/sec  13870  
[2024-05-27 12:11:19.420395] [  5]  96.00-96.50  sec  17.7 MBytes   297 Mbits/sec  13270  
[2024-05-27 12:11:19.420470] [  5]  96.50-97.00  sec  18.8 MBytes   315 Mbits/sec  14060  
[2024-05-27 12:11:19.420542] [  5]  97.00-97.50  sec  17.3 MBytes   290 Mbits/sec  12960  
[2024-05-27 12:11:41.743323] [  5]  97.50-98.00  sec  18.0 MBytes   302 Mbits/sec  13500  
[2024-05-27 12:11:41.743526] [  5]  98.00-98.50  sec  17.8 MBytes   299 Mbits/sec  13360  
[2024-05-27 12:11:41.743563] [  5]  98.50-99.00  sec  17.5 MBytes   293 Mbits/sec  13080  
[2024-05-27 12:11:41.743591] [  5]  99.00-99.50  sec  19.1 MBytes   321 Mbits/sec  14320  
[2024-05-27 12:11:41.743615] [  5]  99.50-100.00 sec  17.6 MBytes   295 Mbits/sec  13190  
[2024-05-27 12:11:41.743640] [  5] 100.00-100.50 sec  16.8 MBytes   281 Mbits/sec  12550  
[2024-05-27 12:11:41.743664] [  5] 100.50-101.00 sec  17.9 MBytes   300 Mbits/sec  13380  
[2024-05-27 12:11:41.743688] [  5] 101.00-101.50 sec  16.6 MBytes   279 Mbits/sec  12440  
[2024-05-27 12:11:41.743712] [  5] 101.50-102.00 sec  17.7 MBytes   297 Mbits/sec  13250  
[2024-05-27 12:11:41.743737] [  5] 102.00-102.50 sec  18.0 MBytes   302 Mbits/sec  13460  
[2024-05-27 12:11:41.743765] [  5] 102.50-103.00 sec  17.1 MBytes   287 Mbits/sec  12820  
[2024-05-27 12:11:41.743789] [  5] 103.00-103.50 sec  18.4 MBytes   309 Mbits/sec  13800  
[2024-05-27 12:11:41.743811] [  5] 103.50-104.00 sec  17.9 MBytes   301 Mbits/sec  13440  
[2024-05-27 12:11:41.743835] [  5] 104.00-104.50 sec  18.6 MBytes   312 Mbits/sec  13930  
[2024-05-27 12:11:41.743860] [  5] 104.50-105.00 sec  18.0 MBytes   302 Mbits/sec  13500  
[2024-05-27 12:11:41.743884] [  5] 105.00-105.50 sec  16.5 MBytes   276 Mbits/sec  12330  
[2024-05-27 12:11:41.743912] [  5] 105.50-106.00 sec  17.9 MBytes   300 Mbits/sec  13380  
[2024-05-27 12:11:41.743949] [  5] 106.00-106.50 sec  18.0 MBytes   302 Mbits/sec  13490  
[2024-05-27 12:11:41.743979] [  5] 106.50-107.00 sec  18.0 MBytes   302 Mbits/sec  13490  
[2024-05-27 12:11:41.744008] [  5] 107.00-107.50 sec  17.5 MBytes   294 Mbits/sec  13140  
[2024-05-27 12:11:41.744032] [  5] 107.50-108.00 sec  17.2 MBytes   288 Mbits/sec  12870  
[2024-05-27 12:11:41.744057] [  5] 108.00-108.50 sec  16.9 MBytes   283 Mbits/sec  12630  
[2024-05-27 12:11:41.744080] [  5] 108.50-109.00 sec  16.9 MBytes   284 Mbits/sec  12660  
[2024-05-27 12:11:41.744103] [  5] 109.00-109.50 sec  17.1 MBytes   287 Mbits/sec  12790  
[2024-05-27 12:11:41.744126] [  5] 109.50-110.00 sec  18.9 MBytes   316 Mbits/sec  14120  
[2024-05-27 12:11:41.744149] [  5] 110.00-110.50 sec  17.7 MBytes   296 Mbits/sec  13240  
[2024-05-27 12:11:41.744174] [  5] 110.50-111.00 sec  18.3 MBytes   307 Mbits/sec  13670  
[2024-05-27 12:11:41.744215] [  5] 111.00-111.50 sec  15.9 MBytes   267 Mbits/sec  11910  
[2024-05-27 12:11:41.744239] [  5] 111.50-112.00 sec  18.6 MBytes   312 Mbits/sec  13920  
[2024-05-27 12:11:41.744263] [  5] 112.00-112.50 sec  18.3 MBytes   307 Mbits/sec  13720  
[2024-05-27 12:11:41.744286] [  5] 112.50-113.00 sec  17.8 MBytes   298 Mbits/sec  13320  
[2024-05-27 12:11:41.744308] [  5] 113.00-113.50 sec  17.8 MBytes   299 Mbits/sec  13350  
[2024-05-27 12:11:41.744330] [  5] 113.50-114.00 sec  17.2 MBytes   288 Mbits/sec  12870  
[2024-05-27 12:11:41.744355] [  5] 114.00-114.50 sec  17.6 MBytes   296 Mbits/sec  13210  
[2024-05-27 12:11:41.744376] [  5] 114.50-115.00 sec  18.8 MBytes   315 Mbits/sec  14060  
[2024-05-27 12:11:41.744398] [  5] 115.00-115.50 sec  17.8 MBytes   299 Mbits/sec  13340  
[2024-05-27 12:11:41.744421] [  5] 115.50-116.00 sec  18.0 MBytes   302 Mbits/sec  13470  
[2024-05-27 12:11:41.744443] [  5] 116.00-116.50 sec  18.2 MBytes   306 Mbits/sec  13660  
[2024-05-27 12:11:41.744467] [  5] 116.50-117.00 sec  17.4 MBytes   292 Mbits/sec  13030  
[2024-05-27 12:11:41.744488] [  5] 117.00-117.50 sec  17.9 MBytes   301 Mbits/sec  13410  
[2024-05-27 12:11:41.744510] [  5] 117.50-118.00 sec  17.1 MBytes   287 Mbits/sec  12820  
[2024-05-27 12:11:41.744533] [  5] 118.00-118.50 sec  17.5 MBytes   294 Mbits/sec  13130  
[2024-05-27 12:11:41.744555] [  5] 118.50-119.00 sec  17.1 MBytes   286 Mbits/sec  12780  
[2024-05-27 12:11:41.744576] [  5] 119.00-119.50 sec  16.8 MBytes   281 Mbits/sec  12550  
[2024-05-27 12:11:41.744598] [  5] 119.50-120.00 sec  17.7 MBytes   297 Mbits/sec  13250  
[2024-05-27 12:11:41.744635] - - - - - - - - - - - - - - - - - - - - - - - - -
[2024-05-27 12:11:41.744657] [ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[2024-05-27 12:11:41.744680] [  5]   0.00-120.00 sec  4.14 GBytes   297 Mbits/sec  0.000 ms  0/3178670 (0%)  sender
