time,throughput_mbps,pkt_drop,pkt_total,loss
2024-05-29T16:27:08.581722,108,385250,390063,99
2024-05-29T16:27:08.581751,95.1,-4246,0,0
2024-05-29T16:27:08.581780,129,-5777,0,0
2024-05-29T16:27:08.581807,0.00,0,0,0
2024-05-29T16:27:08.581836,37.0,-1649,0,0
2024-05-29T16:27:08.581863,140,-6271,0,0
2024-05-29T16:27:08.581891,110,-4921,0,0
2024-05-29T16:27:08.581920,76.3,-3408,0,0
2024-05-29T16:27:08.581947,111,-4945,0,0
2024-05-29T16:27:08.581974,143,-6403,0,0
2024-05-29T16:27:08.582001,112,-5018,0,0
2024-05-29T16:27:08.582028,123,-5505,0,0
2024-05-29T16:27:08.582055,123,-5490,0,0
2024-05-29T16:27:08.582082,112,-5022,0,0
2024-05-29T16:27:08.582173,90.3,-4030,0,0
2024-05-29T16:27:08.582208,74.8,-3338,0,0
2024-05-29T16:27:08.582237,94.1,-4200,0,0
2024-05-29T16:27:08.582264,84.9,11886,15674,76
2024-05-29T16:27:08.582292,96.7,18699,23017,81
2024-05-29T16:27:08.582318,99.6,17717,22162,80
2024-05-29T16:27:08.582346,96.2,17937,22233,81
2024-05-29T16:27:08.582373,104,17419,22042,79
2024-05-29T16:27:08.582400,91.7,18639,22734,82
2024-05-29T16:27:08.582428,59.4,18164,20816,87
2024-05-29T16:27:08.582456,102,18320,22854,80
2024-05-29T16:27:08.582483,91.5,19474,23561,83
2024-05-29T16:27:08.582510,70.7,18581,21739,85
2024-05-29T16:27:08.582538,84.3,18287,22049,83
2024-05-29T16:27:08.582564,73.0,18447,21708,85
2024-05-29T16:27:08.582591,65.5,19083,22008,87
2024-05-29T16:27:08.582617,62.6,21756,24549,89
2024-05-29T16:27:08.582644,60.4,19223,21921,88
2024-05-29T16:27:08.582670,53.9,19375,21782,89
2024-05-29T16:27:08.582697,58.2,19949,22546,88
2024-05-29T16:27:08.582742,60.3,19185,21879,88
2024-05-29T16:27:08.582771,37.5,19789,21463,92
2024-05-29T16:27:08.582799,17.3,21731,22503,97
2024-05-29T16:27:08.582826,36.8,21660,23302,93
2024-05-29T16:27:08.582853,45.0,21079,23087,91
2024-05-29T16:27:08.582879,44.0,20308,22271,91
2024-05-29T16:27:08.582906,19.3,10745,11605,93
2024-05-29T16:27:08.582933,41.7,3019,4880,62
2024-05-29T16:27:08.582959,22.0,22280,23262,96
2024-05-29T16:27:08.582985,130,45312,51125,89
2024-05-29T16:27:08.583012,136,11799,17853,66
2024-05-29T16:27:08.583038,149,16758,23405,72
2024-05-29T16:27:33.080955,138,17577,23733,74
2024-05-29T16:27:33.081096,114,17570,22673,77
2024-05-29T16:27:33.081127,87.2,11234,15128,74
2024-05-29T16:27:33.081152,84.1,25487,29241,87
