Start time: 1716940178874
[2024-05-28 19:49:39.811632] nuttcp-t: v8.1.4: socket
[2024-05-28 19:49:39.812354] nuttcp-t: buflen=65536, nstream=1, port=5003 tcp -> 35.245.244.238
[2024-05-28 19:49:39.812458] nuttcp-t: time limit = 120.00 seconds
[2024-05-28 19:49:39.812537] nuttcp-t: connect to 35.245.244.238 with mss=1408, RTT=45.578 ms af=inet
[2024-05-28 19:49:39.812611] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-05-28 19:49:39.812684] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-05-28 19:49:39.812757] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-28 19:49:39.812830] nuttcp-r: v8.1.4: socket
[2024-05-28 19:49:39.812901] nuttcp-r: buflen=65536, nstream=1, port=5003 tcp
[2024-05-28 19:49:39.812974] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-28 19:49:39.813044] nuttcp-r: accept from 98.97.16.43 with af=inet
[2024-05-28 19:49:39.813115] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-28 19:49:39.813188] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-28 19:49:39.813266]     0.6875 MB /   0.50 sec =   11.5321 Mbps    24 retrans    228 KB-cwnd
[2024-05-28 19:49:40.387477]     1.3125 MB /   0.50 sec =   22.0213 Mbps    28 retrans     94 KB-cwnd
[2024-05-28 19:49:40.899076]     1.0625 MB /   0.50 sec =   17.8265 Mbps     1 retrans     75 KB-cwnd
[2024-05-28 19:49:41.601559]     0.6250 MB /   0.50 sec =   10.4854 Mbps     3 retrans     50 KB-cwnd
[2024-05-28 19:49:42.767455]     0.3750 MB /   0.50 sec =    6.2915 Mbps     7 retrans     48 KB-cwnd
[2024-05-28 19:49:42.767932]     0.1875 MB /   0.50 sec =    3.1459 Mbps     0 retrans     48 KB-cwnd
[2024-05-28 19:49:42.768085]     0.4375 MB /   0.50 sec =    7.3395 Mbps     0 retrans     48 KB-cwnd
[2024-05-28 19:49:43.568776]     0.5000 MB /   0.50 sec =    8.3888 Mbps     1 retrans     46 KB-cwnd
[2024-05-28 19:49:44.388593]     0.4375 MB /   0.50 sec =    7.3398 Mbps     1 retrans     44 KB-cwnd
[2024-05-28 19:49:44.389042]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans     44 KB-cwnd
[2024-05-28 19:49:45.251508]     0.5000 MB /   0.50 sec =    8.3882 Mbps     2 retrans     42 KB-cwnd
[2024-05-28 19:49:45.252018]     0.3750 MB /   0.50 sec =    6.2919 Mbps     0 retrans     42 KB-cwnd
[2024-05-28 19:49:46.100489]     0.3750 MB /   0.50 sec =    6.2916 Mbps     3 retrans     39 KB-cwnd
[2024-05-28 19:49:47.117577]     0.4375 MB /   0.50 sec =    7.3403 Mbps     2 retrans     31 KB-cwnd
[2024-05-28 19:49:47.118151]     0.3750 MB /   0.50 sec =    6.2912 Mbps     0 retrans     31 KB-cwnd
[2024-05-28 19:49:47.989018]     0.3125 MB /   0.50 sec =    5.2429 Mbps     1 retrans     49 KB-cwnd
[2024-05-28 19:49:47.989587]     0.3750 MB /   0.50 sec =    6.2915 Mbps     0 retrans     49 KB-cwnd
[2024-05-28 19:49:48.652891]     0.5000 MB /   0.50 sec =    8.3882 Mbps     2 retrans     45 KB-cwnd
[2024-05-28 19:49:49.404749]     0.5000 MB /   0.50 sec =    8.3876 Mbps     0 retrans     55 KB-cwnd
[2024-05-28 19:49:49.405362]     0.5000 MB /   0.50 sec =    8.3897 Mbps     0 retrans     55 KB-cwnd
[2024-05-28 19:49:49.909180]     0.6250 MB /   0.50 sec =   10.4853 Mbps     7 retrans     53 KB-cwnd
[2024-05-28 19:49:50.521261]     0.5625 MB /   0.50 sec =    9.4374 Mbps     0 retrans     61 KB-cwnd
[2024-05-28 19:49:51.168630]     0.6250 MB /   0.50 sec =   10.4858 Mbps     4 retrans     44 KB-cwnd
[2024-05-28 19:49:51.995537]     0.5000 MB /   0.50 sec =    8.3887 Mbps     6 retrans     31 KB-cwnd
[2024-05-28 19:49:51.995778]     0.4375 MB /   0.50 sec =    7.3394 Mbps     0 retrans     31 KB-cwnd
[2024-05-28 19:49:53.061818]     0.4375 MB /   0.50 sec =    7.3412 Mbps     1 retrans     34 KB-cwnd
[2024-05-28 19:49:53.062383]     0.3125 MB /   0.50 sec =    5.2422 Mbps     0 retrans     34 KB-cwnd
[2024-05-28 19:49:54.223665]     0.3750 MB /   0.50 sec =    6.2921 Mbps     3 retrans     30 KB-cwnd
[2024-05-28 19:49:54.224027]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     30 KB-cwnd
[2024-05-28 19:49:54.224123]     0.3125 MB /   0.50 sec =    5.2431 Mbps     0 retrans     30 KB-cwnd
[2024-05-28 19:49:55.388773]     0.2500 MB /   0.50 sec =    4.1936 Mbps     1 retrans     35 KB-cwnd
[2024-05-28 19:49:55.389267]     0.3125 MB /   0.50 sec =    5.2433 Mbps     0 retrans     35 KB-cwnd
[2024-05-28 19:49:55.913466]     0.3750 MB /   0.50 sec =    6.2908 Mbps     8 retrans     86 KB-cwnd
[2024-05-28 19:49:56.367869]     1.0000 MB /   0.50 sec =   16.7792 Mbps     7 retrans     70 KB-cwnd
[2024-05-28 19:49:57.216128]     0.5000 MB /   0.50 sec =    8.3894 Mbps     1 retrans     60 KB-cwnd
[2024-05-28 19:49:57.216728]     0.5000 MB /   0.50 sec =    8.3876 Mbps     0 retrans     60 KB-cwnd
[2024-05-28 19:49:57.928865]     0.5000 MB /   0.50 sec =    8.3885 Mbps     0 retrans     79 KB-cwnd
[2024-05-28 19:49:58.456710]     0.6250 MB /   0.50 sec =   10.4873 Mbps     3 retrans     85 KB-cwnd
[2024-05-28 19:49:58.968538]     0.6875 MB /   0.50 sec =   11.5336 Mbps     0 retrans     90 KB-cwnd
[2024-05-28 19:49:59.447696]     0.7500 MB /   0.50 sec =   12.5828 Mbps     0 retrans     94 KB-cwnd
[2024-05-28 19:50:00.046454]     0.6875 MB /   0.50 sec =   11.5292 Mbps     0 retrans     99 KB-cwnd
[2024-05-28 19:50:00.575124]     0.6250 MB /   0.50 sec =   10.4897 Mbps     1 retrans     96 KB-cwnd
[2024-05-28 19:50:01.085111]     0.6875 MB /   0.50 sec =   11.5355 Mbps     0 retrans    100 KB-cwnd
[2024-05-28 19:50:01.642907]     0.6875 MB /   0.50 sec =   11.5316 Mbps     1 retrans     83 KB-cwnd
[2024-05-28 19:50:02.201452]     0.6875 MB /   0.50 sec =   11.5367 Mbps     0 retrans     88 KB-cwnd
[2024-05-28 19:50:02.201908]     0.6875 MB /   0.50 sec =   11.5345 Mbps     0 retrans     88 KB-cwnd
[2024-05-28 19:50:02.708495]     0.6875 MB /   0.50 sec =   11.5325 Mbps     0 retrans     93 KB-cwnd
[2024-05-28 19:50:03.455841]     0.9375 MB /   0.50 sec =   15.7314 Mbps     7 retrans    143 KB-cwnd
[2024-05-28 19:50:04.067782]     1.4375 MB /   0.50 sec =   24.1164 Mbps     3 retrans     81 KB-cwnd
[2024-05-28 19:50:04.589015]     0.8125 MB /   0.50 sec =   13.6312 Mbps     0 retrans     85 KB-cwnd
