Time Bucket (America/New_York),Not Named-Plug (kWatts)
05/20/2024 00:00:00,0.0276
05/20/2024 00:15:00,0.0276
05/20/2024 00:30:00,0.0990
05/20/2024 00:45:00,0.0146
05/20/2024 01:00:00,0.0014
05/20/2024 01:15:00,0.0014
05/20/2024 01:30:00,0.0014
05/20/2024 01:45:00,0.0014
05/20/2024 02:00:00,0.0014
05/20/2024 02:15:00,0.0014
05/20/2024 02:30:00,0.0014
05/20/2024 02:45:00,0.0014
05/20/2024 03:00:00,0.0014
05/20/2024 03:15:00,0.0014
05/20/2024 03:30:00,0.0014
05/20/2024 03:45:00,0.0014
05/20/2024 04:00:00,0.0014
05/20/2024 04:15:00,0.0014
05/20/2024 04:30:00,0.0014
05/20/2024 04:45:00,0.0014
05/20/2024 05:00:00,0.0014
05/20/2024 05:15:00,0.0014
05/20/2024 05:30:00,0.0014
05/20/2024 05:45:00,0.0014
05/20/2024 06:00:00,0.0014
05/20/2024 06:15:00,0.0014
05/20/2024 06:30:00,0.0014
05/20/2024 06:45:00,0.0014
05/20/2024 07:00:00,0.0014
05/20/2024 07:15:00,0.0014
05/20/2024 07:30:00,0.0014
05/20/2024 07:45:00,0.0014
05/20/2024 08:00:00,0.0014
05/20/2024 08:15:00,0.0014
05/20/2024 08:30:00,0.0014
05/20/2024 08:45:00,0.0014
05/20/2024 09:00:00,0.0574
05/20/2024 09:15:00,0.0580
05/20/2024 09:30:00,0.0576
05/20/2024 09:45:00,0.0601
05/20/2024 10:00:00,0.0590
05/20/2024 10:15:00,0.0620
05/20/2024 10:30:00,0.0597
05/20/2024 10:45:00,0.0583
05/20/2024 11:00:00,0.0592
05/20/2024 11:15:00,0.0620
05/20/2024 11:30:00,0.0575
05/20/2024 11:45:00,0.0607
05/20/2024 12:00:00,0.0598
05/20/2024 12:15:00,0.0611
05/20/2024 12:30:00,0.0606
05/20/2024 12:45:00,0.0615
05/20/2024 13:00:00,0.0602
05/20/2024 13:15:00,0.0600
05/20/2024 13:30:00,0.0584
05/20/2024 13:45:00,0.0565
05/20/2024 14:00:00,0.0610
05/20/2024 14:15:00,0.0596
05/20/2024 14:30:00,0.0594
05/20/2024 14:45:00,0.0620
05/20/2024 15:00:00,0.0586
05/20/2024 15:15:00,0.0611
05/20/2024 15:30:00,0.0607
05/20/2024 15:45:00,0.0609
05/20/2024 16:00:00,0.0605
05/20/2024 16:15:00,0.0634
05/20/2024 16:30:00,0.0650
05/20/2024 16:45:00,0.0613
05/20/2024 17:00:00,0.0594
05/20/2024 17:15:00,0.0604
05/20/2024 17:30:00,0.0594
05/20/2024 17:45:00,0.0244
05/20/2024 18:00:00,0.0002
05/20/2024 18:15:00,0.0002
05/20/2024 18:30:00,0.0002
05/20/2024 18:45:00,0.0002
05/20/2024 19:00:00,0.0002
05/20/2024 19:15:00,0.0002
05/20/2024 19:30:00,0.0002
05/20/2024 19:45:00,0.0002
05/20/2024 20:00:00,0.0002
05/20/2024 20:15:00,0.0002
05/20/2024 20:30:00,0.0002
05/20/2024 20:45:00,0.0002
05/20/2024 21:00:00,0.0002
05/20/2024 21:15:00,0.0002
05/20/2024 21:30:00,0.0006
05/20/2024 21:45:00,0.0952
05/20/2024 22:00:00,0.0985
05/20/2024 22:15:00,0.1007
05/20/2024 22:30:00,0.0691
05/20/2024 22:45:00,0.0584
05/20/2024 23:00:00,0.0600
05/20/2024 23:15:00,0.0603
05/20/2024 23:30:00,0.0599
05/20/2024 23:45:00,0.0121
05/21/2024 00:00:00,0.0006
05/21/2024 00:15:00,0.0006
05/21/2024 00:30:00,0.0006
05/21/2024 00:45:00,0.0006
05/21/2024 01:00:00,0.0006
05/21/2024 01:15:00,0.0006
05/21/2024 01:30:00,0.0006
05/21/2024 01:45:00,0.0006
05/21/2024 02:00:00,0.0006
05/21/2024 02:15:00,0.0006
05/21/2024 02:30:00,0.0006
05/21/2024 02:45:00,0.0006
05/21/2024 03:00:00,0.0006
05/21/2024 03:15:00,0.0006
05/21/2024 03:30:00,0.0006
05/21/2024 03:45:00,0.0006
05/21/2024 04:00:00,0.0006
05/21/2024 04:15:00,0.0006
05/21/2024 04:30:00,0.0006
05/21/2024 04:45:00,0.0006
05/21/2024 05:00:00,0.0006
05/21/2024 05:15:00,0.0006
05/21/2024 05:30:00,0.0006
05/21/2024 05:45:00,0.0006
05/21/2024 06:00:00,0.0006
05/21/2024 06:15:00,0.0006
05/21/2024 06:30:00,0.0006
05/21/2024 06:45:00,0.0006
05/21/2024 07:00:00,0.0006
05/21/2024 07:15:00,0.0006
05/21/2024 07:30:00,0.0006
05/21/2024 07:45:00,0.0006
05/21/2024 08:00:00,0.0006
05/21/2024 08:15:00,0.0006
05/21/2024 08:30:00,0.0006
05/21/2024 08:45:00,0.0006
05/21/2024 09:00:00,0.0007
05/21/2024 09:15:00,0.0664
05/21/2024 09:30:00,0.0571
05/21/2024 09:45:00,0.0592
05/21/2024 10:00:00,0.0563
05/21/2024 10:15:00,0.0600
05/21/2024 10:30:00,0.0596
05/21/2024 10:45:00,0.0604
05/21/2024 11:00:00,0.0597
05/21/2024 11:15:00,0.0597
05/21/2024 11:30:00,0.0590
05/21/2024 11:45:00,0.0597
05/21/2024 12:00:00,0.0608
05/21/2024 12:15:00,0.0641
05/21/2024 12:30:00,0.0624
05/21/2024 12:45:00,0.0600
05/21/2024 13:00:00,0.0594
05/21/2024 13:15:00,0.0598
05/21/2024 13:30:00,0.0137
05/21/2024 13:45:00,0.0000
05/21/2024 14:00:00,0.0000
05/21/2024 14:15:00,0.0000
05/21/2024 14:30:00,0.0000
05/21/2024 14:45:00,0.0000
05/21/2024 15:00:00,0.0000
05/21/2024 15:15:00,0.0000
05/21/2024 15:30:00,0.0000
05/21/2024 15:45:00,0.0000
05/21/2024 16:00:00,0.0000
05/21/2024 16:15:00,0.0000
05/21/2024 16:30:00,0.0000
05/21/2024 16:45:00,0.0000
05/21/2024 17:00:00,0.0000
05/21/2024 17:15:00,0.0000
05/21/2024 17:30:00,0.0000
05/21/2024 17:45:00,0.0000
05/21/2024 18:00:00,0.0000
05/21/2024 18:15:00,0.0000
05/21/2024 18:30:00,0.0000
05/21/2024 18:45:00,0.0000
05/21/2024 19:00:00,0.0000
05/21/2024 19:15:00,0.0000
05/21/2024 19:30:00,0.0000
05/21/2024 19:45:00,0.0000
05/21/2024 20:00:00,0.0000
05/21/2024 20:15:00,0.0000
05/21/2024 20:30:00,0.0000
05/21/2024 20:45:00,0.0000
05/21/2024 21:00:00,0.0000
05/21/2024 21:15:00,0.0000
05/21/2024 21:30:00,0.0000
05/21/2024 21:45:00,0.0000
05/21/2024 22:00:00,0.0000
05/21/2024 22:15:00,0.0000
05/21/2024 22:30:00,0.0000
05/21/2024 22:45:00,0.0000
05/21/2024 23:00:00,0.0000
05/21/2024 23:15:00,0.0000
05/21/2024 23:30:00,0.0000
05/21/2024 23:45:00,0.0000
05/22/2024 00:00:00,0.0000
05/22/2024 00:15:00,0.0000
05/22/2024 00:30:00,0.0000
05/22/2024 00:45:00,0.0000
05/22/2024 01:00:00,0.0000
05/22/2024 01:15:00,0.0000
05/22/2024 01:30:00,0.0000
