Start time: 1716939302483
[2024-05-28 19:35:03.477286] nuttcp-t: v8.1.4: socket
[2024-05-28 19:35:03.478026] nuttcp-t: buflen=65536, nstream=1, port=5003 tcp -> 35.245.244.238
[2024-05-28 19:35:03.478091] nuttcp-t: time limit = 120.00 seconds
[2024-05-28 19:35:03.478123] nuttcp-t: connect to 35.245.244.238 with mss=1408, RTT=38.429 ms af=inet
[2024-05-28 19:35:03.478151] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-05-28 19:35:03.478177] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-05-28 19:35:03.478203] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-28 19:35:03.478230] nuttcp-r: v8.1.4: socket
[2024-05-28 19:35:03.478259] nuttcp-r: buflen=65536, nstream=1, port=5003 tcp
[2024-05-28 19:35:03.478285] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-28 19:35:03.478311] nuttcp-r: accept from 98.97.16.43 with af=inet
[2024-05-28 19:35:03.478343] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-28 19:35:03.478368] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-28 19:35:03.478395]     0.8125 MB /   0.50 sec =   13.6307 Mbps    16 retrans    181 KB-cwnd
[2024-05-28 19:35:03.789673]     1.5000 MB /   0.50 sec =   25.1644 Mbps     6 retrans    119 KB-cwnd
[2024-05-28 19:35:04.665546]     0.8750 MB /   0.50 sec =   14.6794 Mbps     2 retrans     67 KB-cwnd
[2024-05-28 19:35:05.225203]     0.7500 MB /   0.50 sec =   12.5828 Mbps     0 retrans     74 KB-cwnd
[2024-05-28 19:35:05.857939]     0.6875 MB /   0.50 sec =   11.5348 Mbps     0 retrans     79 KB-cwnd
[2024-05-28 19:35:05.858350]     0.6250 MB /   0.50 sec =   10.4861 Mbps     0 retrans     79 KB-cwnd
[2024-05-28 19:35:06.356980]     0.6875 MB /   0.50 sec =   11.5343 Mbps     2 retrans     72 KB-cwnd
[2024-05-28 19:35:06.868842]     0.7500 MB /   0.50 sec =   12.5829 Mbps     0 retrans     78 KB-cwnd
[2024-05-28 19:35:07.554174]     0.5625 MB /   0.50 sec =    9.4369 Mbps     3 retrans     68 KB-cwnd
[2024-05-28 19:35:08.253215]     0.5625 MB /   0.50 sec =    9.4376 Mbps     1 retrans     57 KB-cwnd
[2024-05-28 19:35:08.960639]     0.5000 MB /   0.50 sec =    8.3883 Mbps     0 retrans     64 KB-cwnd
[2024-05-28 19:35:08.961146]     0.5625 MB /   0.50 sec =    9.4367 Mbps     0 retrans     64 KB-cwnd
[2024-05-28 19:35:09.452998]     0.6250 MB /   0.50 sec =   10.4865 Mbps     2 retrans    105 KB-cwnd
[2024-05-28 19:35:09.913965]     0.8750 MB /   0.50 sec =   14.6784 Mbps     2 retrans     70 KB-cwnd
[2024-05-28 19:35:10.450393]     0.7500 MB /   0.50 sec =   12.5839 Mbps     0 retrans     75 KB-cwnd
[2024-05-28 19:35:10.925810]     0.7500 MB /   0.50 sec =   12.5833 Mbps     0 retrans     81 KB-cwnd
[2024-05-28 19:35:11.437407]     0.7500 MB /   0.50 sec =   12.5831 Mbps     1 retrans     78 KB-cwnd
[2024-05-28 19:35:11.915738]     0.7500 MB /   0.50 sec =   12.5825 Mbps     0 retrans     93 KB-cwnd
[2024-05-28 19:35:12.648146]     1.0000 MB /   0.50 sec =   16.7787 Mbps     0 retrans    101 KB-cwnd
[2024-05-28 19:35:12.976087]     1.0625 MB /   0.50 sec =   17.8247 Mbps     1 retrans    104 KB-cwnd
[2024-05-28 19:35:13.314022]     1.1250 MB /   0.50 sec =   18.8746 Mbps     0 retrans    108 KB-cwnd
[2024-05-28 19:35:13.997784]     1.1875 MB /   0.50 sec =   19.9227 Mbps     1 retrans    105 KB-cwnd
[2024-05-28 19:35:14.342678]     1.0625 MB /   0.50 sec =   17.8254 Mbps     1 retrans     88 KB-cwnd
[2024-05-28 19:35:15.143039]     1.0000 MB /   0.50 sec =   16.7776 Mbps     0 retrans     99 KB-cwnd
[2024-05-28 19:35:15.461298]     0.9375 MB /   0.50 sec =   15.7294 Mbps     0 retrans    104 KB-cwnd
[2024-05-28 19:35:15.797160]     1.1875 MB /   0.50 sec =   19.9219 Mbps     3 retrans    126 KB-cwnd
[2024-05-28 19:35:16.498503]     1.3125 MB /   0.50 sec =   22.0216 Mbps     1 retrans    114 KB-cwnd
[2024-05-28 19:35:16.863430]     1.0000 MB /   0.50 sec =   16.7761 Mbps     1 retrans    107 KB-cwnd
[2024-05-28 19:35:17.502220]     1.1875 MB /   0.50 sec =   19.9232 Mbps     0 retrans    115 KB-cwnd
[2024-05-28 19:35:17.842997]     1.1250 MB /   0.50 sec =   18.8739 Mbps     0 retrans    119 KB-cwnd
[2024-05-28 19:35:18.590754]     1.1250 MB /   0.50 sec =   18.8749 Mbps     2 retrans     94 KB-cwnd
[2024-05-28 19:35:18.979753]     0.9375 MB /   0.50 sec =   15.7289 Mbps     0 retrans    100 KB-cwnd
[2024-05-28 19:35:19.350169]     1.0625 MB /   0.50 sec =   17.8242 Mbps     0 retrans    107 KB-cwnd
[2024-05-28 19:35:20.215388]     1.0625 MB /   0.50 sec =   17.8275 Mbps     6 retrans    107 KB-cwnd
[2024-05-28 19:35:20.581063]     0.9375 MB /   0.50 sec =   15.7280 Mbps     0 retrans    111 KB-cwnd
[2024-05-28 19:35:20.925226]     1.0000 MB /   0.50 sec =   16.7783 Mbps     0 retrans    115 KB-cwnd
[2024-05-28 19:35:21.318960]     1.0625 MB /   0.50 sec =   17.8253 Mbps     0 retrans    129 KB-cwnd
[2024-05-28 19:35:22.065712]     1.0000 MB /   0.50 sec =   16.7772 Mbps     2 retrans    104 KB-cwnd
[2024-05-28 19:35:22.536437]     0.8750 MB /   0.50 sec =   14.6792 Mbps     0 retrans    107 KB-cwnd
[2024-05-28 19:35:22.870278]     0.9375 MB /   0.50 sec =   15.7292 Mbps     0 retrans    112 KB-cwnd
[2024-05-28 19:35:23.550720]     1.1250 MB /   0.50 sec =   18.8748 Mbps     1 retrans    108 KB-cwnd
[2024-05-28 19:35:23.942275]     0.9375 MB /   0.50 sec =   15.7285 Mbps     1 retrans     90 KB-cwnd
[2024-05-28 19:35:24.338907]     1.0000 MB /   0.50 sec =   16.7766 Mbps     0 retrans     94 KB-cwnd
[2024-05-28 19:35:25.070590]     1.0000 MB /   0.50 sec =   16.7783 Mbps     0 retrans    110 KB-cwnd
[2024-05-28 19:35:25.358414]     1.0625 MB /   0.50 sec =   17.8260 Mbps     4 retrans    114 KB-cwnd
[2024-05-28 19:35:25.831246]     1.0000 MB /   0.50 sec =   16.7763 Mbps     1 retrans     99 KB-cwnd
[2024-05-28 19:35:26.368686]     0.8750 MB /   0.50 sec =   14.6803 Mbps     0 retrans    103 KB-cwnd
[2024-05-28 19:35:27.715437]     0.2500 MB /   0.50 sec =    4.1941 Mbps    44 retrans     42 KB-cwnd
[2024-05-28 19:35:27.715852]     0.3125 MB /   0.50 sec =    5.2430 Mbps     0 retrans     42 KB-cwnd
[2024-05-28 19:35:29.535162]     0.2500 MB /   0.50 sec =    4.1944 Mbps    25 retrans     28 KB-cwnd
[2024-05-28 19:35:29.535816]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     28 KB-cwnd
[2024-05-28 19:35:29.535936]     0.1250 MB /   0.50 sec =    2.0970 Mbps     0 retrans     28 KB-cwnd
[2024-05-28 19:35:29.536025]     0.1875 MB /   0.50 sec =    3.1461 Mbps     0 retrans     28 KB-cwnd
[2024-05-28 19:35:30.640924]     0.2500 MB /   0.50 sec =    4.1943 Mbps    22 retrans     70 KB-cwnd
[2024-05-28 19:35:30.641106]     0.3125 MB /   0.50 sec =    5.2428 Mbps     0 retrans     70 KB-cwnd
[2024-05-28 19:35:32.106035]     0.4375 MB /   0.50 sec =    7.3399 Mbps    15 retrans     17 KB-cwnd
[2024-05-28 19:35:32.106256]     0.3125 MB /   0.50 sec =    5.2424 Mbps     0 retrans     17 KB-cwnd
[2024-05-28 19:35:32.106312]     0.1875 MB /   0.50 sec =    3.1461 Mbps     0 retrans     17 KB-cwnd
[2024-05-28 19:35:34.366985]     0.1875 MB /   0.50 sec =    3.1457 Mbps    12 retrans     16 KB-cwnd
[2024-05-28 19:35:34.367570]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans     16 KB-cwnd
[2024-05-28 19:35:34.367705]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     16 KB-cwnd
[2024-05-28 19:35:34.367802]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans     16 KB-cwnd
[2024-05-28 19:35:34.367890]     0.1250 MB /   0.50 sec =    2.0973 Mbps     0 retrans     16 KB-cwnd
[2024-05-28 19:35:36.200755]     0.1875 MB /   0.50 sec =    3.1456 Mbps     9 retrans     90 KB-cwnd
[2024-05-28 19:35:36.201176]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans     90 KB-cwnd
[2024-05-28 19:35:36.201290]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     90 KB-cwnd
[2024-05-28 19:35:36.861575]     0.5000 MB /   0.50 sec =    8.3888 Mbps    14 retrans     49 KB-cwnd
[2024-05-28 19:35:36.862075]     0.5000 MB /   0.50 sec =    8.3882 Mbps     0 retrans     49 KB-cwnd
[2024-05-28 19:35:37.900659]     0.4375 MB /   0.50 sec =    7.3402 Mbps     2 retrans     46 KB-cwnd
[2024-05-28 19:35:37.901020]     0.3125 MB /   0.50 sec =    5.2430 Mbps     0 retrans     46 KB-cwnd
[2024-05-28 19:35:39.133581]     0.3750 MB /   0.50 sec =    6.2915 Mbps     2 retrans     46 KB-cwnd
[2024-05-28 19:35:39.133985]     0.1875 MB /   0.50 sec =    3.1457 Mbps     0 retrans     46 KB-cwnd
[2024-05-28 19:35:40.322102]     0.3750 MB /   0.50 sec =    6.2916 Mbps     2 retrans     35 KB-cwnd
[2024-05-28 19:35:40.322506]     0.3125 MB /   0.50 sec =    5.2425 Mbps     0 retrans     35 KB-cwnd
[2024-05-28 19:35:42.153515]     0.3125 MB /   0.50 sec =    5.2431 Mbps    24 retrans     24 KB-cwnd
[2024-05-28 19:35:42.153782]     0.1875 MB /   0.50 sec =    3.1456 Mbps     0 retrans     24 KB-cwnd
[2024-05-28 19:35:42.153828]     0.2500 MB /   0.50 sec =    4.1943 Mbps     0 retrans     24 KB-cwnd
[2024-05-28 19:35:42.153859]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans     24 KB-cwnd
[2024-05-28 19:35:42.894944]     0.2500 MB /   0.50 sec =    4.1943 Mbps     1 retrans     90 KB-cwnd
[2024-05-28 19:35:42.895077]     0.4375 MB /   0.50 sec =    7.3403 Mbps     0 retrans     90 KB-cwnd
[2024-05-28 19:35:43.354173]     0.8750 MB /   0.50 sec =   14.6800 Mbps     1 retrans     74 KB-cwnd
[2024-05-28 19:35:43.924363]     0.6875 MB /   0.50 sec =   11.5339 Mbps     0 retrans     81 KB-cwnd
[2024-05-28 19:35:44.425928]     0.7500 MB /   0.50 sec =   12.5834 Mbps     0 retrans     94 KB-cwnd
[2024-05-28 19:35:45.092468]     1.1250 MB /   0.50 sec =   18.8738 Mbps     6 retrans     71 KB-cwnd
[2024-05-28 19:35:45.645649]     0.8750 MB /   0.50 sec =   14.6799 Mbps     0 retrans     79 KB-cwnd
[2024-05-28 19:35:46.103067]     0.7500 MB /   0.50 sec =   12.5832 Mbps     0 retrans     97 KB-cwnd
[2024-05-28 19:35:46.463591]     0.8125 MB /   0.50 sec =   13.6316 Mbps     2 retrans     94 KB-cwnd
[2024-05-28 19:35:46.976883]     0.9375 MB /   0.50 sec =   15.7293 Mbps     2 retrans     63 KB-cwnd
