Start time: 1716839826646
[2024-05-27 15:57:07.487837] nuttcp-t: v8.1.4: socket
[2024-05-27 15:57:07.488593] nuttcp-t: buflen=65536, nstream=1, port=5003 tcp -> 35.245.244.238
[2024-05-27 15:57:07.488655] nuttcp-t: time limit = 120.00 seconds
[2024-05-27 15:57:07.488694] nuttcp-t: connect to 35.245.244.238 with mss=1408, RTT=41.472 ms af=inet
[2024-05-27 15:57:07.488731] nuttcp-t: send window size = 1048576, receive window size = 1048576
[2024-05-27 15:57:07.488767] nuttcp-t: available send window = 786432, available receive window = 786432
[2024-05-27 15:57:07.488805] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-27 15:57:07.488837] nuttcp-r: v8.1.4: socket
[2024-05-27 15:57:07.488872] nuttcp-r: buflen=65536, nstream=1, port=5003 tcp
[2024-05-27 15:57:07.488907] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-27 15:57:07.488946] nuttcp-r: accept from 98.97.21.1 with af=inet
[2024-05-27 15:57:07.488984] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-27 15:57:07.489020] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-27 15:57:07.489055]     1.7500 MB /   0.50 sec =   29.3563 Mbps    16 retrans    257 KB-cwnd
[2024-05-27 15:57:08.163859]     2.0625 MB /   0.50 sec =   34.6043 Mbps     7 retrans     97 KB-cwnd
[2024-05-27 15:57:08.684351]     1.0625 MB /   0.50 sec =   17.8259 Mbps     0 retrans    105 KB-cwnd
[2024-05-27 15:57:09.333385]     1.0000 MB /   0.50 sec =   16.7755 Mbps     1 retrans     90 KB-cwnd
[2024-05-27 15:57:10.003379]     0.7500 MB /   0.50 sec =   12.5842 Mbps     1 retrans     77 KB-cwnd
[2024-05-27 15:57:10.004079]     0.7500 MB /   0.50 sec =   12.5825 Mbps     0 retrans     77 KB-cwnd
[2024-05-27 15:57:10.682197]     0.7500 MB /   0.50 sec =   12.5820 Mbps     0 retrans     85 KB-cwnd
[2024-05-27 15:57:11.235700]     0.8750 MB /   0.50 sec =   14.6794 Mbps     2 retrans     85 KB-cwnd
[2024-05-27 15:57:11.890593]     0.9375 MB /   0.50 sec =   15.7300 Mbps     0 retrans     92 KB-cwnd
[2024-05-27 15:57:12.444151]     0.7500 MB /   0.50 sec =   12.5833 Mbps     0 retrans     99 KB-cwnd
[2024-05-27 15:57:12.444398]     1.0000 MB /   0.50 sec =   16.7775 Mbps     0 retrans     99 KB-cwnd
[2024-05-27 15:57:12.941505]     1.0625 MB /   0.50 sec =   17.8250 Mbps     1 retrans    105 KB-cwnd
[2024-05-27 15:57:13.466430]     1.0000 MB /   0.50 sec =   16.7779 Mbps     0 retrans    111 KB-cwnd
[2024-05-27 15:57:13.927509]     1.0625 MB /   0.50 sec =   17.8252 Mbps     1 retrans    105 KB-cwnd
[2024-05-27 15:57:14.550314]     0.8750 MB /   0.50 sec =   14.6803 Mbps     1 retrans     92 KB-cwnd
[2024-05-27 15:57:15.196147]     0.8125 MB /   0.50 sec =   13.6309 Mbps     2 retrans     86 KB-cwnd
[2024-05-27 15:57:15.813756]     0.8750 MB /   0.50 sec =   14.6810 Mbps     0 retrans     93 KB-cwnd
[2024-05-27 15:57:16.339355]     0.8750 MB /   0.50 sec =   14.6799 Mbps     0 retrans    100 KB-cwnd
[2024-05-27 15:57:16.841548]     0.9375 MB /   0.50 sec =   15.7275 Mbps     1 retrans    116 KB-cwnd
[2024-05-27 15:57:17.327445]     1.1250 MB /   0.50 sec =   18.8756 Mbps     1 retrans     99 KB-cwnd
[2024-05-27 15:57:17.877654]     1.0625 MB /   0.50 sec =   17.8263 Mbps     1 retrans     82 KB-cwnd
[2024-05-27 15:57:18.531535]     0.9375 MB /   0.50 sec =   15.7280 Mbps     0 retrans     90 KB-cwnd
[2024-05-27 15:57:18.531787]     0.8125 MB /   0.50 sec =   13.6314 Mbps     0 retrans     90 KB-cwnd
