Start time: 1716844102754
[2024-05-27 17:08:24.136489] nuttcp-t: v8.1.4: socket
[2024-05-27 17:08:24.137918] nuttcp-t: buflen=65536, nstream=1, port=5002 tcp -> 35.245.244.238
[2024-05-27 17:08:24.138061] nuttcp-t: time limit = 120.00 seconds
[2024-05-27 17:08:24.138175] nuttcp-t: connect to 35.245.244.238 with mss=1378, RTT=91.571 ms af=inet
[2024-05-27 17:08:24.138285] nuttcp-t: send window size = 1048576, receive window size = 4194304
[2024-05-27 17:08:24.138388] nuttcp-t: available send window = 786432, available receive window = 3145728
[2024-05-27 17:08:24.138490] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-27 17:08:24.138593] nuttcp-r: v8.1.4: socket
[2024-05-27 17:08:24.138693] nuttcp-r: buflen=65536, nstream=1, port=5002 tcp
[2024-05-27 17:08:24.138794] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-27 17:08:24.138893] nuttcp-r: accept from 107.116.252.2 with af=inet
[2024-05-27 17:08:24.138991] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-27 17:08:24.139094] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-27 17:08:24.139209]     0.0625 MB /   0.50 sec =    1.0484 Mbps     0 retrans    222 KB-cwnd
[2024-05-27 17:08:24.539664]     0.1250 MB /   0.50 sec =    2.0973 Mbps     0 retrans    331 KB-cwnd
[2024-05-27 17:08:27.970680]     0.1875 MB /   0.50 sec =    3.1455 Mbps    45 retrans    370 KB-cwnd
[2024-05-27 17:08:27.971105]     0.1250 MB /   0.50 sec =    2.0970 Mbps     0 retrans    370 KB-cwnd
[2024-05-27 17:08:27.971243]     0.1875 MB /   0.50 sec =    3.1460 Mbps     0 retrans    370 KB-cwnd
[2024-05-27 17:08:27.971353]     0.1250 MB /   0.50 sec =    2.0972 Mbps     0 retrans    370 KB-cwnd
[2024-05-27 17:08:27.971459]     0.1250 MB /   0.50 sec =    2.0971 Mbps     0 retrans    370 KB-cwnd
[2024-05-27 17:08:27.971559]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    370 KB-cwnd
[2024-05-27 17:08:27.971656]     0.0000 MB /   0.50 sec =    0.0000 Mbps     0 retrans    370 KB-cwnd
[2024-05-27 17:08:31.194570]     0.1875 MB /   0.50 sec =    3.1455 Mbps   120 retrans    384 KB-cwnd
[2024-05-27 17:08:31.195048]     0.0625 MB /   0.50 sec =    1.0486 Mbps     0 retrans    384 KB-cwnd
[2024-05-27 17:08:31.195192]     0.4375 MB /   0.50 sec =    7.3400 Mbps     0 retrans    384 KB-cwnd
