time,rtt_ms,operator
2024-05-28T18:32:20.684148-04:00,105,att
2024-05-28T18:32:20.885779-04:00,105,att
2024-05-28T18:32:21.076103-04:00,96.1,att
2024-05-28T18:32:21.285070-04:00,105,att
2024-05-28T18:32:21.476080-04:00,96.0,att
2024-05-28T18:32:21.683469-04:00,102,att
2024-05-28T18:32:21.874786-04:00,92.2,att
2024-05-28T18:32:22.084071-04:00,101,att
2024-05-28T18:32:22.275190-04:00,92.3,att
2024-05-28T18:32:22.484630-04:00,101,att
2024-05-28T18:32:22.673551-04:00,90.1,att
2024-05-28T18:32:22.884983-04:00,100,att
2024-05-28T18:32:23.075492-04:00,89.5,att
2024-05-28T18:32:23.278547-04:00,93.2,att
2024-05-28T18:32:23.475788-04:00,89.4,att
2024-05-28T18:32:23.683536-04:00,97.5,att
2024-05-28T18:32:23.876768-04:00,88.2,att
2024-05-28T18:32:24.086687-04:00,96.5,att
2024-05-28T18:32:24.273720-04:00,85.1,att
2024-05-28T18:32:24.486534-04:00,95.0,att
2024-05-28T18:32:24.692589-04:00,101,att
2024-05-28T18:32:24.885328-04:00,92.1,att
2024-05-28T18:32:25.084628-04:00,90.6,att
2024-05-28T18:32:25.283886-04:00,89.2,att
2024-05-28T18:32:25.483288-04:00,88.8,att
2024-05-28T18:32:25.683540-04:00,88.7,att
2024-05-28T18:32:25.894578-04:00,98.3,att
2024-05-28T18:32:26.083872-04:00,86.3,att
2024-05-28T18:32:26.292835-04:00,94.3,att
2024-05-28T18:32:26.494563-04:00,94.0,att
2024-05-28T18:32:26.693653-04:00,93.3,att
2024-05-28T18:32:26.894259-04:00,91.0,att
2024-05-28T18:32:27.094662-04:00,90.6,att
2024-05-28T18:32:27.294490-04:00,89.0,att
2024-05-28T18:32:27.494180-04:00,88.3,att
2024-05-28T18:32:27.693484-04:00,86.4,att
2024-05-28T18:32:27.904254-04:00,94.9,att
2024-05-28T18:32:28.092626-04:00,83.6,att
2024-05-28T18:32:28.305593-04:00,95.2,att
2024-05-28T18:32:28.504357-04:00,92.1,att
2024-05-28T18:32:28.703395-04:00,91.4,att
2024-05-28T18:32:28.905625-04:00,91.3,att
2024-05-28T18:32:29.124576-04:00,107,att
2024-05-28T18:32:29.304419-04:00,85.2,att
2024-05-28T18:32:29.525696-04:00,105,att
2024-05-28T18:32:29.713512-04:00,93.3,att
2024-05-28T18:32:29.925728-04:00,102,att
2024-05-28T18:32:30.113418-04:00,90.1,att
2024-05-28T18:32:30.318725-04:00,93.3,att
2024-05-28T18:32:30.511706-04:00,84.8,att
2024-05-28T18:32:30.725429-04:00,98.0,att
2024-05-28T18:32:30.924404-04:00,94.4,att
2024-05-28T18:32:31.126354-04:00,95.3,att
2024-05-28T18:32:31.324468-04:00,91.4,att
2024-05-28T18:32:31.523616-04:00,90.3,att
2024-05-28T18:32:31.723476-04:00,88.1,att
2024-05-28T18:32:31.942854-04:00,106,att
