time,rtt_ms,operator
2024-05-28T18:13:38.516161-04:00,40.7,starlink
2024-05-28T18:13:38.720033-04:00,40.6,starlink
2024-05-28T18:13:38.917197-04:00,38.8,starlink
2024-05-28T18:13:39.117363-04:00,36.7,starlink
2024-05-28T18:13:39.317188-04:00,32.9,starlink
2024-05-28T18:13:39.520271-04:00,34.8,starlink
2024-05-28T18:13:39.726463-04:00,39.2,starlink
2024-05-28T18:13:39.935654-04:00,47.3,starlink
2024-05-28T18:13:40.130362-04:00,39.5,starlink
2024-05-28T18:13:40.335356-04:00,42.6,starlink
2024-05-28T18:13:40.532781-04:00,37.9,starlink
2024-05-28T18:13:40.728690-04:00,34.2,starlink
2024-05-28T18:13:40.933603-04:00,36.8,starlink
2024-05-28T18:13:41.131679-04:00,35.5,starlink
2024-05-28T18:13:41.337008-04:00,37.7,starlink
2024-05-28T18:13:41.539940-04:00,38.3,starlink
2024-05-28T18:13:41.752927-04:00,49.7,starlink
2024-05-28T18:13:41.944275-04:00,38.0,starlink
2024-05-28T18:13:42.152128-04:00,45.1,starlink
2024-05-28T18:13:42.347221-04:00,38.5,starlink
2024-05-28T18:13:42.548519-04:00,39.8,starlink
2024-05-28T18:13:42.750441-04:00,40.8,starlink
2024-05-28T18:13:42.948141-04:00,38.3,starlink
2024-05-28T18:13:43.154349-04:00,42.4,starlink
2024-05-28T18:13:43.354263-04:00,38.7,starlink
2024-05-28T18:13:43.558720-04:00,44.3,starlink
2024-05-28T18:13:43.774292-04:00,57.0,starlink
2024-05-28T18:13:43.957819-04:00,39.8,starlink
2024-05-28T18:13:44.174697-04:00,55.6,starlink
2024-05-28T18:13:44.356549-04:00,36.4,starlink
2024-05-28T18:13:44.566716-04:00,43.9,starlink
2024-05-28T18:13:44.765260-04:00,42.9,starlink
2024-05-28T18:13:44.963740-04:00,38.1,starlink
2024-05-28T18:13:45.164418-04:00,40.2,starlink
2024-05-28T18:13:45.371056-04:00,42.5,starlink
2024-05-28T18:13:45.569527-04:00,41.6,starlink
