Start time: 1716932005671
[2024-05-28 17:33:49.010641] Connecting to host 35.245.244.238, port 5201
[2024-05-28 17:33:49.011178] Reverse mode, remote host 35.245.244.238 is sending
[2024-05-28 17:33:49.011213] [  5] local 100.106.229.89 port 58405 connected to 35.245.244.238 port 5201
[2024-05-28 17:33:49.011241] [ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[2024-05-28 17:33:49.011266] [  5]   0.00-0.50   sec  28.7 KBytes   470 Kbits/sec  6.030 ms  21736/21757 (1e+02%)  
[2024-05-28 17:33:49.011290] [  5]   0.50-1.00   sec  6.84 KBytes   112 Kbits/sec  6.556 ms  22138/22143 (1e+02%)  
[2024-05-28 17:33:49.011312] [  5]   1.00-1.50   sec  6.84 KBytes   112 Kbits/sec  6.915 ms  22266/22271 (1e+02%)  
[2024-05-28 17:33:49.011335] [  5]   1.50-2.00   sec  6.84 KBytes   112 Kbits/sec  7.020 ms  24151/24156 (1e+02%)  
[2024-05-28 17:33:49.011358] [  5]   2.00-2.50   sec  6.84 KBytes   112 Kbits/sec  7.172 ms  22182/22187 (1e+02%)  
[2024-05-28 17:33:49.011379] [  5]   2.50-3.00   sec  6.84 KBytes   112 Kbits/sec  7.586 ms  22183/22188 (1e+02%)  
[2024-05-28 17:33:49.011402] [  5]   3.00-3.50   sec  6.84 KBytes   112 Kbits/sec  8.731 ms  22139/22144 (1e+02%)  
[2024-05-28 17:33:49.011424] [  5]   3.50-4.00   sec  6.84 KBytes   112 Kbits/sec  6.957 ms  22182/22187 (1e+02%)  
[2024-05-28 17:33:49.011448] [  5]   4.00-4.50   sec  6.84 KBytes   112 Kbits/sec  6.134 ms  22228/22233 (1e+02%)  
[2024-05-28 17:33:49.011470] [  5]   4.50-5.00   sec  6.84 KBytes   112 Kbits/sec  5.987 ms  22002/22007 (1e+02%)  
[2024-05-28 17:33:49.011492] [  5]   5.00-5.50   sec  6.84 KBytes   112 Kbits/sec  5.895 ms  22096/22101 (1e+02%)  
[2024-05-28 17:33:49.011514] [  5]   5.50-6.00   sec  6.84 KBytes   112 Kbits/sec  6.351 ms  22401/22406 (1e+02%)  
[2024-05-28 17:33:49.011535] [  5]   6.00-6.50   sec  6.84 KBytes   112 Kbits/sec  5.897 ms  22138/22143 (1e+02%)  
[2024-05-28 17:33:49.011557] [  5]   6.50-7.00   sec  6.84 KBytes   112 Kbits/sec  4.376 ms  22230/22235 (1e+02%)  
[2024-05-28 17:33:49.011579] [  5]   7.00-7.50   sec  6.84 KBytes   112 Kbits/sec  3.490 ms  22204/22209 (1e+02%)  
[2024-05-28 17:33:49.011601] [  5]   7.50-8.00   sec  6.84 KBytes   112 Kbits/sec  5.149 ms  22251/22256 (1e+02%)  
[2024-05-28 17:33:49.011625] [  5]   8.00-8.50   sec  6.84 KBytes   112 Kbits/sec  6.174 ms  22096/22101 (1e+02%)  
[2024-05-28 17:33:49.011647] [  5]   8.50-9.00   sec  6.84 KBytes   112 Kbits/sec  6.638 ms  22145/22150 (1e+02%)  
[2024-05-28 17:33:49.011669] [  5]   9.00-9.50   sec  6.84 KBytes   112 Kbits/sec  6.278 ms  22172/22177 (1e+02%)  
[2024-05-28 17:33:49.011691] [  5]   9.50-10.00  sec  6.84 KBytes   112 Kbits/sec  5.318 ms  22229/22234 (1e+02%)  
[2024-05-28 17:33:49.011715] [  5]  10.00-10.50  sec  6.84 KBytes   112 Kbits/sec  5.592 ms  23074/23079 (1e+02%)  
[2024-05-28 17:33:49.011736] [  5]  10.50-11.00  sec  6.84 KBytes   112 Kbits/sec  5.907 ms  22324/22329 (1e+02%)  
[2024-05-28 17:33:49.011758] [  5]  11.00-11.50  sec  6.84 KBytes   112 Kbits/sec  4.923 ms  22435/22440 (1e+02%)  
[2024-05-28 17:33:49.011782] [  5]  11.50-12.00  sec  6.84 KBytes   112 Kbits/sec  3.702 ms  22280/22285 (1e+02%)  
[2024-05-28 17:33:49.011804] [  5]  12.00-12.50  sec  6.84 KBytes   112 Kbits/sec  3.229 ms  22228/22233 (1e+02%)  
[2024-05-28 17:33:49.011826] [  5]  12.50-13.00  sec  6.84 KBytes   112 Kbits/sec  2.899 ms  22208/22213 (1e+02%)  
[2024-05-28 17:33:49.011848] [  5]  13.00-13.50  sec  6.84 KBytes   112 Kbits/sec  3.229 ms  22228/22233 (1e+02%)  
