Start time: 1716839004205
[2024-05-27 15:43:25.597996] nuttcp-t: v8.1.4: socket
[2024-05-27 15:43:25.599432] nuttcp-t: buflen=65536, nstream=1, port=5002 tcp -> 35.245.244.238
[2024-05-27 15:43:25.599587] nuttcp-t: time limit = 120.00 seconds
[2024-05-27 15:43:25.599705] nuttcp-t: connect to 35.245.244.238 with mss=1378, RTT=95.878 ms af=inet
[2024-05-27 15:43:25.599815] nuttcp-t: send window size = 524288, receive window size = 4194304
[2024-05-27 15:43:25.599922] nuttcp-t: available send window = 393216, available receive window = 3145728
[2024-05-27 15:43:25.600029] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-27 15:43:25.600133] nuttcp-r: v8.1.4: socket
[2024-05-27 15:43:25.600237] nuttcp-r: buflen=65536, nstream=1, port=5002 tcp
[2024-05-27 15:43:25.600338] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-27 15:43:25.600439] nuttcp-r: accept from 107.116.252.1 with af=inet
[2024-05-27 15:43:25.600540] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-27 15:43:25.600644] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-27 15:43:25.600895]     0.2500 MB /   0.50 sec =    4.1938 Mbps     0 retrans    643 KB-cwnd
[2024-05-27 15:43:25.901697]     0.5000 MB /   0.50 sec =    8.3886 Mbps     0 retrans    971 KB-cwnd
[2024-05-27 15:43:26.296797]     0.8125 MB /   0.50 sec =   13.6310 Mbps     0 retrans   1396 KB-cwnd
[2024-05-27 15:43:26.905778]     0.8750 MB /   0.50 sec =   14.6806 Mbps     0 retrans   1470 KB-cwnd
[2024-05-27 15:43:27.342413]     0.8750 MB /   0.50 sec =   14.6798 Mbps     0 retrans   1470 KB-cwnd
[2024-05-27 15:43:27.905516]     0.9375 MB /   0.50 sec =   15.7299 Mbps     0 retrans   1543 KB-cwnd
[2024-05-27 15:43:28.394584]     1.0625 MB /   0.50 sec =   17.8243 Mbps     0 retrans   1547 KB-cwnd
[2024-05-27 15:43:28.949419]     1.0000 MB /   0.50 sec =   16.7779 Mbps     0 retrans   1547 KB-cwnd
[2024-05-27 15:43:29.445204]     1.1250 MB /   0.50 sec =   18.8750 Mbps     0 retrans   1556 KB-cwnd
[2024-05-27 15:43:29.978790]     1.0625 MB /   0.50 sec =   17.8250 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:30.339020]     0.9375 MB /   0.50 sec =   15.7280 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:30.940131]     0.9375 MB /   0.50 sec =   15.7291 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:31.386512]     0.8750 MB /   0.50 sec =   14.6803 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:31.829229]     0.8125 MB /   0.50 sec =   13.6318 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:32.472010]     0.8125 MB /   0.50 sec =   13.6307 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:32.965174]     0.8125 MB /   0.50 sec =   13.6326 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:33.489380]     0.6875 MB /   0.50 sec =   11.5342 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:34.060301]     0.6875 MB /   0.50 sec =   11.5341 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:34.332706]     0.6250 MB /   0.50 sec =   10.4854 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:35.097076]     0.5625 MB /   0.50 sec =    9.4376 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:35.506392]     0.3750 MB /   0.50 sec =    6.2916 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:35.792398]     0.6250 MB /   0.50 sec =   10.4852 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:36.449253]     0.5000 MB /   0.50 sec =    8.3885 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:36.789221]     0.5625 MB /   0.50 sec =    9.4378 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:37.539105]     0.5000 MB /   0.50 sec =    8.3874 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:37.825670]     0.5625 MB /   0.50 sec =    9.4375 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:38.400806]     0.6250 MB /   0.50 sec =   10.4862 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:39.064549]     0.5625 MB /   0.50 sec =    9.4375 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:39.379062]     0.5625 MB /   0.50 sec =    9.4372 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:40.017873]     0.5625 MB /   0.50 sec =    9.4372 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:40.368152]     0.6250 MB /   0.50 sec =   10.4852 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:40.980007]     0.5625 MB /   0.50 sec =    9.4374 Mbps     0 retrans   1719 KB-cwnd
[2024-05-27 15:43:41.286023]     0.5625 MB /   0.50 sec =    9.4368 Mbps     0 retrans   1719 KB-cwnd
