Start time: 1716921141457
[2024-05-28 14:32:22.555299] nuttcp-t: v8.1.4: socket
[2024-05-28 14:32:22.556071] nuttcp-t: buflen=1400, nstream=1, port=5001 udp -> 35.245.244.238
[2024-05-28 14:32:22.556130] nuttcp-t: time limit = 120.00 seconds
[2024-05-28 14:32:22.556168] nuttcp-t: rate limit = 300.000 Mbps (aggregate), 26785 pps
[2024-05-28 14:32:22.556200] nuttcp-t: send window size = 229376, receive window size = 229376
[2024-05-28 14:32:22.556232] nuttcp-t: available send window = 172032, available receive window = 172032
[2024-05-28 14:32:22.556265] nuttcp-r: v8.1.4: socket
[2024-05-28 14:32:22.556296] nuttcp-r: buflen=1400, nstream=1, port=5001 udp
[2024-05-28 14:32:22.556327] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-28 14:32:22.556358] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-28 14:32:22.556388] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-28 14:32:22.556420]     0.1081 MB /   0.50 sec =    1.8139 Mbps     0 /    81 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:23.212755]     0.1976 MB /   0.50 sec =    3.3157 Mbps     0 /   148 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:23.662655]     0.2951 MB /   0.50 sec =    4.9504 Mbps     0 /   221 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:24.064378]     0.3204 MB /   0.50 sec =    5.3760 Mbps     0 /   240 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:24.670030]     0.2670 MB /   0.50 sec =    4.4796 Mbps     0 /   200 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:25.071457]     0.2777 MB /   0.50 sec =    4.6597 Mbps     0 /   208 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:25.576931]     0.2577 MB /   0.50 sec =    4.3233 Mbps     0 /   193 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:26.065086]     0.2069 MB /   0.50 sec =    3.4717 Mbps     0 /   155 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:26.625597]     0.2977 MB /   0.50 sec =    4.9951 Mbps     0 /   223 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:27.122557]     0.2857 MB /   0.50 sec =    4.7933 Mbps     0 /   214 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:27.575392]     0.2537 MB /   0.50 sec =    4.2561 Mbps     0 /   190 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:28.064300]     0.2617 MB /   0.50 sec =    4.3912 Mbps     0 /   196 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:28.619836]     0.3017 MB /   0.50 sec =    5.0612 Mbps     0 /   226 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:29.179102]     0.3378 MB /   0.50 sec =    5.6682 Mbps     0 /   253 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:29.580310]     0.3098 MB /   0.50 sec =    5.1969 Mbps     0 /   232 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:30.064361]     0.2897 MB /   0.50 sec =    4.8604 Mbps     0 /   217 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:30.566522]     0.2350 MB /   0.50 sec =    3.9427 Mbps     0 /   176 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:31.073974]     0.2590 MB /   0.50 sec =    4.3455 Mbps     0 /   194 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:31.664304]     0.2884 MB /   0.50 sec =    4.8388 Mbps     0 /   216 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:32.116441]     0.2817 MB /   0.50 sec =    4.7258 Mbps     0 /   211 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:32.568649]     0.2790 MB /   0.50 sec =    4.6815 Mbps     0 /   209 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:33.180584]     0.2657 MB /   0.50 sec =    4.4573 Mbps     0 /   199 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:33.675367]     0.2604 MB /   0.50 sec =    4.3684 Mbps     0 /   195 ~drop/pkt  0.00 ~%loss
[2024-05-28 14:32:34.080629]     0.2550 MB /   0.50 sec =    4.2784 Mbps     0 /   191 ~drop/pkt  0.00 ~%loss
