Start time: 1716924021619
[2024-05-28 15:20:22.657337] nuttcp-t: v8.1.4: socket
[2024-05-28 15:20:22.657927] nuttcp-t: buflen=65536, nstream=1, port=5002 tcp -> 35.245.244.238
[2024-05-28 15:20:22.657978] nuttcp-t: time limit = 120.00 seconds
[2024-05-28 15:20:22.658067] nuttcp-t: connect to 35.245.244.238 with mss=1378, RTT=87.610 ms af=inet
[2024-05-28 15:20:22.658107] nuttcp-t: send window size = 2097152, receive window size = 6291456
[2024-05-28 15:20:22.658181] nuttcp-t: available send window = 1572864, available receive window = 4718592
[2024-05-28 15:20:22.658215] nuttcp-t: initial congestion window = 13 KB (10 packets)
[2024-05-28 15:20:22.658249] nuttcp-r: v8.1.4: socket
[2024-05-28 15:20:22.658281] nuttcp-r: buflen=65536, nstream=1, port=5002 tcp
[2024-05-28 15:20:22.658314] nuttcp-r: interval reporting every 0.50 seconds
[2024-05-28 15:20:22.658348] nuttcp-r: accept from 107.122.244.177 with af=inet
[2024-05-28 15:20:22.658386] nuttcp-r: send window size = 450000000, receive window size = 450000000
[2024-05-28 15:20:22.658420] nuttcp-r: available send window = 225000000, available receive window = 225000000
[2024-05-28 15:20:22.658456]     0.5000 MB /   0.50 sec =    8.3871 Mbps     0 retrans    581 KB-cwnd
[2024-05-28 15:20:23.313419]     1.7500 MB /   0.50 sec =   29.3598 Mbps     0 retrans   2018 KB-cwnd
[2024-05-28 15:20:24.103636]     1.7500 MB /   0.50 sec =   29.3628 Mbps     0 retrans   2018 KB-cwnd
[2024-05-28 15:20:25.263621]     1.6250 MB /   0.50 sec =   27.2631 Mbps     0 retrans   2018 KB-cwnd
[2024-05-28 15:20:25.264049]     1.2500 MB /   0.50 sec =   20.9714 Mbps     0 retrans   2018 KB-cwnd
[2024-05-28 15:20:25.264189]     1.0625 MB /   0.50 sec =   17.8246 Mbps     0 retrans   2018 KB-cwnd
[2024-05-28 15:20:26.219763]     1.1250 MB /   0.50 sec =   18.8744 Mbps     0 retrans   2018 KB-cwnd
[2024-05-28 15:20:26.220223]     1.5625 MB /   0.50 sec =   26.2165 Mbps     0 retrans   2018 KB-cwnd
[2024-05-28 15:20:26.914856]     1.8750 MB /   0.50 sec =   31.4573 Mbps     0 retrans   2018 KB-cwnd
[2024-05-28 15:20:27.530873]     2.0625 MB /   0.50 sec =   34.6032 Mbps     0 retrans   2040 KB-cwnd
[2024-05-28 15:20:28.201051]     2.1250 MB /   0.50 sec =   35.6519 Mbps     1 retrans   1768 KB-cwnd
[2024-05-28 15:20:28.201415]     1.3750 MB /   0.50 sec =   23.0677 Mbps     0 retrans   1768 KB-cwnd
